"","date","meanAT2","meanAT6","sum_R","rain_events","meanRH2","meanRH6","meanSWC5","sdSWC5","meanSWC15","sdSWC15","meanSWC30","meanST5","meanST15","meanST30","meanNEE","meanGPP","meanRECO","sdReco","observation","DOY","bigR","bigRmm","year","diff"
"1","2013-01-26","11.003541666666667","11.228458333333334",7.239,11,"90.088541324375","83.80494077354167","9.583333333333334","0.49808777440261937","12.354166666666666","0.4832510020039735","8.211666666666666","12.08125","13.108333333333334","11.883333333333333","0.14609059124979165","0.35680805072916666","0.5028986419708333","0.40889097483167586",27,26,1,7.239,2013,0
"2","2013-02-21","-0.12233333333333328","0.307125",5.842,3,"82.66270151083333","78.7463294025","14.75","4.507368499216157","14.708333333333334","2.457786073278485","8.778125","4.633333333333334","6.841666666666667","8.427083333333334","0.07419293252229167","0.08031284174541667","0.15450577426458334","0.09649037175931262",53,52,1,5.842,2013,26
"3","2013-03-08","8.357770833333333","8.562854166666666",8.89,9,"68.137924639375","64.09009023333333","11.854166666666666","1.9348631762381678","15.166666666666666","0.37635181958416686","9.614374999999999","11.552083333333334","13.902083333333334","13.685416666666667","0.15997705216541666","0.11265048743239583","0.2726275396216667","0.23630444232535505",68,67,1,8.89,2013,15
"4","2013-07-08","25.849375000000002","26.122291666666666",8.763,2,"52.22690188229166","46.919916647916665","9.291666666666666","6.5166077476876465","7.229166666666667","0.4246646226680674","7.938125","27.216666666666665","28.822916666666668","28.76875","1.5957059476958333","0.6289380069033333","2.2246439545416665","0.44216558350956925",190,189,1,8.763,2013,122
"5","2013-07-09","23.910416666666666","23.979583333333334",27.813,8,"67.44086171875","61.73691678791667","19.291666666666668","4.550426933556437","7.5625","1.0084386127050968","7.969166666666666","26.927083333333332","28.889583333333334","28.23125","2.2812670642270834","0.13735763515083332","2.4186246993333333","0.9482453922656798",191,190,1,27.813,2013,1
"6","2013-07-11","22.69354166666667","22.86",5.461,2,"73.36490646166666","67.05260304958334","21.666666666666668","1.7903449278008163","23","0.7989354619369612","7.979166666666666","25.4","27.23125","27.233333333333334","2.4775811338208333","0.02477665723125","2.502357791041667","1.3440982954577425",193,192,1,5.461,2013,2
"7","2013-07-16","18.48875","18.68145833333333",15.621,7,"94.60166988208333","87.19119519708333","19.145833333333332","6.087898294826003","20.208333333333332","3.2743177743807985","9.66625","23.7875","26.579166666666666","28.320833333333333","0.986311798880625","0.4040534704504167","1.3903652693541666","0.7454615048687661",198,197,1,15.621,2013,5
"8","2013-07-19","20.404166666666665","20.612708333333334",7.747,4,"79.43150426270833","72.84579970375","20.3125","3.1421803809459847","22.791666666666668","0.9666071607836711","9.820416666666667","23.458333333333332","25.0625","25.729166666666668","0.3953018231498333","0.9676091453895833","1.3629109686041667","0.19387063434360968",201,200,1,7.747,2013,3
"9","2013-08-01","20.813958333333332","21.334583333333335",28.321,8,"77.32415707270833","68.96352366645833","18.895833333333332","6.842404723065712","20.375","3.960542787724527","10.702708333333334","24.377083333333335","26.897916666666667","27.891666666666666","0.1997204420815","1.2978137774375","1.4975342195","0.1668454070589678",214,213,1,28.321,2013,13
"10","2013-08-05","20.842083333333335","21.084375",7.493,7,"73.91151597","66.472667754375","19.208333333333332","1.7739290634645561","22.75","1.2964764031133722","10.73875","24.4875","26.229166666666668","26.28125","-1.5243736981408333","3.3811706237291665","1.8567969255208332","0.45642452174764503",218,217,1,7.493,2013,4
