Date10,House_plot,Summer,Fsoil_daily,Tcham_daily,VWC_daily,Tout_daily,RHout_daily,T_in_daily,RHin_daily,Precip_daily
2020-07-14,01_02,S2,97.31,33.74066666666667,6.303,32.85041666666667,27.533541666666665,33.03145833333333,28.602291666666666,38
2020-07-14,01_04,S1,55.5,33.43,5.925,32.85041666666667,27.533541666666665,33.03145833333333,28.602291666666666,38
2020-07-14,01_07,S1,44.2,34.107619047619046,NA,NA,NA,NA,NA,38
2020-07-14,01_08,S4,39.45,33.175,6.164,32.85041666666667,27.533541666666665,33.03145833333333,28.602291666666666,38
2020-07-14,01_09,S2,21.65,31.50357142857143,NA,NA,NA,NA,NA,38
2020-07-14,01_10,S3,45.5,32.95235294117647,NA,NA,NA,NA,NA,38
2020-07-14,01_12,S4,33.51,33.534,NA,NA,NA,NA,NA,38
2020-07-15,01_02,S2,104.89,25.94909090909091,7.9510000000000005,28.083333333333332,40.535833333333336,28.154583333333335,41.965625,NA
2020-07-15,01_04,S1,100.38,28.81772727272727,7.656,28.083333333333332,40.535833333333336,28.154583333333335,41.965625,NA
2020-07-15,01_05,S3,0.58,41.81,NA,NA,NA,NA,NA,NA
2020-07-15,01_07,S1,44.74,28.150588235294116,NA,NA,NA,NA,NA,NA
2020-07-15,01_08,S4,57.42,28.11095238095238,8.007,28.083333333333332,40.535833333333336,28.154583333333335,41.965625,NA
2020-07-15,01_09,S2,43.44,28.807368421052633,NA,NA,NA,NA,NA,NA
2020-07-15,01_10,S3,75.23,28.8205,NA,NA,NA,NA,NA,NA
2020-07-15,01_12,S4,57.6,28.096666666666668,NA,NA,NA,NA,NA,NA
2020-07-16,01_02,S2,152.25,31.8,7.255,30.0975,31.7425,30.188541666666666,33.08604166666667,NA
2020-07-16,01_04,S1,61.21,32.04681818181818,6.8709999999999996,30.0975,31.7425,30.188541666666666,33.08604166666667,NA
2020-07-16,01_07,S1,39.64,31.628636363636364,NA,NA,NA,NA,NA,NA
2020-07-16,01_08,S4,38.46,30.7105,7.207,30.0975,31.7425,30.188541666666666,33.08604166666667,NA
2020-07-16,01_09,S2,34.68,31.534761904761904,NA,NA,NA,NA,NA,NA
2020-07-16,01_10,S3,58.36,30.9385,NA,NA,NA,NA,NA,NA
2020-07-16,01_12,S4,53.23,31.552,NA,NA,NA,NA,NA,NA
2020-07-17,01_02,S2,110.24,32.447391304347825,6.865,30.55291666666667,32.15375,30.747291666666666,33.1,0
2020-07-17,01_04,S1,66.98,32.91875,7.273,30.55291666666667,32.15375,30.747291666666666,33.1,9.5
2020-07-17,01_07,S1,37.6,31.157619047619047,NA,NA,NA,NA,NA,9.5
2020-07-17,01_08,S4,35.94,32.61,6.6290000000000004,30.55291666666667,32.15375,30.747291666666666,33.1,0
2020-07-17,01_09,S2,28.419999999999998,32.87086956521739,NA,NA,NA,NA,NA,0
2020-07-17,01_10,S3,64.59,32.64863636363636,NA,NA,NA,NA,NA,0
2020-07-17,01_12,S4,50.55,32.32772727272727,NA,NA,NA,NA,NA,0
2020-07-18,01_02,S2,92.17999999999999,31.531304347826087,6.623,30.227708333333332,29.843958333333333,30.33416666666667,30.831666666666667,NA
2020-07-18,01_04,S1,59.93,31.965833333333332,7.366,30.227708333333332,29.843958333333333,30.33416666666667,30.831666666666667,NA
2020-07-18,01_07,S1,33.13,31.715,NA,NA,NA,NA,NA,NA
2020-07-18,01_08,S4,27.330000000000002,32.57409090909091,6.272,30.227708333333332,29.843958333333333,30.33416666666667,30.831666666666667,NA
2020-07-18,01_09,S2,23.89,32.15291666666667,NA,NA,NA,NA,NA,NA
2020-07-18,01_10,S3,55.35,32.13916666666667,NA,NA,NA,NA,NA,NA
2020-07-18,01_12,S4,34.52,32.323913043478264,NA,NA,NA,NA,NA,NA
2020-07-19,01_02,S2,70.99,32.6504347826087,6.44,31.348333333333333,24.461041666666667,31.40020833333333,25.369791666666668,NA
2020-07-19,01_04,S1,42.15,32.85826086956522,6.764,31.348333333333333,24.461041666666667,31.40020833333333,25.369791666666668,NA
2020-07-19,01_07,S1,25.62,32.52913043478261,NA,NA,NA,NA,NA,NA
2020-07-19,01_08,S4,22.86,33.057391304347824,6.047,31.348333333333333,24.461041666666667,31.40020833333333,25.369791666666668,NA
2020-07-19,01_09,S2,21.42,33.35391304347826,NA,NA,NA,NA,NA,NA
2020-07-19,01_10,S3,40.72,33.26304347826087,NA,NA,NA,NA,NA,NA
2020-07-19,01_12,S4,26.37,32.95304347826087,NA,NA,NA,NA,NA,NA
2020-07-20,01_02,S2,131.73,31.8215,8.189,31.435208333333332,21.406875,31.5,22.225208333333335,24.1
2020-07-20,01_04,S1,59.46,33.100869565217394,7.506,31.435208333333332,21.406875,31.5,22.225208333333335,14.1
2020-07-20,01_07,S1,41.52,32.38260869565217,NA,NA,NA,NA,NA,14.1
2020-07-20,01_08,S4,20.38,32.77916666666667,5.864,31.435208333333332,21.406875,31.5,22.225208333333335,0
2020-07-20,01_09,S2,45.47,32.783478260869565,NA,NA,NA,NA,NA,24.1
2020-07-20,01_10,S3,30.36,33.095217391304345,NA,NA,NA,NA,NA,0
2020-07-20,01_12,S4,24,33.15,NA,NA,NA,NA,NA,0
2020-07-21,01_02,S2,117.27,31.20888888888889,8.405,29.617916666666666,32.24645833333334,29.71375,33.149791666666665,NA
2020-07-21,01_04,S1,37.62,32.081428571428575,7.332,29.617916666666666,32.24645833333334,29.71375,33.149791666666665,NA
2020-07-21,01_07,S1,26.37,31.799374999999998,NA,NA,NA,NA,NA,NA
2020-07-21,01_08,S4,17.33,31.14,5.745,29.617916666666666,32.24645833333334,29.71375,33.149791666666665,NA
2020-07-21,01_09,S2,38.01,29.976315789473684,NA,NA,NA,NA,NA,NA
2020-07-21,01_10,S3,25.51,30.840454545454545,NA,NA,NA,NA,NA,NA
2020-07-21,01_12,S4,21.52,31.81086956521739,NA,NA,NA,NA,NA,NA
2020-07-22,01_02,S2,56.4,30.233809523809523,7.897,28.61875,45.52583333333333,29.086041666666667,46.13375,NA
2020-07-22,01_04,S1,36.58,29.952173913043477,6.82,28.61875,45.52583333333333,29.086041666666667,46.13375,NA
2020-07-22,01_07,S1,27.32,30.092727272727274,NA,NA,NA,NA,NA,NA
2020-07-22,01_08,S4,18.56,29.967391304347828,5.624,28.61875,45.52583333333333,29.086041666666667,46.13375,NA
2020-07-22,01_09,S2,32.85,29.635454545454547,NA,NA,NA,NA,NA,NA
2020-07-22,01_10,S3,27.02,29.84181818181818,NA,NA,NA,NA,NA,NA
2020-07-22,01_12,S4,20.19,29.912727272727274,NA,NA,NA,NA,NA,NA
2020-07-23,01_02,S2,29.96,24.090833333333332,7.595,23.176041666666666,73.03166666666667,23.235625,74.62333333333333,0
2020-07-23,01_04,S1,47.6,24.148333333333333,7.067,23.176041666666666,73.03166666666667,23.235625,74.62333333333333,6.6
2020-07-23,01_07,S1,33.14,24.373333333333335,NA,NA,NA,NA,NA,6.6
2020-07-23,01_08,S4,16.83,24.319583333333334,5.481,23.176041666666666,73.03166666666667,23.235625,74.62333333333333,0
2020-07-23,01_09,S2,29.09,24.155833333333334,NA,NA,NA,NA,NA,0
2020-07-23,01_10,S3,25.03,24.104166666666668,NA,NA,NA,NA,NA,0
2020-07-23,01_12,S4,18.69,24.14875,NA,NA,NA,NA,NA,0
2020-07-24,01_02,S2,28.52,26.627916666666668,7.4079999999999995,24.736666666666665,65.43416666666667,25.335625,65.88770833333334,NA
2020-07-24,01_04,S1,56.37,26.739583333333332,7.804,24.736666666666665,65.43416666666667,25.335625,65.88770833333334,NA
2020-07-24,01_05,S3,0.54,21.16,NA,NA,NA,NA,NA,NA
2020-07-24,01_07,S1,34.86,27.077727272727273,NA,NA,NA,NA,NA,NA
2020-07-24,01_08,S4,15.72,26.636666666666667,5.439,24.736666666666665,65.43416666666667,25.335625,65.88770833333334,NA
2020-07-24,01_09,S2,26.91,26.410416666666666,NA,NA,NA,NA,NA,NA
2020-07-24,01_10,S3,21.78,26.519583333333333,NA,NA,NA,NA,NA,NA
2020-07-24,01_12,S4,19.16,26.482916666666668,NA,NA,NA,NA,NA,NA
2020-07-25,01_02,S2,26.03,29.957916666666666,7.244,27.822708333333335,43.45916666666667,28.229375,44.396875,NA
2020-07-25,01_04,S1,33.03,30.041666666666664,7.2299999999999995,27.822708333333335,43.45916666666667,28.229375,44.396875,NA
2020-07-25,01_07,S1,30.47,29.49416666666667,NA,NA,NA,NA,NA,NA
2020-07-25,01_08,S4,14.74,29.77,5.362,27.822708333333335,43.45916666666667,28.229375,44.396875,NA
2020-07-25,01_09,S2,24.04,29.864583333333332,NA,NA,NA,NA,NA,NA
2020-07-25,01_10,S3,21.29,29.85333333333333,NA,NA,NA,NA,NA,NA
2020-07-25,01_12,S4,17.8,29.83625,NA,NA,NA,NA,NA,NA
2020-07-26,01_02,S2,27.34,33.3375,6.974,30.529791666666668,33.629583333333336,30.849375,34.50791666666667,NA
2020-07-26,01_04,S1,32.05,33.4525,6.849,30.529791666666668,33.629583333333336,30.849375,34.50791666666667,NA
2020-07-26,01_07,S1,27.28,32.567083333333336,NA,NA,NA,NA,NA,NA
2020-07-26,01_08,S4,15.49,32.940416666666664,5.337,30.529791666666668,33.629583333333336,30.849375,34.50791666666667,NA
2020-07-26,01_09,S2,23.8,32.89208333333333,NA,NA,NA,NA,NA,NA
2020-07-26,01_10,S3,22.88,32.888333333333335,NA,NA,NA,NA,NA,NA
2020-07-26,01_12,S4,18.88,32.757083333333334,NA,NA,NA,NA,NA,NA
2020-07-27,01_02,S2,39.85,30.507916666666667,8.100999999999999,28.975625,45.92854166666667,29.257916666666667,47.104375,19.3
2020-07-27,01_04,S1,62.41,30.650416666666665,7.506,28.975625,45.92854166666667,29.257916666666667,47.104375,12.7
2020-07-27,01_07,S1,42.550000000000004,30.1,NA,NA,NA,NA,NA,12.7
2020-07-27,01_08,S4,16.62,30.434583333333332,5.261,28.975625,45.92854166666667,29.257916666666667,47.104375,0
2020-07-27,01_09,S2,40.82,30.322916666666668,NA,NA,NA,NA,NA,19.3
2020-07-27,01_10,S3,55.59,30.199166666666667,NA,NA,NA,NA,NA,42.8
2020-07-27,01_12,S4,18.44,30.622083333333332,NA,NA,NA,NA,NA,0
2020-07-28,01_02,S2,50.589999999999996,31.188333333333333,8.996,29.77520833333333,45.460625,29.9975,46.67729166666667,NA
2020-07-28,01_04,S1,60,31.23,7.999,29.77520833333333,45.460625,29.9975,46.67729166666667,NA
