Date10,House_plot,Summer,Fsoil_daily,Tcham_daily,VWC_daily,Tout_daily,RHout_daily,T_in_daily,RHin_daily,Precip_daily
2020-07-28,01_07,S1,44.29,31.048750000000002,NA,NA,NA,NA,NA,NA
2020-07-28,01_08,S4,16.33,31.544583333333332,5.218,29.77520833333333,45.460625,29.9975,46.67729166666667,NA
2020-07-28,01_09,S2,53.67,31.149166666666666,NA,NA,NA,NA,NA,NA
2020-07-28,01_10,S3,79.51,30.955,NA,NA,NA,NA,NA,NA
2020-07-28,01_12,S4,18.92,31.004166666666666,NA,NA,NA,NA,NA,NA
2020-07-29,01_02,S2,40.8,33.91708333333333,8.219,31.670208333333335,33.00333333333333,31.8825,34.30645833333333,NA
2020-07-29,01_04,S1,39.35,34.02125,7.308,31.670208333333335,33.00333333333333,31.8825,34.30645833333333,NA
2020-07-29,01_07,S1,31.87,33.407916666666665,NA,NA,NA,NA,NA,NA
2020-07-29,01_08,S4,15.8,34.13583333333333,5.18,31.670208333333335,33.00333333333333,31.8825,34.30645833333333,NA
2020-07-29,01_09,S2,36.38,33.861666666666665,NA,NA,NA,NA,NA,NA
2020-07-29,01_10,S3,66.89,33.90875,NA,NA,NA,NA,NA,NA
2020-07-29,01_12,S4,18.55,34.06375,NA,NA,NA,NA,NA,NA
2020-07-30,01_02,S2,34.42,34.78666666666667,7.652,32.485625,27.11541666666667,32.67458333333333,28.109791666666666,0
2020-07-30,01_04,S1,42.72,34.66375,7.43,32.485625,27.11541666666667,32.67458333333333,28.109791666666666,8.1
2020-07-30,01_07,S1,37.17,34.2175,NA,NA,NA,NA,NA,8.1
2020-07-30,01_08,S4,16.27,35.02291666666667,5.101,32.485625,27.11541666666667,32.67458333333333,28.109791666666666,0
2020-07-30,01_09,S2,30.48,35.032916666666665,NA,NA,NA,NA,NA,0
2020-07-30,01_10,S3,59.48,34.767916666666665,NA,NA,NA,NA,NA,0
2020-07-30,01_12,S4,19.09,34.788333333333334,NA,NA,NA,NA,NA,0
2020-07-31,01_02,S2,32.11,35.19,7.149,32.68354166666667,29.415,32.98791666666666,30.094583333333333,NA
2020-07-31,01_04,S1,39.07,35.32333333333333,7.334,32.68354166666667,29.415,32.98791666666666,30.094583333333333,NA
2020-07-31,01_05,S3,26.61,39.413333333333334,NA,NA,NA,NA,NA,NA
2020-07-31,01_07,S1,31.75,34.63375,NA,NA,NA,NA,NA,NA
2020-07-31,01_08,S4,16.89,35.33875,5.041,32.68354166666667,29.415,32.98791666666666,30.094583333333333,NA
2020-07-31,01_09,S2,32.39,35.200833333333335,NA,NA,NA,NA,NA,NA
2020-07-31,01_10,S3,53.74,35.01083333333333,NA,NA,NA,NA,NA,NA
2020-07-31,01_12,S4,19.96,34.759166666666665,NA,NA,NA,NA,NA,NA
2020-08-01,01_02,S2,28.65,35.09916666666667,6.745,32.557916666666664,28.612291666666668,32.816875,29.004375,NA
2020-08-01,01_04,S1,34.2,35.170833333333334,6.846,32.557916666666664,28.612291666666668,32.816875,29.004375,NA
2020-08-01,01_05,S3,36.97,34.8475,NA,NA,NA,NA,NA,NA
2020-08-01,01_07,S1,26.9,34.58541666666667,NA,NA,NA,NA,NA,NA
2020-08-01,01_08,S4,15.84,35.284166666666664,5.0120000000000005,32.557916666666664,28.612291666666668,32.816875,29.004375,NA
2020-08-01,01_09,S2,29.93,35.318333333333335,NA,NA,NA,NA,NA,NA
2020-08-01,01_10,S3,49.41,34.96,NA,NA,NA,NA,NA,NA
2020-08-01,01_12,S4,17.08,35.14,NA,NA,NA,NA,NA,NA
2020-08-02,01_02,S2,28.23,33.39416666666666,6.385,31.292708333333334,32.97416666666667,31.6425,33.641875,NA
2020-08-02,01_04,S1,33.48,33.61416666666667,6.519,31.292708333333334,32.97416666666667,31.6425,33.641875,NA
2020-08-02,01_05,S3,36.1,33.447916666666664,NA,NA,NA,NA,NA,NA
2020-08-02,01_07,S1,25.04,33.17208333333333,NA,NA,NA,NA,NA,NA
2020-08-02,01_08,S4,16.24,33.67541666666666,4.932,31.292708333333334,32.97416666666667,31.6425,33.641875,NA
2020-08-02,01_09,S2,26.82,33.64625,NA,NA,NA,NA,NA,NA
2020-08-02,01_10,S3,46.06,33.48291666666667,NA,NA,NA,NA,NA,NA
2020-08-02,01_12,S4,16.83,33.40708333333333,NA,NA,NA,NA,NA,NA
2020-08-03,01_02,S2,42.6,31.586666666666666,7.843,30.6375,33.08229166666667,30.852291666666666,33.9075,18.6
2020-08-03,01_04,S1,63.24,31.721666666666668,7.3100000000000005,30.6375,33.08229166666667,30.852291666666666,33.9075,10.4
2020-08-03,01_05,S3,32.54,31.78125,NA,NA,NA,NA,NA,0
2020-08-03,01_07,S1,43.14,31.545416666666668,NA,NA,NA,NA,NA,10.4
2020-08-03,01_08,S4,59.59,31.735833333333332,8.18,30.6375,33.08229166666667,30.852291666666666,33.9075,61.3
2020-08-03,01_09,S2,56.45,31.84958333333333,NA,NA,NA,NA,NA,18.6
2020-08-03,01_10,S3,42.48,32.04083333333333,NA,NA,NA,NA,NA,0
2020-08-03,01_12,S4,59.17,31.797083333333333,NA,NA,NA,NA,NA,61.3
2020-08-04,01_02,S2,41.96,32.97958333333333,7.985,30.979166666666668,26.935833333333335,31.127708333333334,27.816666666666666,NA
2020-08-04,01_04,S1,45.64,33.13708333333334,7.1690000000000005,30.979166666666668,26.935833333333335,31.127708333333334,27.816666666666666,NA
2020-08-04,01_05,S3,28.29,33.1575,NA,NA,NA,NA,NA,NA
2020-08-04,01_07,S1,31.19,32.98875,NA,NA,NA,NA,NA,NA
2020-08-04,01_08,S4,66.73,33.125416666666666,9.633000000000001,30.979166666666668,26.935833333333335,31.127708333333334,27.816666666666666,NA
2020-08-04,01_09,S2,48.93,33.17041666666667,NA,NA,NA,NA,NA,NA
2020-08-04,01_10,S3,37.73,32.93083333333333,NA,NA,NA,NA,NA,NA
2020-08-04,01_12,S4,64.9,32.3575,NA,NA,NA,NA,NA,NA
2020-08-05,01_02,S2,30.84,33.4625,7.473,31.62,19.935625,31.749375,20.819166666666668,NA
2020-08-05,01_04,S1,37.29,33.55916666666667,6.703,31.62,19.935625,31.749375,20.819166666666668,NA
2020-08-05,01_05,S3,26.7,33.18875,NA,NA,NA,NA,NA,NA
2020-08-05,01_07,S1,25.09,32.98458333333333,NA,NA,NA,NA,NA,NA
2020-08-05,01_08,S4,48.9,33.329166666666666,9.261,31.62,19.935625,31.749375,20.819166666666668,NA
2020-08-05,01_09,S2,35.56,33.26708333333333,NA,NA,NA,NA,NA,NA
2020-08-05,01_10,S3,37.23,33.42375,NA,NA,NA,NA,NA,NA
2020-08-05,01_12,S4,51.3,33.25958333333333,NA,NA,NA,NA,NA,NA
2020-08-06,01_02,S2,28.95,32.9775,7.19,31.672916666666666,18.35625,31.880833333333335,19.043958333333332,0
2020-08-06,01_04,S1,49.230000000000004,32.95166666666667,6.853,31.672916666666666,18.35625,31.880833333333335,19.043958333333332,7
2020-08-06,01_05,S3,25.650000000000002,33.083333333333336,NA,NA,NA,NA,NA,0
2020-08-06,01_07,S1,34.25,32.71,NA,NA,NA,NA,NA,7
2020-08-06,01_08,S4,37.65,33.125416666666666,8.837,31.672916666666666,18.35625,31.880833333333335,19.043958333333332,0
2020-08-06,01_09,S2,35.21,33.31458333333333,NA,NA,NA,NA,NA,0
2020-08-06,01_10,S3,35.160000000000004,33.297916666666666,NA,NA,NA,NA,NA,0
2020-08-06,01_12,S4,43.97,32.96125,NA,NA,NA,NA,NA,0
2020-08-07,01_02,S2,26.9,33.28375,6.926,31.543125,22.299166666666668,31.847083333333334,22.94333333333333,NA
2020-08-07,01_04,S1,38.78,33.445,6.909,31.543125,22.299166666666668,31.847083333333334,22.94333333333333,NA
2020-08-07,01_05,S3,24.05,33.531666666666666,NA,NA,NA,NA,NA,NA
2020-08-07,01_07,S1,27.55,33.22875,NA,NA,NA,NA,NA,NA
2020-08-07,01_08,S4,33.01,33.845416666666665,8.464,31.543125,22.299166666666668,31.847083333333334,22.94333333333333,NA
2020-08-07,01_09,S2,31.23,34.035833333333336,NA,NA,NA,NA,NA,NA
2020-08-07,01_10,S3,32.74,33.858333333333334,NA,NA,NA,NA,NA,NA
2020-08-07,01_12,S4,37.85,33.54291666666666,NA,NA,NA,NA,NA,NA
2020-08-08,01_02,S2,25.15,34.67875,6.702,32.198541666666664,21.314166666666665,32.32958333333333,22.154583333333335,NA
2020-08-08,01_04,S1,37.04,34.684583333333336,6.535,32.198541666666664,21.314166666666665,32.32958333333333,22.154583333333335,NA
2020-08-08,01_05,S3,23.580000000000002,34.58583333333333,NA,NA,NA,NA,NA,NA
2020-08-08,01_07,S1,22.94,34.3375,NA,NA,NA,NA,NA,NA
2020-08-08,01_08,S4,32.96,34.63666666666667,8.144,32.198541666666664,21.314166666666665,32.32958333333333,22.154583333333335,NA
2020-08-08,01_09,S2,25.31,34.86875,NA,NA,NA,NA,NA,NA
2020-08-08,01_10,S3,31.82,34.610416666666666,NA,NA,NA,NA,NA,NA
2020-08-08,01_12,S4,35.49,34.221666666666664,NA,NA,NA,NA,NA,NA
2020-08-09,01_02,S2,24.16,34.97833333333333,6.541,32.20979166666667,17.484791666666666,32.34583333333333,18.261875,NA
2020-08-09,01_04,S1,33.19,35.017916666666665,6.282,32.20979166666667,17.484791666666666,32.34583333333333,18.261875,NA
2020-08-09,01_05,S3,23.87,34.59916666666667,NA,NA,NA,NA,NA,NA
2020-08-09,01_07,S1,22.16,34.50375,NA,NA,NA,NA,NA,NA
2020-08-09,01_08,S4,30.84,34.81333333333333,7.854,32.20979166666667,17.484791666666666,32.34583333333333,18.261875,NA
2020-08-09,01_09,S2,22.55,34.68208333333333,NA,NA,NA,NA,NA,NA
2020-08-09,01_10,S3,32.230000000000004,34.33208333333333,NA,NA,NA,NA,NA,NA
2020-08-09,01_12,S4,32.64,34.1625,NA,NA,NA,NA,NA,NA
2020-08-10,01_02,S2,38.58,34.142916666666665,7.84,32.27875,16.889375,32.33229166666667,17.652083333333334,15.9
2020-08-10,01_04,S1,53.54,34.479166666666664,6.902,32.27875,16.889375,32.33229166666667,17.652083333333334,8.9
2020-08-10,01_05,S3,64.3,34.07416666666666,NA,NA,NA,NA,NA,34.4
2020-08-10,01_07,S1,36.38,33.999583333333334,NA,NA,NA,NA,NA,8.9
2020-08-10,01_08,S4,29.64,34.56583333333333,7.575,32.27875,16.889375,32.33229166666667,17.652083333333334,0
2020-08-10,01_09,S2,44.55,34.25833333333333,NA,NA,NA,NA,NA,15.9
2020-08-10,01_10,S3,65.99,34.27041666666667,NA,NA,NA,NA,NA,34.4
2020-08-10,01_12,S4,31.16,34.415416666666665,NA,NA,NA,NA,NA,0
2020-08-11,01_02,S2,39.67,31.772916666666667,7.893,29.83375,34.12083333333333,29.908125,35.016041666666666,NA
2020-08-11,01_04,S1,43.58,31.739583333333332,6.809,29.83375,34.12083333333333,29.908125,35.016041666666666,NA
2020-08-11,01_05,S3,61.61,31.4925,NA,NA,NA,NA,NA,NA
2020-08-11,01_07,S1,26.84,31.515,NA,NA,NA,NA,NA,NA
2020-08-11,01_08,S4,29.96,31.812916666666666,7.306,29.83375,34.12083333333333,29.908125,35.016041666666666,NA
2020-08-11,01_09,S2,40.81,31.583333333333332,NA,NA,NA,NA,NA,NA
2020-08-11,01_10,S3,69.12,31.3825,NA,NA,NA,NA,NA,NA
2020-08-11,01_12,S4,31.82,31.441666666666666,NA,NA,NA,NA,NA,NA
2020-08-12,01_02,S2,30.14,34.25083333333333,7.434,31.93541666666667,29.214375,32.20916666666667,29.892708333333335,NA
2020-08-12,01_04,S1,37.19,34.53666666666667,6.471,31.93541666666667,29.214375,32.20916666666667,29.892708333333335,NA
2020-08-12,01_05,S3,47.52,34.165416666666665,NA,NA,NA,NA,NA,NA
2020-08-12,01_07,S1,22.38,34.14791666666667,NA,NA,NA,NA,NA,NA
2020-08-12,01_08,S4,26.8,34.61083333333333,7.122,31.93541666666667,29.214375,32.20916666666667,29.892708333333335,NA
2020-08-12,01_09,S2,29.78,34.55375,NA,NA,NA,NA,NA,NA
2020-08-12,01_10,S3,57.59,33.79565217391304,NA,NA,NA,NA,NA,NA
2020-08-12,01_12,S4,30.64,34.310833333333335,NA,NA,NA,NA,NA,NA
2020-08-13,01_02,S2,29.1,33.8575,7.105,32.259791666666665,26.369375,32.405625,27.15020833333333,0
2020-08-13,01_04,S1,54.230000000000004,33.89875,7.031000000000001,32.259791666666665,26.369375,32.405625,27.15020833333333,9.7
2020-08-13,01_05,S3,43.93,34.02041666666667,NA,NA,NA,NA,NA,0
2020-08-13,01_07,S1,34.33,33.709583333333335,NA,NA,NA,NA,NA,9.7
2020-08-13,01_08,S4,25.44,34.20791666666667,6.91,32.259791666666665,26.369375,32.405625,27.15020833333333,0
2020-08-13,01_09,S2,28.94,34.335,NA,NA,NA,NA,NA,0
2020-08-13,01_10,S3,52.11,33.818333333333335,NA,NA,NA,NA,NA,0
2020-08-13,01_12,S4,27.85,33.81791666666667,NA,NA,NA,NA,NA,0
2020-08-14,01_02,S2,25.77,35.1575,6.828,33.587291666666665,21.704375,33.693333333333335,22.28,NA
2020-08-14,01_04,S1,42.730000000000004,35.43833333333333,7.079,33.587291666666665,21.704375,33.693333333333335,22.28,NA
2020-08-14,01_05,S3,35.9,35.270833333333336,NA,NA,NA,NA,NA,NA
2020-08-14,01_07,S1,26.16,34.97375,NA,NA,NA,NA,NA,NA
2020-08-14,01_08,S4,23.78,35.18,6.755,33.587291666666665,21.704375,33.693333333333335,22.28,NA
2020-08-14,01_09,S2,25.89,35.41166666666667,NA,NA,NA,NA,NA,NA
2020-08-14,01_10,S3,43.49,35.3,NA,NA,NA,NA,NA,NA
2020-08-14,01_12,S4,25.35,35.352916666666665,NA,NA,NA,NA,NA,NA
2020-08-15,01_02,S2,25.990000000000002,33.89666666666667,6.599,31.535833333333333,32.420208333333335,31.80375,32.65270833333334,NA
2020-08-15,01_04,S1,35.73,33.8525,6.61,31.535833333333333,32.420208333333335,31.80375,32.65270833333334,NA
2020-08-15,01_05,S3,33.26,34.072916666666664,NA,NA,NA,NA,NA,NA
2020-08-15,01_07,S1,23.89,33.989583333333336,NA,NA,NA,NA,NA,NA
2020-08-15,01_08,S4,23.28,34.30291666666667,6.591,31.535833333333333,32.420208333333335,31.80375,32.65270833333334,NA
2020-08-15,01_09,S2,24.19,34.30291666666667,NA,NA,NA,NA,NA,NA
2020-08-15,01_10,S3,42.36,34.11,NA,NA,NA,NA,NA,NA
2020-08-15,01_12,S4,24.94,33.89958333333333,NA,NA,NA,NA,NA,NA
2020-08-16,01_02,S2,24.37,33.3575,6.447,31.11895833333333,35.81270833333333,31.357708333333335,37.28625,NA
2020-08-16,01_04,S1,32.6,33.562916666666666,6.316,31.11895833333333,35.81270833333333,31.357708333333335,37.28625,NA
2020-08-16,01_05,S3,30.73,33.47541666666667,NA,NA,NA,NA,NA,NA
2020-08-16,01_07,S1,22.46,33.1425,NA,NA,NA,NA,NA,NA
2020-08-16,01_08,S4,24.32,33.4525,6.4,31.11895833333333,35.81270833333333,31.357708333333335,37.28625,NA
2020-08-16,01_09,S2,23.92,33.2175,NA,NA,NA,NA,NA,NA
2020-08-16,01_10,S3,39.75,33.09375,NA,NA,NA,NA,NA,NA
2020-08-16,01_12,S4,25.6,32.97708333333333,NA,NA,NA,NA,NA,NA
2020-08-17,01_02,S2,35.59,33.05833333333334,7.995,31.574166666666667,30.745625,31.877291666666668,32.1075,17.5
2020-08-17,01_04,S1,55.49,33.007083333333334,6.893,31.574166666666667,30.745625,31.877291666666668,32.1075,7.8
2020-08-17,01_05,S3,27.24,33.07375,NA,NA,NA,NA,NA,0
2020-08-17,01_07,S1,33.58,32.88125,NA,NA,NA,NA,NA,7.8
2020-08-17,01_08,S4,21.5,33.24875,6.226,31.574166666666667,30.745625,31.877291666666668,32.1075,0
2020-08-17,01_09,S2,42.55,33.11416666666667,NA,NA,NA,NA,NA,17.5
2020-08-17,01_10,S3,37.69,33.404583333333335,NA,NA,NA,NA,NA,0
2020-08-17,01_12,S4,22.99,33.7075,NA,NA,NA,NA,NA,0
2020-08-18,01_02,S2,35.95,34.024166666666666,7.914000000000001,32.28875,20.856875,32.62229166666667,21.667916666666667,NA
2020-08-18,01_04,S1,40.589999999999996,33.98791666666666,6.68,32.28875,20.856875,32.62229166666667,21.667916666666667,NA
2020-08-18,01_05,S3,25.84,34.19166666666667,NA,NA,NA,NA,NA,NA
2020-08-18,01_07,S1,24.45,33.790416666666665,NA,NA,NA,NA,NA,NA
2020-08-18,01_08,S4,21.09,33.95375,6.0600000000000005,32.28875,20.856875,32.62229166666667,21.667916666666667,NA
2020-08-18,01_09,S2,33.49,33.90958333333333,NA,NA,NA,NA,NA,NA
2020-08-18,01_10,S3,32.26,33.96958333333333,NA,NA,NA,NA,NA,NA
2020-08-18,01_12,S4,20.74,34.24375,NA,NA,NA,NA,NA,NA
2020-08-19,01_02,S2,31.32,34.714166666666664,7.389,32.908541666666665,18.312083333333334,33.04895833333333,18.984791666666666,NA
2020-08-19,01_04,S1,33.39,34.87291666666667,6.331,32.908541666666665,18.312083333333334,33.04895833333333,18.984791666666666,NA
2020-08-19,01_05,S3,24.08,34.494166666666665,NA,NA,NA,NA,NA,NA
