year;month;day;hour;minute;Fs_1;Fs_2;Fs_3;Fs_4;Ts_1;TFs_2;TFs_3;Ts_4;VWC_1;VWC_2;VWC_3;VWC_4
2017;1;1;0;25;0.12;0.16;0.18;NaN;7.032;7.978;7.614;7.541333333;NaN;NaN;NaN;NaN
2017;1;1;1;25;0.12;0.15;0.18;NaN;7.329;8.047;7.739;7.705;NaN;NaN;NaN;NaN
2017;1;1;2;25;0.11;0.12;0.18;NaN;7.043;7.905;7.565;7.504333333;NaN;NaN;NaN;NaN
2017;1;1;3;25;0.12;0.11;0.19;NaN;6.48;7.481;7.164;7.041666667;NaN;NaN;NaN;NaN
2017;1;1;4;25;NaN;0.12;0.18;NaN;6.246;7.19;6.943;6.793;NaN;NaN;NaN;NaN
2017;1;1;5;25;0.12;0.12;0.18;NaN;6.421;7.198;7.008;6.875666667;NaN;NaN;NaN;NaN
2017;1;1;6;25;0.14;0.17;0.17;NaN;6.642;7.308;7.147;7.032333333;NaN;NaN;NaN;NaN
2017;1;1;7;25;0.13;0.16;0.21;0.08;6.797;7.399;7.262;7.152666667;NaN;NaN;NaN;NaN
2017;1;1;8;25;0.15;0.14;0.22;0.09;6.796;7.384;7.287;7.155666667;NaN;NaN;NaN;NaN
2017;1;1;9;25;0.15;0.15;0.23;NaN;7.577;7.781;7.786;7.714666667;NaN;NaN;NaN;NaN
2017;1;1;10;25;0.14;0.14;0.23;0.09;8.706;8.403;8.596;8.568333333;NaN;NaN;NaN;NaN
2017;1;1;11;25;NaN;0.13;0.18;NaN;9.582;9.006;9.278;9.288666667;NaN;NaN;NaN;NaN
2017;1;1;12;25;NaN;0.17;0.18;NaN;9.93;9.492;9.65;9.690666667;NaN;NaN;NaN;NaN
2017;1;1;13;25;NaN;NaN;NaN;NaN;9.391;9.49;9.424;9.435;NaN;NaN;NaN;NaN
2017;1;1;14;25;NaN;NaN;NaN;NaN;9.238;9.339;9.311;9.296;NaN;NaN;NaN;NaN
2017;1;1;15;25;NaN;0.12;0.14;NaN;9.631;9.714;9.519;9.621333333;NaN;NaN;NaN;NaN
2017;1;1;16;25;NaN;0.1;0.11;NaN;9.258;9.784;9.346;9.462666667;NaN;NaN;NaN;NaN
2017;1;1;17;25;NaN;NaN;0.12;NaN;8.306;9.225;8.711;8.747333333;NaN;NaN;NaN;NaN
2017;1;1;18;25;NaN;NaN;NaN;NaN;7.582;8.598;8.138;8.106;NaN;NaN;NaN;NaN
2017;1;1;19;25;NaN;NaN;NaN;NaN;6.774;7.962;7.518;7.418;NaN;NaN;NaN;NaN
2017;1;1;20;25;NaN;NaN;NaN;NaN;6.436;7.487;7.125;7.016;NaN;NaN;NaN;NaN
2017;1;1;21;25;NaN;NaN;NaN;NaN;6.13;7.177;6.843;6.716666667;NaN;NaN;NaN;NaN
2017;1;1;22;25;NaN;NaN;NaN;NaN;5.278;6.486;6.18;5.981333333;NaN;NaN;NaN;NaN
2017;1;1;23;25;NaN;NaN;NaN;NaN;4.621;5.87;5.617;5.369333333;NaN;NaN;NaN;NaN
2017;1;2;0;25;NaN;NaN;NaN;NaN;4.082;5.331;5.144;4.852333333;NaN;NaN;NaN;NaN
2017;1;2;1;25;NaN;NaN;NaN;NaN;3.668;4.886;4.766;4.44;NaN;NaN;NaN;NaN
2017;1;2;2;25;NaN;NaN;NaN;NaN;3.281;4.478;4.417;4.058666667;NaN;NaN;NaN;NaN
2017;1;2;3;25;NaN;NaN;NaN;NaN;2.958;4.122;4.117;3.732333333;NaN;NaN;NaN;NaN
2017;1;2;4;25;NaN;NaN;NaN;NaN;2.68;3.79;3.839;3.436333333;NaN;NaN;NaN;NaN
2017;1;2;5;25;NaN;NaN;NaN;NaN;2.486;3.538;3.618;3.214;NaN;NaN;NaN;NaN
2017;1;2;6;25;NaN;NaN;NaN;NaN;2.301;3.301;3.405;3.002333333;NaN;NaN;NaN;NaN
2017;1;2;7;25;NaN;NaN;NaN;NaN;2.162;3.108;3.226;2.832;NaN;NaN;NaN;NaN
2017;1;2;8;25;NaN;NaN;NaN;NaN;2.115;2.993;3.142;2.75;NaN;NaN;NaN;NaN
2017;1;2;9;25;NaN;NaN;0.11;NaN;2.274;3.002;3.267;2.847666667;NaN;NaN;NaN;NaN
2017;1;2;10;25;NaN;NaN;0.17;NaN;3.932;3.285;4.212;3.809666667;NaN;NaN;NaN;NaN
2017;1;2;11;25;NaN;0.11;0.19;0.16;6.843;4.612;5.877;5.777333333;NaN;NaN;NaN;NaN
2017;1;2;12;25;0.11;0.17;0.21;0.25;8.944;6.097;7.25;7.430333333;NaN;NaN;NaN;NaN
2017;1;2;13;25;0.17;0.22;0.25;0.28;10.419;7.231;8.018;8.556;NaN;NaN;NaN;NaN
2017;1;2;14;25;0.16;0.19;0.23;0.21;10.554;8.159;8.722;9.145;NaN;NaN;NaN;NaN
2017;1;2;15;25;0.19;0.17;0.24;0.17;10.27;8.894;9.064;9.409333333;NaN;NaN;NaN;NaN
2017;1;2;16;25;0.18;0.2;0.27;0.19;9.777;9.001;8.992;9.256666667;NaN;NaN;NaN;NaN
2017;1;2;17;25;0.18;0.19;0.21;NaN;9.011;8.721;8.551;8.761;NaN;NaN;NaN;NaN
2017;1;2;18;25;NaN;0.15;0.22;NaN;7.918;8.025;7.745;7.896;NaN;NaN;NaN;NaN
2017;1;2;19;25;0.13;0.14;0.18;NaN;7.309;7.519;7.289;7.372333333;NaN;NaN;NaN;NaN
2017;1;2;20;25;0.19;0.16;0.17;NaN;6.771;7.074;6.833;6.892666667;NaN;NaN;NaN;NaN
2017;1;2;21;25;0.13;0.14;0.16;NaN;6.439;6.782;6.571;6.597333333;NaN;NaN;NaN;NaN
2017;1;2;22;25;0.15;NaN;0.16;NaN;6.47;6.754;6.541;6.588333333;NaN;NaN;NaN;NaN
2017;1;2;23;25;0.1;NaN;0.13;NaN;5.891;6.422;6.102;6.138333333;NaN;NaN;NaN;NaN
2017;1;3;0;25;0.1;NaN;0.13;NaN;5.218;5.908;5.642;5.589333333;NaN;NaN;NaN;NaN
2017;1;3;1;25;NaN;0.11;NaN;NaN;4.694;5.455;5.195;5.114666667;NaN;NaN;NaN;NaN
2017;1;3;2;25;NaN;NaN;0.13;NaN;4.275;5.07;4.827;4.724;NaN;NaN;NaN;NaN
2017;1;3;3;25;NaN;NaN;0.13;NaN;3.949;4.768;4.601;4.439333333;NaN;NaN;NaN;NaN
2017;1;3;4;25;NaN;NaN;0.13;NaN;3.652;4.497;4.358;4.169;NaN;NaN;NaN;NaN
2017;1;3;5;25;NaN;NaN;NaN;NaN;3.381;4.248;4.135;3.921333333;NaN;NaN;NaN;NaN
2017;1;3;6;25;NaN;NaN;NaN;NaN;3.142;4.026;3.943;3.703666667;NaN;NaN;NaN;NaN
2017;1;3;7;25;NaN;NaN;0.11;NaN;2.91;3.822;3.767;3.499666667;NaN;NaN;NaN;NaN
2017;1;3;8;25;NaN;NaN;NaN;NaN;2.882;3.712;3.714;3.436;NaN;NaN;NaN;NaN
2017;1;3;9;25;0.14;0.13;0.19;0.11;3.591;3.967;4.193;3.917;NaN;NaN;NaN;NaN
2017;1;3;10;25;0.13;0.13;0.22;0.21;5.435;4.712;5.413;5.186666667;NaN;NaN;NaN;NaN
2017;1;3;11;25;0.22;0.18;0.27;0.28;7.742;6.035;6.904;6.893666667;NaN;NaN;NaN;NaN
2017;1;3;12;25;0.23;0.24;0.37;0.3;10.138;7.463;8.31;8.637;NaN;NaN;NaN;NaN
2017;1;3;13;25;0.33;0.34;0.41;0.44;11.169;8.739;9.204;9.704;NaN;NaN;NaN;NaN
2017;1;3;14;25;0.41;0.38;0.51;0.46;11.827;9.667;10;10.498;NaN;NaN;NaN;NaN
2017;1;3;15;25;0.39;0.34;0.4;0.34;10.974;10.181;10.316;10.49033333;NaN;NaN;NaN;NaN
2017;1;3;17;25;0.32;0.31;0.36;0.2;10.314;10.128;9.787;10.07633333;NaN;NaN;NaN;NaN
2017;1;3;18;25;0.34;0.28;0.32;0.18;9.633;9.689;9.268;9.53;NaN;NaN;NaN;NaN
2017;1;3;19;25;0.3;0.26;0.32;0.15;9.21;9.368;8.913;9.163666667;NaN;NaN;NaN;NaN
2017;1;3;20;25;0.27;0.28;0.36;0.14;8.886;9.113;8.64;8.879666667;NaN;NaN;NaN;NaN
2017;1;3;21;25;0.27;0.25;0.35;0.13;8.636;8.894;8.431;8.653666667;NaN;NaN;NaN;NaN
2017;1;3;22;25;0.28;0.25;0.33;0.12;8.476;8.758;8.302;8.512;NaN;NaN;NaN;NaN
2017;1;3;23;25;0.25;0.25;0.29;0.12;8.286;8.627;8.176;8.363;NaN;NaN;NaN;NaN
2017;1;4;0;25;0.25;0.23;0.27;NaN;8.08;8.447;8.015;8.180666667;NaN;NaN;NaN;NaN
2017;1;4;1;25;0.26;0.24;0.27;0.1;7.889;8.273;7.86;8.007333333;NaN;NaN;NaN;NaN
2017;1;4;2;25;0.28;0.3;0.29;0.1;7.687;8.08;7.705;7.824;NaN;NaN;NaN;NaN
2017;1;4;3;25;0.28;0.21;0.26;NaN;7.452;7.908;7.528;7.629333333;NaN;NaN;NaN;NaN
2017;1;4;4;25;0.25;0.24;0.26;NaN;7.287;7.741;7.383;7.470333333;NaN;NaN;NaN;NaN
2017;1;4;5;25;0.21;0.19;0.24;NaN;6.575;7.284;6.892;6.917;NaN;NaN;NaN;NaN
2017;1;4;6;25;0.21;0.18;0.22;NaN;5.945;6.762;6.393;6.366666667;NaN;NaN;NaN;NaN
2017;1;4;7;25;0.18;0.2;0.21;NaN;5.411;6.287;5.953;5.883666667;NaN;NaN;NaN;NaN
2017;1;4;8;25;0.21;0.18;0.22;NaN;5.106;5.94;5.702;5.582666667;NaN;NaN;NaN;NaN
2017;1;4;9;25;0.23;0.2;0.28;0.15;5.542;5.977;6.045;5.854666667;NaN;NaN;NaN;NaN
2017;1;4;10;25;0.29;0.23;0.34;0.27;7.418;6.419;7.182;7.006333333;NaN;NaN;NaN;NaN
2017;1;4;11;25;0.35;0.29;0.51;0.35;9.985;7.528;8.565;8.692666667;NaN;NaN;NaN;NaN
2017;1;4;12;25;0.43;0.41;0.59;0.44;11.974;8.992;9.786;10.25066667;NaN;NaN;NaN;NaN
2017;1;4;13;25;0.58;0.57;0.73;0.48;13.406;9.973;10.413;11.264;NaN;NaN;NaN;NaN
2017;1;4;14;25;0.59;0.57;0.66;0.5;13.12;10.544;10.99;11.55133333;NaN;NaN;NaN;NaN
2017;1;4;15;25;0.53;0.58;0.58;0.4;12.425;11.322;11.442;11.72966667;NaN;NaN;NaN;NaN
2017;1;4;16;24;0.44;0.48;0.56;0.31;12.024;11.872;11.224;11.70666667;NaN;NaN;NaN;NaN
2017;1;4;17;25;0.4;0.48;0.5;0.2;11.169;11.345;10.528;11.014;NaN;NaN;NaN;NaN
2017;1;4;18;25;0.35;0.45;0.43;NaN;10.075;10.535;9.681;10.097;NaN;NaN;NaN;NaN
2017;1;4;19;25;0.35;0.39;0.37;NaN;9.245;9.805;8.958;9.336;NaN;NaN;NaN;NaN
2017;1;4;20;25;0.3;0.33;0.39;NaN;8.571;9.198;8.376;8.715;NaN;NaN;NaN;NaN
2017;1;4;21;25;0.32;0.33;0.33;NaN;7.911;8.627;7.835;8.124333333;NaN;NaN;NaN;NaN
2017;1;4;22;25;0.28;0.3;0.35;NaN;7.312;8.09;7.344;7.582;NaN;NaN;NaN;NaN
2017;1;4;23;25;0.25;0.29;0.31;NaN;6.821;7.632;6.942;7.131666667;NaN;NaN;NaN;NaN
2017;1;5;0;25;0.25;0.29;0.3;NaN;6.393;7.227;6.598;6.739333333;NaN;NaN;NaN;NaN
2017;1;5;1;25;0.26;0.27;0.28;NaN;6;6.863;6.279;6.380666667;NaN;NaN;NaN;NaN
2017;1;5;2;25;0.25;0.26;0.26;NaN;5.615;6.52;5.969;6.034666667;NaN;NaN;NaN;NaN
2017;1;5;3;25;0.2;0.26;0.25;NaN;5.258;6.197;5.676;5.710333333;NaN;NaN;NaN;NaN
2017;1;5;4;25;0.21;0.24;0.25;NaN;4.926;5.898;5.404;5.409333333;NaN;NaN;NaN;NaN
2017;1;5;5;25;0.21;0.23;0.26;NaN;4.692;5.644;5.199;5.178333333;NaN;NaN;NaN;NaN
2017;1;5;6;25;0.25;0.26;0.24;NaN;4.53;5.437;5.061;5.009333333;NaN;NaN;NaN;NaN
2017;1;5;7;25;0.19;0.24;0.23;NaN;4.485;5.359;4.976;4.94;NaN;NaN;NaN;NaN
2017;1;5;8;25;0.21;0.25;0.29;NaN;4.528;5.328;5.043;4.966333333;NaN;NaN;NaN;NaN
2017;1;5;9;25;0.32;0.25;0.37;0.19;5.294;5.613;5.688;5.531666667;NaN;NaN;NaN;NaN
2017;1;5;10;25;0.32;0.29;0.5;0.33;7.494;6.296;7.09;6.96;NaN;NaN;NaN;NaN
2017;1;5;11;25;0.36;0.41;0.59;0.4;10.413;7.753;8.76;8.975333333;NaN;NaN;NaN;NaN
2017;1;5;12;25;0.46;0.51;0.58;0.41;12.02;9.262;9.847;10.37633333;NaN;NaN;NaN;NaN
2017;1;5;13;25;0.58;0.52;0.65;0.48;13.435;10.141;10.341;11.30566667;NaN;NaN;NaN;NaN
2017;1;5;14;25;0.61;0.6;0.57;0.52;13.197;10.7;10.975;11.624;NaN;NaN;NaN;NaN
2017;1;5;15;25;0.52;0.51;0.52;0.34;12.467;11.4;11.293;11.72;NaN;NaN;NaN;NaN
2017;1;5;16;25;0.5;0.48;0.52;0.26;11.91;11.648;10.933;11.497;NaN;NaN;NaN;NaN
2017;1;5;17;25;0.43;0.43;0.46;0.15;11.203;11.181;10.363;10.91566667;NaN;NaN;NaN;NaN
2017;1;5;18;24;0.36;0.43;0.43;0.11;10.203;10.479;9.642;10.108;NaN;NaN;NaN;NaN
2017;1;5;19;24;0.32;0.37;0.37;NaN;9.329;9.795;8.948;9.357333333;NaN;NaN;NaN;NaN
2017;1;5;20;25;0.38;0.35;0.38;NaN;8.616;9.19;8.357;8.721;NaN;NaN;NaN;NaN
2017;1;5;21;25;0.32;0.33;0.37;NaN;8.09;8.704;7.927;8.240333333;NaN;NaN;NaN;NaN
2017;1;5;22;25;0.3;0.32;0.33;NaN;7.696;8.307;7.605;7.869333333;NaN;NaN;NaN;NaN
2017;1;5;23;25;0.34;0.35;0.34;NaN;7.402;7.994;7.347;7.581;NaN;NaN;NaN;NaN
2017;1;6;0;25;0.25;0.3;0.34;NaN;7.009;7.652;7.031;7.230666667;NaN;NaN;NaN;NaN
2017;1;6;1;25;0.28;0.3;0.33;NaN;6.658;7.327;6.761;6.915333333;NaN;NaN;NaN;NaN
2017;1;6;2;25;0.24;0.3;0.33;NaN;6.45;7.097;6.602;6.716333333;NaN;NaN;NaN;NaN
2017;1;6;3;25;0.32;0.27;0.31;NaN;6.175;6.839;6.385;6.466333333;NaN;NaN;NaN;NaN
2017;1;6;4;25;0.24;0.28;0.31;NaN;6.054;6.653;6.255;6.320666667;NaN;NaN;NaN;NaN
2017;1;6;5;25;0.24;0.3;0.28;NaN;5.843;6.449;6.092;6.128;NaN;NaN;NaN;NaN
2017;1;6;6;25;0.23;0.28;0.32;NaN;5.539;6.216;5.884;5.879666667;NaN;NaN;NaN;NaN
2017;1;6;7;25;0.23;0.26;0.27;NaN;5.323;6.01;5.715;5.682666667;NaN;NaN;NaN;NaN
2017;1;6;8;25;0.28;0.28;0.34;0.12;5.414;5.943;5.731;5.696;NaN;NaN;NaN;NaN
2017;1;6;9;25;0.29;0.35;0.4;0.19;6.264;6.261;6.328;6.284333333;NaN;NaN;NaN;NaN
2017;1;6;10;25;0.36;0.34;0.51;0.23;7.99;6.938;7.308;7.412;NaN;NaN;NaN;NaN
2017;1;6;11;25;0.4;0.38;0.61;0.31;10.246;8.046;8.384;8.892;NaN;NaN;NaN;NaN
2017;1;6;12;24;0.41;0.46;0.58;0.48;11.722;9.335;9.232;10.09633333;NaN;NaN;NaN;NaN
2017;1;6;13;25;0.55;0.51;0.62;0.41;13.455;10.039;9.776;11.09;NaN;NaN;NaN;NaN
2017;1;6;14;25;0.54;0.52;0.51;0.4;13.038;10.39;10.372;11.26666667;NaN;NaN;NaN;NaN
2017;1;6;15;25;0.5;0.48;0.5;0.31;12.123;10.867;10.512;11.16733333;NaN;NaN;NaN;NaN
2017;1;6;16;25;0.41;0.46;0.42;0.19;11.42;11.019;10.062;10.83366667;NaN;NaN;NaN;NaN
2017;1;6;17;25;0.38;0.41;0.41;NaN;10.423;10.349;9.313;10.02833333;NaN;NaN;NaN;NaN
2017;1;6;18;25;0.33;0.37;0.33;NaN;9.249;9.498;8.456;9.067666667;NaN;NaN;NaN;NaN
2017;1;6;19;25;0.26;0.33;0.29;NaN;8.247;8.686;7.651;8.194666667;NaN;NaN;NaN;NaN
2017;1;6;20;25;0.23;0.29;0.26;NaN;7.455;8.003;7.002;7.486666667;NaN;NaN;NaN;NaN
2017;1;6;21;25;0.21;0.3;0.25;NaN;6.803;7.419;6.466;6.896;NaN;NaN;NaN;NaN
2017;1;6;22;25;0.2;0.24;0.22;NaN;6.297;6.944;6.071;6.437333333;NaN;NaN;NaN;NaN
2017;1;6;23;25;0.22;0.25;0.2;NaN;5.738;6.454;5.636;5.942666667;NaN;NaN;NaN;NaN
2017;1;7;0;25;0.2;0.25;0.21;NaN;5.345;6.059;5.335;5.579666667;NaN;NaN;NaN;NaN
2017;1;7;1;25;0.2;0.24;0.22;NaN;4.976;5.717;5.035;5.242666667;NaN;NaN;NaN;NaN
2017;1;7;2;25;0.2;0.23;0.21;NaN;4.606;5.395;4.755;4.918666667;NaN;NaN;NaN;NaN
2017;1;7;3;25;0.16;0.22;0.22;NaN;4.25;5.06;4.492;4.600666667;NaN;NaN;NaN;NaN
2017;1;7;4;25;0.17;0.23;0.24;NaN;4.064;4.837;4.337;4.412666667;NaN;NaN;NaN;NaN
2017;1;7;5;25;0.17;0.2;0.23;NaN;3.921;4.662;4.229;4.270666667;NaN;NaN;NaN;NaN
2017;1;7;6;25;0.16;0.22;0.23;NaN;3.804;4.519;4.144;4.155666667;NaN;NaN;NaN;NaN
2017;1;7;7;25;0.2;0.21;0.19;NaN;3.658;4.367;4.036;4.020333333;NaN;NaN;NaN;NaN
2017;1;7;8;25;0.19;0.2;0.26;NaN;3.706;4.304;4.076;4.028666667;NaN;NaN;NaN;NaN
2017;1;7;9;25;0.24;0.24;0.31;0.21;4.421;4.578;4.686;4.561666667;NaN;NaN;NaN;NaN
2017;1;7;10;25;0.3;0.27;0.41;0.3;6.261;5.178;5.814;5.751;NaN;NaN;NaN;NaN
2017;1;7;11;25;0.28;0.34;0.48;0.36;8.887;6.502;7.206;7.531666667;NaN;NaN;NaN;NaN
2017;1;7;12;25;0.35;0.38;0.53;0.49;11.078;7.972;8.565;9.205;NaN;NaN;NaN;NaN
2017;1;7;13;25;0.46;0.43;0.51;0.47;12.466;8.868;9.134;10.156;NaN;NaN;NaN;NaN
2017;1;7;14;25;0.47;0.45;0.5;0.46;12.099;9.505;9.715;10.43966667;NaN;NaN;NaN;NaN
2017;1;7;15;25;0.45;0.46;0.45;0.38;11.498;10.349;10.181;10.676;NaN;NaN;NaN;NaN
2017;1;7;16;25;0.35;0.4;0.41;0.3;11.224;11.036;10.146;10.802;NaN;NaN;NaN;NaN
2017;1;7;17;25;0.33;0.39;0.41;0.13;10.515;10.783;9.657;10.31833333;NaN;NaN;NaN;NaN
2017;1;7;18;25;0.33;0.34;0.32;NaN;9.524;10.036;8.875;9.478333333;NaN;NaN;NaN;NaN
2017;1;7;19;25;0.3;0.37;0.32;NaN;8.794;9.384;8.268;8.815333333;NaN;NaN;NaN;NaN
2017;1;7;20;25;0.25;0.37;0.3;NaN;8.206;8.857;7.784;8.282333333;NaN;NaN;NaN;NaN
2017;1;7;21;25;0.26;0.3;0.3;NaN;7.742;8.411;7.397;7.85;NaN;NaN;NaN;NaN
2017;1;7;22;25;0.26;0.27;0.3;NaN;7.329;8.02;7.057;7.468666667;NaN;NaN;NaN;NaN
2017;1;7;23;25;0.22;0.29;0.27;NaN;6.961;7.659;6.752;7.124;NaN;NaN;NaN;NaN
2017;1;8;0;25;0.22;0.26;0.29;NaN;6.65;7.358;6.513;6.840333333;NaN;NaN;NaN;NaN
2017;1;8;1;25;0.25;0.32;0.24;NaN;6.39;7.102;6.311;6.601;NaN;NaN;NaN;NaN
2017;1;8;2;25;0.23;0.26;0.23;NaN;6.154;6.863;6.11;6.375666667;NaN;NaN;NaN;NaN
2017;1;8;3;25;0.22;0.28;0.24;NaN;5.91;6.623;5.91;6.147666667;NaN;NaN;NaN;NaN
2017;1;8;4;25;0.2;0.24;0.22;NaN;5.654;6.397;5.701;5.917333333;NaN;NaN;NaN;NaN
2017;1;8;5;25;0.21;0.24;0.26;NaN;5.563;6.245;5.611;5.806333333;NaN;NaN;NaN;NaN
2017;1;8;6;25;0.19;0.22;0.24;NaN;5.413;6.109;5.509;5.677;NaN;NaN;NaN;NaN
2017;1;8;7;25;0.23;0.28;0.23;NaN;5.283;5.969;5.414;5.555333333;NaN;NaN;NaN;NaN
2017;1;8;8;25;0.2;0.23;0.27;0.12;5.388;5.955;5.497;5.613333333;NaN;NaN;NaN;NaN
2017;1;8;9;25;0.26;0.24;0.36;0.25;6.152;6.254;6.174;6.193333333;NaN;NaN;NaN;NaN
2017;1;8;10;25;0.36;0.29;0.52;0.43;8.373;6.926;7.601;7.633333333;NaN;NaN;NaN;NaN
2017;1;8;11;24;0.38;0.42;0.61;0.56;11.626;8.458;9.433;9.839;NaN;NaN;NaN;NaN
2017;1;8;12;24;0.41;0.42;0.63;0.66;14.025;9.963;10.971;11.653;NaN;NaN;NaN;NaN
2017;1;8;13;24;0.57;0.5;0.61;0.69;15.46;10.914;11.521;12.63166667;NaN;NaN;NaN;NaN
2017;1;8;14;24;0.56;0.52;0.63;0.63;15.08;11.556;12.15;12.92866667;NaN;NaN;NaN;NaN
2017;1;8;15;24;0.54;0.59;0.54;0.55;14.474;12.502;12.747;13.241;NaN;NaN;NaN;NaN
2017;1;8;16;24;0.48;0.53;0.53;0.42;14.167;13.309;12.692;13.38933333;NaN;NaN;NaN;NaN
2017;1;8;17;24;0.45;0.45;0.44;0.23;13.339;13.012;12.087;12.81266667;NaN;NaN;NaN;NaN
2017;1;8;18;25;0.42;0.42;0.4;0.18;12.25;12.241;11.203;11.898;NaN;NaN;NaN;NaN
2017;1;8;19;24;0.41;0.45;0.39;0.15;11.377;11.527;10.469;11.12433333;NaN;NaN;NaN;NaN
2017;1;8;20;24;0.35;0.42;0.38;0.14;10.699;10.95;9.92;10.523;NaN;NaN;NaN;NaN
2017;1;8;21;25;0.31;0.42;0.39;0.11;10.152;10.474;9.472;10.03266667;NaN;NaN;NaN;NaN
2017;1;8;22;25;0.35;0.46;0.34;0.09;9.712;10.063;9.118;9.631;NaN;NaN;NaN;NaN
2017;1;8;23;25;0.33;0.36;0.37;NaN;9.31;9.699;8.791;9.266666667;NaN;NaN;NaN;NaN
2017;1;9;0;24;0.28;0.32;0.35;NaN;8.931;9.339;8.489;8.919666667;NaN;NaN;NaN;NaN
2017;1;9;1;24;0.31;0.34;0.35;0.1;8.717;9.058;8.311;8.695333333;NaN;NaN;NaN;NaN
2017;1;9;2;25;0.28;0.31;0.33;NaN;8.548;8.845;8.192;8.528333333;NaN;NaN;NaN;NaN
2017;1;9;3;24;0.28;0.3;0.3;0.11;8.349;8.643;8.036;8.342666667;NaN;NaN;NaN;NaN
2017;1;9;4;24;0.27;0.32;0.28;0.08;8.11;8.426;7.822;8.119333333;NaN;NaN;NaN;NaN
2017;1;9;5;25;0.26;0.31;0.33;NaN;7.826;8.193;7.59;7.869666667;NaN;NaN;NaN;NaN
2017;1;9;6;25;0.28;0.3;0.35;NaN;7.619;8.006;7.458;7.694333333;NaN;NaN;NaN;NaN
2017;1;9;7;24;0.25;0.33;0.31;NaN;7.445;7.838;7.334;7.539;NaN;NaN;NaN;NaN
2017;1;9;8;24;0.32;0.33;0.36;0.18;7.655;7.861;7.496;7.670666667;NaN;NaN;NaN;NaN
2017;1;9;9;24;0.34;0.31;0.46;0.28;8.715;8.452;8.321;8.496;NaN;NaN;NaN;NaN
2017;1;9;10;24;0.41;0.36;0.56;0.45;10.606;9.341;9.628;9.858333333;NaN;NaN;NaN;NaN
2017;1;9;11;24;0.49;0.41;0.65;0.45;12.694;10.785;11.067;11.51533333;NaN;NaN;NaN;NaN
2017;1;9;12;25;0.45;0.45;0.6;0.33;13.436;11.852;11.9;12.396;NaN;NaN;NaN;NaN
2017;1;9;13;24;0.47;0.49;0.64;0.5;14.302;12.524;12.475;13.10033333;NaN;NaN;NaN;NaN
2017;1;9;14;24;0.56;0.52;0.67;0.57;15.041;13.014;13.112;13.72233333;NaN;NaN;NaN;NaN
2017;1;9;15;24;0.59;0.54;0.65;0.48;14.996;13.538;13.46;13.998;NaN;NaN;NaN;NaN
2017;1;9;16;25;0.59;0.53;0.57;0.28;14.717;13.665;13.194;13.85866667;NaN;NaN;NaN;NaN
2017;1;9;17;25;0.52;0.49;0.53;0.21;13.903;13.208;12.593;13.23466667;NaN;NaN;NaN;NaN
2017;1;9;18;25;0.45;0.43;0.43;0.18;12.964;12.55;11.895;12.46966667;NaN;NaN;NaN;NaN
2017;1;9;19;25;0.44;0.41;0.45;0.14;12.081;11.879;11.211;11.72366667;NaN;NaN;NaN;NaN
2017;1;9;20;25;0.39;0.43;0.42;0.13;11.431;11.293;10.664;11.12933333;NaN;NaN;NaN;NaN
2017;1;9;21;25;0.39;0.41;0.38;0.12;10.739;10.759;10.138;10.54533333;NaN;NaN;NaN;NaN
2017;1;9;22;25;0.33;0.36;0.34;NaN;10.105;10.248;9.632;9.995;NaN;NaN;NaN;NaN
2017;1;9;23;25;0.33;0.35;0.32;NaN;9.43;9.706;9.083;9.406333333;NaN;NaN;NaN;NaN
2017;1;10;0;25;0.3;0.39;0.3;NaN;8.855;9.203;8.597;8.885;NaN;NaN;NaN;NaN
2017;1;10;1;25;0.31;0.3;0.36;NaN;8.345;8.74;8.168;8.417666667;NaN;NaN;NaN;NaN
2017;1;10;2;25;0.31;0.31;0.34;NaN;7.98;8.374;7.856;8.07;NaN;NaN;NaN;NaN
2017;1;10;3;25;0.27;0.28;0.28;NaN;7.714;8.128;7.636;7.826;NaN;NaN;NaN;NaN
2017;1;10;4;25;0.25;0.31;0.29;NaN;7.311;7.802;7.338;7.483666667;NaN;NaN;NaN;NaN
2017;1;10;5;25;0.27;0.32;0.29;NaN;6.975;7.501;7.067;7.181;NaN;NaN;NaN;NaN
2017;1;10;6;24;0.25;0.28;0.27;NaN;6.724;7.287;6.846;6.952333333;NaN;NaN;NaN;NaN
2017;1;10;7;24;0.23;0.24;0.21;NaN;6.296;6.932;6.496;6.574666667;NaN;NaN;NaN;NaN
2017;1;10;8;24;0.28;0.27;0.25;NaN;6.146;6.698;6.349;6.397666667;NaN;NaN;NaN;NaN
2017;1;10;9;24;0.34;0.27;0.4;0.22;6.686;6.822;6.769;6.759;NaN;NaN;NaN;NaN
2017;1;10;10;24;0.36;0.31;0.53;0.4;8.708;7.33;8.02;8.019333333;NaN;NaN;NaN;NaN
2017;1;10;11;24;0.41;0.41;0.67;0.53;11.811;8.669;9.696;10.05866667;NaN;NaN;NaN;NaN
2017;1;10;12;24;0.52;0.44;0.65;0.54;13.619;10.261;10.97;11.61666667;NaN;NaN;NaN;NaN
2017;1;10;13;24;0.55;0.45;0.66;0.52;15.007;11.317;11.632;12.652;NaN;NaN;NaN;NaN
2017;1;10;14;24;0.53;0.49;0.62;0.44;15.153;12.362;12.398;13.30433333;NaN;NaN;NaN;NaN
