year;month;day;hour;minute;Fs_1;Fs_2;Fs_3;Fs_4;Ts_1;TFs_2;TFs_3;Ts_4;VWC_1;VWC_2;VWC_3;VWC_4
2017;1;30;6;25;NaN;0.13;NaN;NaN;1.688;2.538;1.961;2.062333333;NaN;NaN;NaN;NaN
2017;1;30;7;24;NaN;0.14;NaN;NaN;1.405;2.283;1.739;1.809;NaN;NaN;NaN;NaN
2017;1;30;8;25;0.15;0.15;0.15;NaN;1.383;2.115;1.643;1.713666667;NaN;NaN;NaN;NaN
2017;1;30;9;25;0.17;0.16;0.29;NaN;1.907;2.154;2.281;2.114;NaN;NaN;NaN;NaN
2017;1;30;10;25;0.26;0.18;0.46;0.44;4.501;2.781;3.881;3.721;NaN;NaN;NaN;NaN
2017;1;30;11;25;0.31;0.27;0.63;0.47;8.072;4.532;5.821;6.141666667;NaN;NaN;NaN;NaN
2017;1;30;12;25;0.33;0.35;0.54;0.43;11.141;6.675;7.703;8.506333333;NaN;NaN;NaN;NaN
2017;1;30;13;25;0.45;0.34;0.54;0.47;13.254;8.121;8.588;9.987666667;NaN;NaN;NaN;NaN
2017;1;30;14;25;0.41;0.37;0.45;0.48;13.753;8.861;9.307;10.64033333;NaN;NaN;NaN;NaN
2017;1;30;15;25;0.39;0.43;0.4;0.45;12.675;9.907;10.01;10.864;NaN;NaN;NaN;NaN
2017;1;30;16;25;0.4;0.38;0.43;0.37;12.289;10.895;10.038;11.074;NaN;NaN;NaN;NaN
2017;1;30;17;25;0.38;0.37;0.3;0.2;11.191;10.618;9.442;10.417;NaN;NaN;NaN;NaN
2017;1;30;18;25;0.25;0.3;0.27;NaN;9.843;9.702;8.456;9.333666667;NaN;NaN;NaN;NaN
2017;1;30;19;25;0.22;0.29;0.21;NaN;8.661;8.747;7.55;8.319333333;NaN;NaN;NaN;NaN
2017;1;30;20;25;0.28;0.26;0.23;NaN;7.778;7.967;6.844;7.529666667;NaN;NaN;NaN;NaN
2017;1;30;21;25;0.21;0.27;0.17;NaN;7.015;7.305;6.244;6.854666667;NaN;NaN;NaN;NaN
2017;1;30;22;25;0.16;0.22;0.17;NaN;6.372;6.73;5.721;6.274333333;NaN;NaN;NaN;NaN
2017;1;30;23;25;0.15;0.2;0.16;NaN;5.765;6.194;5.217;5.725333333;NaN;NaN;NaN;NaN
2017;1;31;0;25;0.14;0.24;0.15;NaN;5.25;5.731;4.798;5.259666667;NaN;NaN;NaN;NaN
2017;1;31;1;25;0.15;0.2;0.17;NaN;4.807;5.333;4.44;4.86;NaN;NaN;NaN;NaN
2017;1;31;2;24;0.15;0.18;0.17;NaN;4.409;4.967;4.121;4.499;NaN;NaN;NaN;NaN
2017;1;31;3;24;0.14;0.21;0.13;NaN;4.045;4.639;3.834;4.172666667;NaN;NaN;NaN;NaN
2017;1;31;4;24;0.15;0.17;0.11;NaN;3.698;4.338;3.562;3.866;NaN;NaN;NaN;NaN
2017;1;31;5;24;0.14;0.16;0.12;NaN;3.338;4.032;3.287;3.552333333;NaN;NaN;NaN;NaN
2017;1;31;6;24;0.17;0.14;NaN;NaN;3.01;3.746;3.029;3.261666667;NaN;NaN;NaN;NaN
2017;1;31;7;25;NaN;0.18;NaN;NaN;2.673;3.457;2.771;2.967;NaN;NaN;NaN;NaN
2017;1;31;8;25;0.13;0.21;0.16;NaN;2.622;3.31;2.746;2.892666667;NaN;NaN;NaN;NaN
2017;1;31;9;25;0.24;0.23;0.32;0.23;3.275;3.531;3.604;3.47;NaN;NaN;NaN;NaN
2017;1;31;10;24;0.29;0.22;0.51;0.56;5.868;4.188;5.177;5.077666667;NaN;NaN;NaN;NaN
2017;1;31;11;24;0.33;0.28;0.61;0.58;9.589;5.91;7.151;7.55;NaN;NaN;NaN;NaN
2017;1;31;12;24;0.4;0.42;0.57;0.62;12.538;8.089;8.797;9.808;NaN;NaN;NaN;NaN
2017;1;31;13;24;0.48;0.42;0.6;0.61;14.816;9.627;9.78;11.40766667;NaN;NaN;NaN;NaN
2017;1;31;14;25;0.59;0.46;0.55;0.43;15.566;10.406;10.709;12.227;NaN;NaN;NaN;NaN
2017;1;31;15;25;0.5;0.44;0.46;0.44;14.407;11.471;11.4;12.426;NaN;NaN;NaN;NaN
2017;1;31;16;25;0.44;0.41;0.41;0.34;13.99;12.342;11.26;12.53066667;NaN;NaN;NaN;NaN
2017;1;31;17;25;0.35;0.37;0.38;0.2;12.753;11.87;10.55;11.72433333;NaN;NaN;NaN;NaN
2017;1;31;18;24;0.29;0.35;0.33;NaN;11.358;10.925;9.598;10.627;NaN;NaN;NaN;NaN
2017;1;31;19;25;0.25;0.35;0.25;NaN;10.049;9.918;8.616;9.527666667;NaN;NaN;NaN;NaN
2017;1;31;20;25;0.25;0.3;0.27;NaN;9.153;9.139;7.947;8.746333333;NaN;NaN;NaN;NaN
2017;1;31;21;24;0.26;0.26;0.23;NaN;8.407;8.498;7.387;8.097333333;NaN;NaN;NaN;NaN
2017;1;31;22;24;0.22;0.29;0.2;NaN;7.584;7.83;6.75;7.388;NaN;NaN;NaN;NaN
2017;1;31;23;24;0.21;0.23;0.22;NaN;6.908;7.256;6.224;6.796;NaN;NaN;NaN;NaN
2017;2;1;0;25;0.17;0.25;0.17;NaN;6.303;6.742;5.751;6.265333333;NaN;NaN;NaN;NaN
2017;2;1;1;25;0.16;0.22;0.16;NaN;5.761;6.28;5.336;5.792333333;NaN;NaN;NaN;NaN
2017;2;1;2;25;0.13;0.22;0.16;NaN;5.285;5.853;4.948;5.362;NaN;NaN;NaN;NaN
2017;2;1;3;25;0.16;0.19;0.17;NaN;4.84;5.479;4.598;4.972333333;NaN;NaN;NaN;NaN
2017;2;1;4;25;0.13;0.18;0.12;NaN;4.339;5.058;4.2;4.532333333;NaN;NaN;NaN;NaN
2017;2;1;5;25;0.16;0.19;0.11;NaN;3.871;4.626;3.823;4.106666667;NaN;NaN;NaN;NaN
2017;2;1;6;25;0.14;0.17;NaN;NaN;3.476;4.259;3.507;3.747333333;NaN;NaN;NaN;NaN
2017;2;1;7;25;0.17;0.17;NaN;NaN;3.216;4.003;3.287;3.502;NaN;NaN;NaN;NaN
2017;2;1;8;25;0.16;0.21;0.17;NaN;3.196;3.88;3.279;3.451666667;NaN;NaN;NaN;NaN
2017;2;1;9;25;0.22;0.24;0.32;0.23;3.859;4.094;4.152;4.035;NaN;NaN;NaN;NaN
2017;2;1;10;25;0.31;0.23;0.52;0.4;6.477;4.735;5.719;5.643666667;NaN;NaN;NaN;NaN
2017;2;1;11;24;0.34;0.3;0.6;0.59;10.215;6.442;7.709;8.122;NaN;NaN;NaN;NaN
2017;2;1;12;24;0.41;0.39;0.56;0.67;13.278;8.552;9.388;10.406;NaN;NaN;NaN;NaN
2017;2;1;13;24;0.46;0.44;0.61;0.65;15.497;10.014;10.349;11.95333333;NaN;NaN;NaN;NaN
2017;2;1;14;24;0.49;0.44;0.5;0.66;16.188;10.723;11.247;12.71933333;NaN;NaN;NaN;NaN
2017;2;1;15;25;0.54;0.46;0.49;0.46;14.929;11.773;11.938;12.88;NaN;NaN;NaN;NaN
2017;2;1;16;24;0.42;0.45;0.42;0.45;14.517;12.763;11.863;13.04766667;NaN;NaN;NaN;NaN
2017;2;1;17;25;0.45;0.39;0.36;0.23;13.307;12.393;11.2;12.3;NaN;NaN;NaN;NaN
2017;2;1;18;25;0.32;0.35;0.3;0.1;11.854;11.427;10.113;11.13133333;NaN;NaN;NaN;NaN
2017;2;1;19;24;0.27;0.32;0.28;0.1;10.525;10.388;9.071;9.994666667;NaN;NaN;NaN;NaN
2017;2;1;20;25;0.27;0.3;0.28;NaN;9.502;9.52;8.269;9.097;NaN;NaN;NaN;NaN
2017;2;1;21;25;0.22;0.32;0.21;NaN;8.744;8.827;7.679;8.416666667;NaN;NaN;NaN;NaN
2017;2;1;22;25;0.21;0.31;0.21;NaN;8.021;8.183;7.09;7.764666667;NaN;NaN;NaN;NaN
2017;2;1;23;25;0.21;0.25;0.22;NaN;7.417;7.647;6.61;7.224666667;NaN;NaN;NaN;NaN
2017;2;2;0;25;0.19;0.26;0.18;NaN;6.841;7.141;6.164;6.715333333;NaN;NaN;NaN;NaN
2017;2;2;1;25;0.18;0.22;0.16;NaN;6.315;6.678;5.741;6.244666667;NaN;NaN;NaN;NaN
2017;2;2;2;25;0.19;0.2;0.17;NaN;5.839;6.252;5.356;5.815666667;NaN;NaN;NaN;NaN
2017;2;2;3;25;0.19;0.23;0.16;NaN;5.428;5.878;5.021;5.442333333;NaN;NaN;NaN;NaN
2017;2;2;4;25;0.15;0.2;0.15;NaN;5.071;5.552;4.731;5.118;NaN;NaN;NaN;NaN
2017;2;2;5;25;0.16;0.25;0.17;NaN;4.736;5.255;4.469;4.82;NaN;NaN;NaN;NaN
2017;2;2;6;25;0.17;0.19;0.15;NaN;4.461;4.995;4.257;4.571;NaN;NaN;NaN;NaN
2017;2;2;7;25;0.16;0.21;0.16;NaN;4.21;4.768;4.069;4.349;NaN;NaN;NaN;NaN
2017;2;2;8;24;0.18;0.22;0.19;0.08;4.25;4.684;4.139;4.357666667;NaN;NaN;NaN;NaN
2017;2;2;9;25;0.25;0.22;0.34;0.32;4.929;4.939;5.027;4.965;NaN;NaN;NaN;NaN
2017;2;2;10;24;0.35;0.31;0.51;0.48;7.534;5.615;6.611;6.586666667;NaN;NaN;NaN;NaN
2017;2;2;11;25;0.33;0.31;0.61;0.45;11.158;7.297;8.566;9.007;NaN;NaN;NaN;NaN
2017;2;2;12;24;0.42;0.38;0.61;0.59;14.238;9.373;10.276;11.29566667;NaN;NaN;NaN;NaN
2017;2;2;13;24;0.46;0.48;0.59;NaN;15.394;10.922;11.334;12.55;NaN;NaN;NaN;NaN
2017;2;2;14;25;0.49;0.44;0.55;NaN;16.116;11.712;12.15;13.326;NaN;NaN;NaN;NaN
2017;2;2;15;24;0.5;0.5;0.51;0.49;15.357;12.459;12.622;13.47933333;NaN;NaN;NaN;NaN
2017;2;2;16;24;0.53;0.46;0.47;0.41;15.057;13.248;12.586;13.63033333;NaN;NaN;NaN;NaN
2017;2;3;9;24;0.31;0.22;0.4;0.39;6.038;5.71;6.081;5.943;NaN;NaN;NaN;NaN
2017;2;3;10;24;0.36;0.31;0.56;0.56;8.433;6.515;7.557;7.501666667;NaN;NaN;NaN;NaN
2017;2;3;11;24;0.38;0.31;0.6;0.54;11.462;8.127;9.32;9.636333333;NaN;NaN;NaN;NaN
2017;2;3;12;24;0.42;0.43;0.63;0.64;13.904;9.899;10.812;11.53833333;NaN;NaN;NaN;NaN
2017;2;3;13;24;0.53;0.44;0.63;0.62;15.774;11.414;11.87;13.01933333;NaN;NaN;NaN;NaN
2017;2;3;14;24;0.55;0.51;0.61;0.52;16.672;12.441;12.795;13.96933333;NaN;NaN;NaN;NaN
2017;2;3;15;24;0.54;0.49;0.6;0.5;16.208;13.341;13.375;14.308;NaN;NaN;NaN;NaN
2017;2;3;16;25;0.47;0.47;0.52;0.35;15.686;13.85;13.266;14.26733333;NaN;NaN;NaN;NaN
2017;2;3;17;25;0.43;0.44;0.44;0.25;14.569;13.436;12.611;13.53866667;NaN;NaN;NaN;NaN
2017;2;3;18;25;0.34;0.4;0.36;NaN;13.137;12.515;11.616;12.42266667;NaN;NaN;NaN;NaN
2017;2;3;19;24;0.35;0.38;0.31;0.13;11.855;11.514;10.622;11.33033333;NaN;NaN;NaN;NaN
2017;2;3;20;25;0.34;0.36;0.3;0.09;11.005;10.742;9.912;10.553;NaN;NaN;NaN;NaN
2017;2;3;21;25;0.33;0.32;0.28;NaN;10.186;10.057;9.257;9.833333333;NaN;NaN;NaN;NaN
2017;2;3;22;25;0.31;0.35;0.24;NaN;9.302;9.321;8.555;9.059333333;NaN;NaN;NaN;NaN
2017;2;3;23;25;0.23;0.27;0.23;NaN;8.514;8.664;7.924;8.367333333;NaN;NaN;NaN;NaN
2017;2;4;0;25;0.25;0.27;0.26;NaN;7.857;8.084;7.383;7.774666667;NaN;NaN;NaN;NaN
2017;2;4;1;25;0.2;0.29;0.21;NaN;7.324;7.617;6.948;7.296333333;NaN;NaN;NaN;NaN
2017;2;4;2;25;0.2;0.27;0.18;NaN;6.827;7.178;6.535;6.846666667;NaN;NaN;NaN;NaN
2017;2;4;3;25;0.19;0.25;0.2;NaN;6.421;6.808;6.193;6.474;NaN;NaN;NaN;NaN
2017;2;4;4;25;0.2;0.22;0.18;NaN;6.067;6.492;5.897;6.152;NaN;NaN;NaN;NaN
2017;2;4;5;25;0.2;0.25;0.22;NaN;5.736;6.204;5.626;5.855333333;NaN;NaN;NaN;NaN
2017;2;4;6;25;0.16;0.22;0.18;NaN;5.378;5.903;5.334;5.538333333;NaN;NaN;NaN;NaN
2017;2;4;7;24;0.15;0.29;0.13;NaN;5.007;5.586;5.028;5.207;NaN;NaN;NaN;NaN
2017;2;4;8;24;0.24;0.27;0.25;0.11;5.051;5.463;5.083;5.199;NaN;NaN;NaN;NaN
2017;2;4;9;25;0.32;0.25;0.35;NaN;6.314;6.019;6.176;6.169666667;NaN;NaN;NaN;NaN
2017;2;4;10;25;0.36;0.29;0.58;0.08;8.517;6.71;7.565;7.597333333;NaN;NaN;NaN;NaN
2017;2;4;11;25;0.38;0.37;0.58;NaN;11.678;8.268;9.417;9.787666667;NaN;NaN;NaN;NaN
2017;2;4;12;25;0.41;0.39;0.67;NaN;14.605;10.18;11.088;11.95766667;NaN;NaN;NaN;NaN
2017;2;4;13;25;0.56;0.48;0.69;0.12;16.846;11.703;11.95;13.49966667;NaN;NaN;NaN;NaN
2017;2;4;14;25;0.55;0.47;0.62;NaN;17.683;12.457;12.892;14.344;NaN;NaN;NaN;NaN
2017;2;4;15;25;0.51;0.53;0.56;NaN;16.618;13.525;13.65;14.59766667;NaN;NaN;NaN;NaN
2017;2;4;16;24;0.57;0.52;0.53;NaN;16.36;14.522;13.631;14.83766667;NaN;NaN;NaN;NaN
2017;2;4;17;25;0.46;0.49;0.46;0.5;15.153;14.13;12.972;14.085;NaN;NaN;NaN;NaN
2017;2;4;18;24;0.44;0.42;0.38;0.35;13.649;13.14;11.922;12.90366667;NaN;NaN;NaN;NaN
2017;2;4;19;24;0.37;0.37;0.36;0.22;12.312;12.081;10.876;11.75633333;NaN;NaN;NaN;NaN
2017;2;4;20;24;0.37;0.41;0.33;NaN;11.281;11.193;10.04;10.838;NaN;NaN;NaN;NaN
2017;2;4;21;24;0.29;0.4;0.31;0.18;10.522;10.493;9.418;10.14433333;NaN;NaN;NaN;NaN
2017;2;4;22;24;0.34;0.34;0.34;0.14;9.894;9.949;8.917;9.586666667;NaN;NaN;NaN;NaN
2017;2;4;23;24;0.26;0.31;0.24;0.12;9.211;9.383;8.407;9.000333333;NaN;NaN;NaN;NaN
2017;2;5;0;24;0.24;0.3;0.22;NaN;8.611;8.859;7.923;8.464333333;NaN;NaN;NaN;NaN
2017;2;5;1;24;0.23;0.31;0.29;NaN;8.05;8.347;7.484;7.960333333;NaN;NaN;NaN;NaN
2017;2;5;2;24;0.25;0.28;0.22;NaN;7.571;7.917;7.093;7.527;NaN;NaN;NaN;NaN
2017;2;5;3;24;0.26;0.25;0.2;NaN;7.222;7.578;6.802;7.200666667;NaN;NaN;NaN;NaN
2017;2;5;4;25;0.25;0.27;0.23;NaN;6.802;7.217;6.466;6.828333333;NaN;NaN;NaN;NaN
2017;2;5;5;24;0.22;0.29;0.23;0.11;6.534;6.924;6.254;6.570666667;NaN;NaN;NaN;NaN
2017;2;5;6;25;0.22;0.25;0.2;NaN;6.411;6.805;6.159;6.458333333;NaN;NaN;NaN;NaN
2017;2;5;7;24;0.21;0.23;0.23;NaN;6.129;6.574;5.972;6.225;NaN;NaN;NaN;NaN
2017;2;5;8;25;0.22;0.26;0.27;NaN;6.179;6.482;6.025;6.228666667;NaN;NaN;NaN;NaN
2017;2;5;9;24;0.36;0.29;0.4;0.4;7.015;6.722;6.955;6.897333333;NaN;NaN;NaN;NaN
2017;2;5;10;24;0.41;0.31;0.58;0.65;9.567;7.468;8.476;8.503666667;NaN;NaN;NaN;NaN
2017;2;5;11;24;0.44;0.33;0.68;0.64;13.073;9.121;10.413;10.869;NaN;NaN;NaN;NaN
2017;2;5;12;24;0.48;0.47;0.68;0.71;15.865;11.158;12.136;13.053;NaN;NaN;NaN;NaN
2017;2;5;13;24;0.62;0.46;0.66;0.7;17.84;12.631;12.832;14.43433333;NaN;NaN;NaN;NaN
2017;2;5;14;25;0.62;0.53;0.64;0.56;18.613;13.319;13.702;15.21133333;NaN;NaN;NaN;NaN
2017;2;5;15;24;0.57;0.59;0.61;0.6;17.579;14.344;14.419;15.44733333;NaN;NaN;NaN;NaN
2017;2;5;16;24;0.54;0.52;0.56;0.44;17.189;15.223;14.359;15.59033333;NaN;NaN;NaN;NaN
2017;2;5;17;24;0.49;0.53;0.46;0.37;15.974;14.789;13.677;14.81333333;NaN;NaN;NaN;NaN
2017;2;5;18;25;0.4;0.45;0.37;0.16;14.641;13.883;12.728;13.75066667;NaN;NaN;NaN;NaN
2017;2;5;19;25;0.41;0.4;0.36;0.15;13.257;12.792;11.681;12.57666667;NaN;NaN;NaN;NaN
2017;2;5;20;25;0.39;0.39;0.34;0.12;12.306;11.95;10.903;11.71966667;NaN;NaN;NaN;NaN
2017;2;5;21;24;0.29;0.39;0.32;0.1;11.365;11.16;10.162;10.89566667;NaN;NaN;NaN;NaN
2017;2;5;22;25;0.31;0.35;0.31;0.1;10.626;10.503;9.571;10.23333333;NaN;NaN;NaN;NaN
2017;2;5;23;25;0.31;0.35;0.37;0.15;10.179;10.048;9.208;9.811666667;NaN;NaN;NaN;NaN
2017;2;6;0;25;0.36;0.32;0.34;0.12;9.984;9.805;9.027;9.605333333;NaN;NaN;NaN;NaN
2017;2;6;1;24;0.3;0.33;0.33;0.14;9.77;9.591;8.889;9.416666667;NaN;NaN;NaN;NaN
2017;2;6;2;25;0.32;0.33;0.34;0.12;9.72;9.495;8.85;9.355;NaN;NaN;NaN;NaN
2017;2;6;3;25;0.27;0.33;0.25;NaN;9.133;9.139;8.496;8.922666667;NaN;NaN;NaN;NaN
2017;2;6;4;25;0.27;0.3;0.24;NaN;8.572;8.68;8.055;8.435666667;NaN;NaN;NaN;NaN
2017;2;6;5;25;0.27;0.28;0.22;NaN;8.168;8.311;7.723;8.067333333;NaN;NaN;NaN;NaN
2017;2;6;6;25;0.26;0.29;0.23;NaN;7.784;7.961;7.401;7.715333333;NaN;NaN;NaN;NaN
2017;2;6;7;25;0.28;0.27;0.22;NaN;7.412;7.631;7.1;7.381;NaN;NaN;NaN;NaN
2017;2;6;8;25;0.27;0.32;0.34;0.15;7.47;7.542;7.112;7.374666667;NaN;NaN;NaN;NaN
2017;2;6;9;25;0.33;0.33;0.43;0.29;8.604;8.041;8.014;8.219666667;NaN;NaN;NaN;NaN
2017;2;6;10;25;0.42;0.32;0.53;0.36;10.521;8.964;9.283;9.589333333;NaN;NaN;NaN;NaN
2017;2;6;11;25;0.42;0.36;0.61;0.39;12.315;10.209;10.582;11.03533333;NaN;NaN;NaN;NaN
2017;2;6;12;25;0.5;0.42;0.62;0.41;14.406;11.755;11.939;12.7;NaN;NaN;NaN;NaN
2017;2;6;13;25;0.51;0.44;0.56;0.37;15.846;13.139;12.832;13.939;NaN;NaN;NaN;NaN
2017;2;6;14;25;0.53;0.46;0.53;0.26;15.527;13.578;13.008;14.03766667;NaN;NaN;NaN;NaN
2017;2;6;15;25;0.52;0.48;0.49;0.28;15.395;13.782;13.066;14.081;NaN;NaN;NaN;NaN
2017;2;6;16;25;0.43;0.42;0.48;0.22;14.861;13.64;12.873;13.79133333;NaN;NaN;NaN;NaN
2017;2;6;17;25;0.45;0.39;0.39;0.2;14.122;13.225;12.46;13.269;NaN;NaN;NaN;NaN
2017;2;6;18;24;0.35;0.4;0.37;0.13;12.837;12.394;11.621;12.284;NaN;NaN;NaN;NaN
2017;2;6;19;25;0.32;0.34;0.32;NaN;11.598;11.423;10.714;11.245;NaN;NaN;NaN;NaN
2017;2;6;20;24;0.32;0.37;0.28;0.11;10.68;10.636;9.996;10.43733333;NaN;NaN;NaN;NaN
2017;2;6;21;24;0.28;0.32;0.27;NaN;9.961;9.988;9.405;9.784666667;NaN;NaN;NaN;NaN
2017;2;6;22;24;0.28;0.29;0.25;NaN;9.33;9.439;8.881;9.216666667;NaN;NaN;NaN;NaN
2017;2;6;23;25;0.29;0.29;0.27;NaN;8.708;8.895;8.368;8.657;NaN;NaN;NaN;NaN
2017;2;7;0;25;0.25;0.26;0.23;NaN;8.187;8.425;7.928;8.18;NaN;NaN;NaN;NaN
2017;2;7;1;25;0.26;0.31;0.25;NaN;7.777;8.039;7.574;7.796666667;NaN;NaN;NaN;NaN
2017;2;7;2;25;0.24;0.26;0.24;NaN;7.393;7.692;7.249;7.444666667;NaN;NaN;NaN;NaN
2017;2;7;3;25;0.22;0.3;0.21;NaN;7.126;7.419;7.013;7.186;NaN;NaN;NaN;NaN
2017;2;7;4;25;0.28;0.23;0.24;NaN;6.804;7.098;6.735;6.879;NaN;NaN;NaN;NaN
2017;2;7;5;25;0.21;0.22;0.21;NaN;6.599;6.947;6.62;6.722;NaN;NaN;NaN;NaN
2017;2;7;6;25;0.23;0.27;0.24;NaN;6.325;6.733;6.405;6.487666667;NaN;NaN;NaN;NaN
2017;2;7;7;25;0.28;0.23;0.27;NaN;6.161;6.562;6.25;6.324333333;NaN;NaN;NaN;NaN
2017;2;7;8;25;0.25;0.25;0.28;0.16;6.249;6.508;6.38;6.379;NaN;NaN;NaN;NaN
2017;2;7;9;25;0.36;0.29;0.39;0.3;7.117;6.785;7.283;7.061666667;NaN;NaN;NaN;NaN
2017;2;7;10;25;0.4;0.33;0.65;0.45;9.745;7.603;8.742;8.696666667;NaN;NaN;NaN;NaN
2017;2;7;11;25;0.41;0.35;0.66;0.5;13.024;9.26;10.526;10.93666667;NaN;NaN;NaN;NaN
2017;2;7;12;24;0.55;0.45;0.7;0.78;15.455;11.268;11.936;12.88633333;NaN;NaN;NaN;NaN
2017;2;7;13;25;0.63;0.48;0.66;0.47;18.059;12.857;12.884;14.6;NaN;NaN;NaN;NaN
2017;2;7;14;25;0.58;0.5;0.58;0.38;18.559;13.694;13.79;15.34766667;NaN;NaN;NaN;NaN
2017;2;7;15;24;0.6;0.53;0.56;0.42;17.601;14.567;14.191;15.453;NaN;NaN;NaN;NaN
2017;2;7;16;25;0.53;0.48;0.53;0.31;16.963;14.945;13.886;15.26466667;NaN;NaN;NaN;NaN
2017;2;7;17;25;0.51;0.47;0.46;0.21;15.713;14.463;13.265;14.48033333;NaN;NaN;NaN;NaN
2017;2;7;18;25;0.43;0.46;0.42;0.17;14.32;13.528;12.404;13.41733333;NaN;NaN;NaN;NaN
2017;2;7;19;25;0.36;0.4;0.37;0.11;13.1;12.586;11.583;12.423;NaN;NaN;NaN;NaN
2017;2;7;20;24;0.38;0.39;0.32;0.15;12.183;11.803;10.912;11.63266667;NaN;NaN;NaN;NaN
2017;2;7;21;25;0.33;0.35;0.33;NaN;11.428;11.157;10.344;10.97633333;NaN;NaN;NaN;NaN
2017;2;7;22;24;0.35;0.37;0.31;NaN;10.716;10.556;9.779;10.35033333;NaN;NaN;NaN;NaN
2017;2;7;23;24;0.3;0.3;0.31;0.08;10.136;10.04;9.251;9.809;NaN;NaN;NaN;NaN
2017;2;8;0;24;0.29;0.32;0.28;0.09;9.652;9.607;8.953;9.404;NaN;NaN;NaN;NaN
2017;2;8;1;24;0.32;0.34;0.27;NaN;9.178;9.207;8.602;8.995666667;NaN;NaN;NaN;NaN
2017;2;8;2;25;0.27;0.29;0.27;NaN;8.744;8.836;8.258;8.612666667;NaN;NaN;NaN;NaN
2017;2;8;3;24;0.27;0.35;0.25;NaN;8.314;8.468;7.898;8.226666667;NaN;NaN;NaN;NaN
2017;2;8;4;25;0.28;0.26;0.23;NaN;7.965;8.149;7.596;7.903333333;NaN;NaN;NaN;NaN
2017;2;8;5;24;0.26;0.26;0.24;NaN;7.652;7.873;7.387;7.637333333;NaN;NaN;NaN;NaN
2017;2;8;6;25;0.24;0.25;0.21;NaN;7.377;7.635;7.173;7.395;NaN;NaN;NaN;NaN
2017;2;8;7;25;0.24;0.27;0.2;NaN;7.074;7.372;6.924;7.123333333;NaN;NaN;NaN;NaN
2017;2;8;8;25;0.28;0.28;0.35;0.16;7.128;7.266;6.989;7.127666667;NaN;NaN;NaN;NaN
2017;2;8;9;25;0.36;0.34;0.48;0.34;7.997;7.538;7.967;7.834;NaN;NaN;NaN;NaN
2017;2;8;10;24;0.46;0.32;0.58;0.63;10.558;8.276;9.464;9.432666667;NaN;NaN;NaN;NaN
2017;2;8;11;24;0.46;0.4;0.72;0.74;14.107;9.882;11.4;11.79633333;NaN;NaN;NaN;NaN
2017;2;8;12;25;0.54;0.47;0.72;0.51;16.696;11.969;13.078;13.91433333;NaN;NaN;NaN;NaN
2017;2;8;13;25;0.62;0.53;0.74;0.57;19.199;13.551;13.986;15.57866667;NaN;NaN;NaN;NaN
2017;2;8;14;24;0.7;0.6;0.68;0.67;20.26;14.41;15.018;16.56266667;NaN;NaN;NaN;NaN
2017;2;8;16;24;0.62;0.55;0.6;0.45;18.633;16.166;15.357;16.71866667;NaN;NaN;NaN;NaN
2017;2;8;17;24;0.55;0.52;0.52;0.36;17.306;15.719;14.671;15.89866667;NaN;NaN;NaN;NaN
2017;2;8;18;25;0.51;0.5;0.44;0.18;16.065;14.929;13.883;14.959;NaN;NaN;NaN;NaN
2017;2;8;19;25;0.47;0.48;0.41;0.18;14.653;13.909;12.88;13.814;NaN;NaN;NaN;NaN
2017;2;8;20;25;0.47;0.45;0.42;0.16;13.598;13.062;12.092;12.91733333;NaN;NaN;NaN;NaN
2017;2;8;21;24;0.4;0.43;0.35;0.13;12.754;12.322;11.43;12.16866667;NaN;NaN;NaN;NaN
2017;2;8;22;24;0.36;0.38;0.35;0.16;12.06;11.713;10.878;11.55033333;NaN;NaN;NaN;NaN
2017;2;8;23;25;0.34;0.36;0.31;0.09;11.455;11.191;10.414;11.02;NaN;NaN;NaN;NaN
2017;2;9;0;25;0.34;0.34;0.39;0.14;10.894;10.702;9.974;10.52333333;NaN;NaN;NaN;NaN
2017;2;9;1;25;0.33;0.36;0.31;0.14;10.438;10.297;9.63;10.12166667;NaN;NaN;NaN;NaN
2017;2;9;2;24;0.32;0.32;0.28;0.11;10.09;9.98;9.37;9.813333333;NaN;NaN;NaN;NaN
2017;2;9;3;24;0.36;0.32;0.28;NaN;9.672;9.645;9.043;9.453333333;NaN;NaN;NaN;NaN
2017;2;9;4;24;0.3;0.33;0.31;NaN;9.294;9.324;8.751;9.123;NaN;NaN;NaN;NaN
2017;2;9;5;24;0.35;0.31;0.33;0.11;8.914;9;8.463;8.792333333;NaN;NaN;NaN;NaN
2017;2;9;6;24;0.29;0.32;0.27;NaN;8.608;8.732;8.239;8.526333333;NaN;NaN;NaN;NaN
2017;2;9;7;24;0.3;0.33;0.28;0.09;8.35;8.496;8.022;8.289333333;NaN;NaN;NaN;NaN
2017;2;9;8;25;0.33;0.42;0.35;0.17;8.388;8.404;8.078;8.29;NaN;NaN;NaN;NaN
2017;2;9;9;25;0.4;0.31;0.48;0.39;9.293;8.679;9.085;9.019;NaN;NaN;NaN;NaN
2017;2;9;10;25;0.48;0.34;0.62;0.53;11.918;9.581;10.715;10.738;NaN;NaN;NaN;NaN
2017;2;9;11;24;0.5;0.38;0.68;0.73;15.509;11.315;12.65;13.158;NaN;NaN;NaN;NaN
2017;2;9;12;24;0.54;0.46;0.68;0.63;17.788;13.263;14.226;15.09233333;NaN;NaN;NaN;NaN
