DOY,meanAT2,meanAT6,sum_R,rain_events,meanRH2,meanRH6,meanSWC5,meanSWC15,meanSWC30,meanST5,meanST15,meanST30,meanNEE,meanGPP,meanRECO,sdReco,Season,high_day,Rain_DOY,Pulse_Days,Pulse_DOY
226,27.866666666666667,28.966041666666666,0,0,24.650619905833334,22.366337745625,9.220833333333333,8.235416666666667,14.710416666666667,27.020833333333332,26.422916666666666,25.710416666666667,-1.0311603573145833,3.2836689451666667,2.252508587729167,0.2641790953553559,Summer,0,0,0,0
227,26.266666666666666,26.831875,0,0,38.93364923083333,38.109434101666665,8.839583333333334,8.01875,14.36875,28.345833333333335,27.447916666666668,26.3125,-1.3164995326789375,3.343545718491667,2.0270461858125,0.371531916288031,Summer,0,0,0,0
228,26.098541666666666,26.873541666666668,0,0,35.87645829125,34.490286356666665,8.458333333333334,7.985416666666667,14.15,28.714583333333334,27.7875,26.814583333333335,-1.73029436209,3.45078869238125,1.7204943302291666,0.27545558995747127,Summer,0,0,0,0
229,25.972083333333334,26.708541666666665,0,0,32.110542977083334,30.802172337708335,8.1625,7.9625,13.93125,29.3625,28.214583333333334,27.2875,-1.7369542218291667,3.267283284325625,1.5303290625416666,0.24059494919546776,Summer,0,0,0,0
230,25.05645833333333,25.975,0,0,41.030633394375,39.522136447291665,7.660416666666666,8.020833333333334,14.008333333333333,28.516666666666666,28.116666666666667,27.422916666666666,-1.3282052087904166,2.7184393922895835,1.3902341834791667,0.22885842290439193,Summer,0,0,0,0
231,26.5175,27.532291666666666,0,0,32.83626172541667,31.000602381041666,7.4625,8.008333333333333,14.091666666666667,29.03125,28.18125,27.308333333333334,-0.9879012296935417,2.30001014734375,1.3121089176875,0.18160482347828358,Summer,0,0,0,0
232,28.939375,30.005208333333332,0,0,20.528301877708333,18.84397488395833,7.179166666666666,7.96875,14.01875,29.508333333333333,28.51875,27.58125,-0.5114168869833333,2.1109167032916667,1.5994998162708334,0.5647841165227252,Summer,0,0,0,0
245,24.401041666666668,25.24395833333333,0,0,46.339406028125,44.86107789979167,9.070833333333333,8.4875,0,25.94375,25.604166666666668,25.422916666666666,-1.1993340278979165,2.9858809840166667,1.7865469561041667,0.3924099870707538,Summer,0,0,0,0
246,25.032291666666666,26.063125,0,0,43.967180295,41.953115503125,8.420833333333333,8.489583333333334,0,26.233333333333334,25.820833333333333,25.510416666666668,-1.0998143220039582,2.47902915381875,1.3792148318125,0.19890868922398505,Summer,0,0,0,0
247,26.524791666666665,27.276875,0,0,28.387857752916666,26.967162267916667,8.01875,8.427083333333334,0,26.9625,26.270833333333332,25.710416666666667,-0.8544798771208333,2.406706512684375,1.5522266356875,0.3319002889257501,Summer,0,0,0,0
248,26.370833333333334,27.048125,0,0,27.353670141458334,26.319530232291665,7.654166666666667,8.33125,0,27.39375,26.760416666666668,26.06875,-0.26558693483583334,1.9189172777843333,1.6533303429166666,0.3227374192972978,Summer,0,0,0,0
249,25.434791666666666,26.23125,0,0,40.803396938333336,39.77827274020833,7.341666666666667,8.295833333333334,0,27.55625,27.18541666666667,26.420833333333334,-0.46283268489208335,2.081092946691667,1.6182602617083333,0.22252144468574536,Summer,0,0,0,0
250,22.697291666666665,23.531875,0,0,52.49970222708333,52.016943634166665,6.941666666666666,8.59375,0,26.066666666666666,26.258333333333333,26.09166666666667,-0.3955906545604167,1.80778104578125,1.4121903912708333,0.32525338987446045,Summer,0,0,0,0
251,22.95375,23.531666666666666,0,0,54.884899251875,55.19358277083333,6.795833333333333,8.7125,0,26.333333333333332,25.772916666666667,25.58125,-0.5415990064545834,1.9150742429,1.3734752364583334,0.5675104808081372,Summer,0,0,0,0
252,21.935625,22.592291666666668,0,0,64.52512061083333,64.72663621729167,6.595833333333333,8.6875,0,26.19375,26.016666666666666,25.74375,-0.5210179990135416,1.5976473867333334,1.0766293877791666,0.13202511335032735,Summer,0,0,0,0
