"","date","meanRsoil","max_pulse_duration","PulseM_15","NonPulseM_15","MeanM_15","case_when(...)","Rsoil_Combined"
"338",2017-12-28,0.243756944444444,0,0.394214964682522,0.328363134891797,0.355222822221016,0.328363134891797,0.328363134891797
"339",2017-12-29,0.241854166666667,0,0.395638485568554,0.330658632956026,0.356949851032444,0.330658632956026,0.330658632956026
"340",2017-12-30,0.247666666666667,0,0.424614150910588,0.344536125460984,0.375307138062501,0.344536125460984,0.344536125460984
"341",2017-12-31,0.244458333333333,0,0.436473651109671,0.345199921716638,0.378250354279936,0.345199921716638,0.345199921716638
"342",2018-01-01,0.248878787878788,0,0.44900657712578,0.370867216030167,0.4000737817664,0.370867216030167,0.370867216030167
"343",2018-01-02,0.233608695652174,0,0.442817823245905,0.364119489137779,0.391821675947041,0.364119489137779,0.364119489137779
"344",2018-01-03,0.217833333333333,0,0.428724602980736,0.35145424037774,0.37657024214194,0.35145424037774,0.35145424037774
"345",2018-01-04,0.232,0,0.465237138435412,0.382325241539014,0.409493058912193,0.382325241539014,0.382325241539014
"346",2018-01-05,0.218833333333333,0,0.43801918901547,0.376156363073988,0.397744960529108,0.376156363073988,0.376156363073988
"347",2018-01-06,0.222298611111111,0,0.463289232292731,0.403216118898034,0.423692366326909,0.403216118898034,0.403216118898034
"348",2018-01-07,0.232326388888889,0,0.462501093935103,0.39350138249199,0.416085453462488,0.39350138249199,0.39350138249199
"349",2018-01-08,0.228666666666667,0,0.467562548161877,0.412141653888244,0.429862098971605,0.412141653888244,0.412141653888244
"350",2018-01-09,0.232333333333333,0,0.496335719536349,0.428310945338729,0.448234063016564,0.428310945338729,0.428310945338729
"351",2018-01-10,0.291923611111111,0,0.414299411957656,0.348569557019494,0.369366657011328,0.348569557019494,0.348569557019494
"352",2018-01-11,0.2305625,0,0.412966021637844,0.377887966751607,0.390962410388642,0.377887966751607,0.377887966751607
"353",2018-01-12,0.21118253968254,0,0.393658424345769,0.370994333122341,0.380169718419713,0.370994333122341,0.370994333122341
"354",2018-01-13,0.205769841269841,0,0.422081868751668,0.377238807039816,0.39222011248543,0.377238807039816,0.377238807039816
"355",2018-01-14,0.198673913043478,0,0.423194961758708,0.36611873201565,0.384422015500514,0.36611873201565,0.36611873201565
"356",2018-01-15,0.205702898550725,0,0.415507510963986,0.348981806842775,0.370735445008307,0.348981806842775,0.348981806842775
"357",2018-01-16,0.166181818181818,0,0.38223631371715,0.345906896881574,0.354208278388913,0.345906896881574,0.345906896881574
"358",2018-01-17,0.211666666666667,0,0.468105865093963,0.414263126726151,0.43247284508181,0.414263126726151,0.414263126726151
"359",2018-01-18,0.200892156862745,0,0.402938515960937,0.374109750262256,0.381278893774511,0.374109750262256,0.374109750262256
"360",2018-01-19,0.227,0,0.409240307973386,0.374743106053611,0.385201430777264,0.374743106053611,0.374743106053611
"361",2018-01-20,0.239743055555556,0,0.43574722898012,0.375072897355509,0.392286304220474,0.375072897355509,0.375072897355509
