"","date","meanRECO","max_pulse_duration","PulseM_15","NonPulseM_15","MeanM_15","case_when(...)","Reco_Combined"
"2230",2019-02-07,0.22082865196875,0,0.407846687303492,0.239314325553122,0.293289445526271,0.239314325553122,0.239314325553122
"2231",2019-02-08,0.307604031772727,0,0.404247754266067,0.213900889400717,0.260435800136632,0.213900889400717,0.213900889400717
"2232",2019-02-09,0.331201651164583,0,0.413726148474959,0.229067493595872,0.279598722484584,0.229067493595872,0.229067493595872
"2233",2019-02-10,0.247764883039583,8,0.412189220650359,0.243140212724977,0.288746013500876,0.412189220650359,0.412189220650359
"2234",2019-02-11,0.25151119126,8,0.397188097086609,0.208973779418247,0.249104756144353,0.397188097086609,0.397188097086609
"2235",2019-02-12,0.301999758683333,8,0.389580348733068,0.213962687385811,0.253759679429434,0.389580348733068,0.389580348733068
"2236",2019-02-13,0.322132491004167,8,0.41908705231473,0.245282999476568,0.290549864295899,0.41908705231473,0.41908705231473
"2237",2019-02-14,0.465500982829167,8,0.456167402565494,0.260079700963028,0.306253565132686,0.456167402565494,0.456167402565494
"2238",2019-02-15,0.603294769633333,8,0.536353071821982,0.28563282861567,0.341374469068218,0.536353071821982,0.536353071821982
"2239",2019-02-16,0.496263373070833,8,0.491639154664284,0.281491145178468,0.333089093712471,0.491639154664284,0.491639154664284
"2240",2019-02-17,0.388499283452083,8,0.43529659541566,0.267539660073013,0.317364825230244,0.43529659541566,0.43529659541566
"2241",2019-02-18,0.316246115891667,0,0.385574074352555,0.230838187902639,0.27531042539491,0.230838187902639,0.230838187902639
"2242",2019-02-19,0.514240249090208,8,0.365176409497342,0.200255667378117,0.238839222658523,0.365176409497342,0.365176409497342
"2243",2019-02-20,0.162736242438333,8,0.35605582462339,0.202717432660742,0.244748348139621,0.35605582462339,0.35605582462339
"2244",2019-02-21,0.174373277554167,8,0.361894967878702,0.208379339503844,0.249450165402078,0.361894967878702,0.361894967878702
"2245",2019-02-22,0.123346961692708,8,0.343860779817893,0.204652547882525,0.249882659973399,0.343860779817893,0.343860779817893
"2246",2019-02-23,0.134714563806458,14,0.341440570429083,0.200670309405387,0.26337194498781,0.341440570429083,0.341440570429083
"2247",2019-02-24,0.344717211170833,14,0.361310280215293,0.188546947273979,0.252847577419108,0.361310280215293,0.361310280215293
"2248",2019-02-25,0.3246074939625,14,0.40302214634139,0.210627450092716,0.2685704569135,0.40302214634139,0.40302214634139
"2249",2019-02-26,0.3934351897625,14,0.43182099853682,0.221870707156191,0.272212864188754,0.43182099853682,0.43182099853682
"2250",2019-02-27,0.368742166378261,14,0.461056016208533,0.221020063430057,0.265095209286745,0.461056016208533,0.461056016208533
"2251",2019-02-28,0.384423560038298,14,0.487739384778817,0.261563794028581,0.3118025432595,0.487739384778817,0.487739384778817
"2252",2019-03-01,0.408685898740426,14,0.506266327827519,0.27415589217511,0.324167377015265,0.506266327827519,0.506266327827519
