"","date","meanGPP","meanRsoil","sumRain","meanTsoil","meanSWC","max_pulse_duration","DOY"
"36",2017-07-06,1.72660513723333,2.32316666666667,0,33.1626676587302,0.318443405357143,20,187
"37",2017-07-07,2.19087779655625,2.150125,0,33.1243938492063,0.244395552380952,20,188
"38",2017-07-08,2.55221646186875,2.00375,0,33.3043650793651,0.206753035714286,20,189
"39",2017-07-09,2.09784036321271,1.40977777777778,8.509,28.5754652777778,0.212246111111111,20,190
"40",2017-07-10,2.42190855136875,2.09350574712644,2.159,24.7844023323615,0.347570881773399,20,191
"41",2017-07-11,3.17683167024979,2.33898550724638,0,25.3882352941176,0.332457888198758,20,192
"42",2017-07-12,2.279728936325,1.07418115942029,14.732,25.5374126984127,0.214351558441558,20,193
"43",2017-07-13,3.59742215455,1.770475,39.751,24.6701224489796,0.326247082815735,20,194
"44",2017-07-14,3.72018189790625,1.76569565217391,0,26.284387755102,0.34018602484472,20,195
"45",2017-07-15,3.81738883300417,2.0720652173913,0.635,27.100977443609,0.307493105590062,20,196
"46",2017-07-16,2.84108667104854,1.70607971014493,2.286,26.4721138716356,0.274826971014493,20,197
"47",2017-07-17,3.23439635702708,1.23951449275362,8.128,25.0251552795031,0.261653778467909,20,198
"48",2017-07-18,3.80431301798688,1.78138888888889,0,26.9687380952381,0.331937390873016,20,199
"49",2017-07-19,3.59234171781667,1.97139583333333,0,26.1535317460317,0.271412797619048,20,200
"50",2017-07-20,3.84899592568542,2.07450757575758,0,23.8658701298701,0.509773712121212,20,201
"51",2017-07-21,3.49148012930563,1.88681944444444,0.508,NA,0.8125,20,202
"52",2017-07-22,3.09203920387708,1.47181884057971,2.413,NA,0.646363636363636,20,203
"53",2017-07-23,3.6952046248875,1.44129166666667,2.032,NA,0.830833333333333,20,204
"54",2017-07-24,4.21181212185317,1.87186363636364,0,NA,0.906363636363636,20,205
"55",2017-07-25,5.43878002270208,2.06768115942029,0,NA,0.986086956521739,20,206
"56",2017-07-26,3.71783284363125,1.33058695652174,11.684,NA,0.741764705882353,20,207
"57",2017-07-27,4.38665053621875,1.1865652173913,8.382,NA,1.04352941176471,20,208
"58",2017-07-28,4.77322589996667,1.29461363636364,29.464,NA,1.20928571428571,20,209
"59",2017-07-29,4.11912566535417,0.927108695652174,3.683,NA,0.957142857142857,20,210
"60",2017-07-30,4.1299934866875,1.54844444444444,2.286,NA,0.994545454545455,20,211
"61",2017-07-31,4.319382233425,2.29894927536232,0,NA,1.13565217391304,20,212
"62",2017-08-01,4.45920638847917,0.883598484848485,11.684,NA,0.643157894736842,20,213
"63",2017-08-02,4.07440036244958,1.31618055555556,23.368,27.6837435897436,0.522658990079365,20,214
"64",2017-08-03,4.91523368708333,1.54880555555556,0,26.4551369047619,0.301058267857143,20,215
"65",2017-08-04,5.3971507481875,2.16919444444444,0,27.3861686507936,0.298033313492063,20,216
"66",2017-08-05,5.74483932937292,2.4465,0,29.1058849206349,0.302218005952381,20,217
"67",2017-08-06,5.9653008338375,2.52325,0,29.6892162698413,0.279860625,20,218
"68",2017-08-07,6.1363390459375,2.53025,0,29.8765793650794,0.26558816468254,20,219
"69",2017-08-08,5.5021509914375,2.57441666666667,0,29.0013015873016,0.258374472420635,20,220
"70",2017-08-09,4.12169082254167,2.42690277777778,0,29.7773452380952,0.226102705357143,20,221
"71",2017-08-10,4.19622427375,1.78806944444444,9.779,27.8751635610766,0.216955865079365,20,222
"72",2017-08-11,4.93447182058333,2.10377083333333,0,27.5164206349206,0.317112265873016,20,223
"73",2017-08-12,4.85830061889583,2.21429166666667,25.654,27.4466796536797,0.284635103174603,20,224
"74",2017-08-13,4.85891259780625,1.19806944444444,0,25.1918095238095,0.262284603174603,20,225
"75",2017-08-14,4.18974436889583,1.84947222222222,0,26.1381904761905,0.276092589285714,20,226
"76",2017-08-15,5.51264074808333,2.08808333333333,0,27.6077976190476,0.27329806547619,20,227
