Date,House,Plot,W,S,Port,Flux,R2,Tchamb.,
2020-07-16 18:02:43,1,2,2,2,1,3.24,0.9808,32.72,
2020-07-16 18:20:17,1,9,1,2,6,1.54,0.9196,32.66,
2020-07-16 19:23:42,1,10,2,3,7,2.74,0.9514,31.93,
2020-07-16 20:02:43,1,2,2,2,1,6.11,0.9817,31.82,
2020-07-16 20:06:15,1,4,1,1,2,2.69,0.9083,31.74,
2020-07-16 20:13:17,1,7,2,1,4,1.86,0.9827,32.35,
2020-07-16 20:16:46,1,8,1,4,5,1.73,0.9865,32.29,
2020-07-16 20:20:18,1,9,1,2,6,1.49,0.9654,31.89,
2020-07-16 20:23:50,1,10,2,3,7,3.82,0.9974,31.94,
2020-07-16 20:27:21,1,12,2,4,8,2.74,0.9984,31.89,
2020-07-16 21:02:43,1,2,2,2,1,6.36,0.988,32.58,
2020-07-16 21:06:15,1,4,1,1,2,2.36,0.9983,32.61,
2020-07-16 21:13:20,1,7,2,1,4,1.66,0.9948,32.02,
2020-07-16 21:16:49,1,8,1,4,5,1.66,0.9918,31.77,
2020-07-16 21:20:21,1,9,1,2,6,1.39,0.9959,31.42,
2020-07-16 21:23:50,1,10,2,3,7,3.23,0.9915,31.15,
2020-07-16 21:27:19,1,12,2,4,8,2.59,0.9914,31.04,
2020-07-16 22:02:43,1,2,2,2,1,5.93,0.9908,29.86,
2020-07-16 22:06:16,1,4,1,1,2,2.26,0.9904,29.86,
2020-07-16 22:13:20,1,7,2,1,4,1.31,0.9141,29.57,
2020-07-16 22:16:51,1,8,1,4,5,1.65,0.9793,29.73,
2020-07-16 22:23:49,1,10,2,3,7,3.62,0.948,29.39,
2020-07-16 23:02:43,1,2,2,2,1,5.96,0.9923,28.6,
2020-07-16 23:06:13,1,4,1,1,2,2.08,0.9927,28.53,
2020-07-16 23:13:15,1,7,2,1,4,1.19,0.9895,28.58,
2020-07-16 23:16:44,1,8,1,4,5,1.85,0.995,28.78,
2020-07-16 23:20:13,1,9,1,2,6,1.34,0.9946,28.78,
2020-07-16 23:23:45,1,10,2,3,7,2.87,0.9792,28.99,
2020-07-16 23:27:18,1,12,2,4,8,2.26,0.9734,28.89,
2020-07-17 0:02:43,1,2,2,2,1,5.76,0.9918,28.27,
2020-07-17 0:06:13,1,4,1,1,2,1.88,0.9896,28.3,
2020-07-17 0:13:13,1,7,2,1,4,1.51,0.9969,28.01,
2020-07-17 0:16:42,1,8,1,4,5,1.62,0.9963,28.19,
2020-07-17 0:20:11,1,9,1,2,6,1.43,0.996,28.09,
2020-07-17 0:23:40,1,10,2,3,7,3.60,0.9955,28,
2020-07-17 0:27:11,1,12,2,4,8,3.11,0.9973,27.92,
2020-07-17 1:02:43,1,2,2,2,1,5.59,0.9939,27.7,
2020-07-17 1:06:12,1,4,1,1,2,3.37,0.9948,27.54,
2020-07-17 1:13:17,1,7,2,1,4,1.58,0.9954,27.44,
2020-07-17 1:16:50,1,8,1,4,5,1.76,0.9963,27.8,
2020-07-17 1:20:19,1,9,1,2,6,1.08,0.9808,27.78,
2020-07-17 1:23:48,1,10,2,3,7,3.98,0.9947,27.83,
2020-07-17 1:27:19,1,12,2,4,8,2.43,0.9902,27.94,
2020-07-17 2:02:43,1,2,2,2,1,5.92,0.9979,28,
2020-07-17 2:06:12,1,4,1,1,2,4.14,0.9944,27.96,
2020-07-17 2:13:12,1,7,2,1,4,1.39,0.9974,27.56,
2020-07-17 2:16:41,1,8,1,4,5,1.51,0.9932,27.67,
2020-07-17 2:20:10,1,9,1,2,6,1.11,0.9929,27.5,
2020-07-17 2:23:43,1,10,2,3,7,2.12,0.9936,27.39,
2020-07-17 2:27:16,1,12,2,4,8,2.29,0.9975,27.4,
2020-07-17 3:02:43,1,2,2,2,1,5.29,0.9967,26.45,
2020-07-17 3:06:16,1,4,1,1,2,1.86,0.9937,26.51,
2020-07-17 3:13:20,1,7,2,1,4,1.28,0.9961,26.23,
2020-07-17 3:16:49,1,8,1,4,5,1.33,0.9752,26.37,
2020-07-17 3:20:21,1,9,1,2,6,1.33,0.9876,26.11,
2020-07-17 3:23:49,1,10,2,3,7,2.49,0.9962,26.21,
2020-07-17 3:27:18,1,12,2,4,8,2.23,0.9982,26.11,
2020-07-17 4:02:43,1,2,2,2,1,5.24,0.9955,25.69,
2020-07-17 4:06:17,1,4,1,1,2,2.23,0.9949,25.74,
2020-07-17 4:13:20,1,7,2,1,4,1.24,0.9969,25.61,
2020-07-17 4:16:49,1,8,1,4,5,1.55,0.9973,25.7,
2020-07-17 4:20:18,1,9,1,2,6,1.23,0.9901,25.54,
2020-07-17 4:23:51,1,10,2,3,7,2.38,0.9899,25.3,
2020-07-17 4:27:23,1,12,2,4,8,1.78,0.9966,24.85,
2020-07-17 5:02:43,1,2,2,2,1,4.09,0.9777,23.72,
2020-07-17 5:06:17,1,4,1,1,2,2.14,0.9955,23.91,
2020-07-17 5:13:16,1,7,2,1,4,1.08,0.9867,23.83,
2020-07-17 5:16:45,1,8,1,4,5,2.61,0.9916,24.11,
2020-07-17 5:20:14,1,9,1,2,6,1.65,0.9945,24.03,
2020-07-17 5:23:45,1,10,2,3,7,4.55,0.9969,24.21,
2020-07-17 5:27:15,1,12,2,4,8,1.57,0.9784,24.06,
2020-07-17 6:02:43,1,2,2,2,1,5.39,0.988,24.81,
2020-07-17 6:06:17,1,4,1,1,2,1.58,0.9799,25.03,
2020-07-17 6:13:18,1,7,2,1,4,1.44,0.9925,25.17,
2020-07-17 6:16:47,1,8,1,4,5,1.43,0.9934,25.4,
2020-07-17 6:20:16,1,9,1,2,6,1.20,0.9846,25.55,
2020-07-17 6:23:45,1,10,2,3,7,2.46,0.969,25.76,
2020-07-17 6:27:18,1,12,2,4,8,2.21,0.9723,25.95,
2020-07-17 7:02:43,1,2,2,2,1,5.11,0.9926,26.9,
2020-07-17 7:06:16,1,4,1,1,2,1.66,0.9891,27.06,
2020-07-17 7:13:22,1,7,2,1,4,1.10,0.9918,27.33,
2020-07-17 7:16:51,1,8,1,4,5,1.25,0.9953,27.88,
2020-07-17 7:20:24,1,9,1,2,6,1.01,0.9956,27.89,
2020-07-17 7:23:57,1,10,2,3,7,3.31,0.9913,28.04,
2020-07-17 7:27:30,1,12,2,4,8,2.43,0.9965,28.16,
2020-07-17 8:02:43,1,2,2,2,1,4.34,0.9983,33.34,
2020-07-17 8:06:16,1,4,1,1,2,1.89,0.9975,32.29,
2020-07-17 8:13:17,1,7,2,1,4,1.19,0.9747,34.36,
2020-07-17 8:16:47,1,8,1,4,5,1.22,0.9897,35.82,
2020-07-17 8:20:19,1,9,1,2,6,0.95,0.9916,34.87,
2020-07-17 8:23:52,1,10,2,3,7,1.64,0.996,34.54,
2020-07-17 8:27:25,1,12,2,4,8,3.16,0.9577,33.06,
2020-07-17 9:02:42,1,2,2,2,1,5.26,0.9669,35.99,
2020-07-17 9:06:15,1,4,1,1,2,2.70,0.9856,37.13,
2020-07-17 9:13:15,1,7,2,1,4,1.27,0.9943,37.29,
2020-07-17 9:16:47,1,8,1,4,5,1.46,0.9784,38.72,
2020-07-17 9:20:15,1,9,1,2,6,1.07,0.9787,38.11,
2020-07-17 9:23:47,1,10,2,3,7,2.64,0.9771,38.27,
2020-07-17 9:27:17,1,12,2,4,8,1.48,0.9726,37.1,
2020-07-17 10:02:42,1,2,2,2,1,4.17,0.9918,38.88,
2020-07-17 10:06:15,1,4,1,1,2,1.98,0.9852,39.66,
2020-07-17 10:13:17,1,7,2,1,4,0.95,0.9843,39.54,
2020-07-17 10:16:49,1,8,1,4,5,1.42,0.991,40.3,
2020-07-17 10:20:17,1,9,1,2,6,1.23,0.9629,40.13,
2020-07-17 10:23:45,1,10,2,3,7,1.91,0.9802,40.03,
2020-07-17 11:02:42,1,2,2,2,1,4.21,0.972,41.79,
2020-07-17 11:06:15,1,4,1,1,2,1.84,0.9622,43.03,
2020-07-17 11:16:45,1,8,1,4,5,1.43,0.9637,42.02,
2020-07-17 11:20:17,1,9,1,2,6,1.24,0.9917,41.56,
2020-07-17 11:27:18,1,12,2,4,8,2.11,0.9985,40.63,
2020-07-17 12:02:42,1,2,2,2,1,5.03,0.9948,38.59,
2020-07-17 12:06:11,1,4,1,1,2,2.08,0.9736,41.44,
2020-07-17 12:13:17,1,7,2,1,4,5.59,0.9897,39.46,
2020-07-17 12:16:45,1,8,1,4,5,1.79,0.975,39.42,
2020-07-17 12:20:13,1,9,1,2,6,1.34,0.9859,43.81,
2020-07-17 12:23:45,1,10,2,3,7,3.05,0.9883,43.17,
2020-07-17 12:27:17,1,12,2,4,8,2.06,0.9839,43.16,
2020-07-17 13:02:42,1,2,2,2,1,4.11,0.9659,40.17,
2020-07-17 13:06:11,1,4,1,1,2,3.79,0.9069,40.09,
2020-07-17 13:16:44,1,8,1,4,5,2.45,0.9508,40.58,
2020-07-17 13:20:12,1,9,1,2,6,1.14,0.9711,43.43,
2020-07-17 13:23:44,1,10,2,3,7,3.31,0.9919,44.89,
2020-07-17 13:27:12,1,12,2,4,8,1.94,0.9786,43.64,
2020-07-17 14:02:42,1,2,2,2,1,5.93,0.9903,41.77,
2020-07-17 14:06:13,1,4,1,1,2,4.24,0.9684,41.01,
2020-07-17 14:13:15,1,7,2,1,4,2.94,0.9934,39.09,
2020-07-17 14:16:43,1,8,1,4,5,1.69,0.9957,39.37,
2020-07-17 14:20:15,1,9,1,2,6,1.66,0.9946,39.97,
2020-07-17 14:23:43,1,10,2,3,7,2.36,0.9793,39.15,
2020-07-17 14:27:15,1,12,2,4,8,2.23,0.994,39.52,
2020-07-17 15:02:42,1,2,2,2,1,4.76,0.9807,40.3,
2020-07-17 15:06:14,1,4,1,1,2,4.66,0.9585,41.18,
2020-07-17 15:13:16,1,7,2,1,4,2.94,0.9777,39.4,
2020-07-17 15:16:44,1,8,1,4,5,1.56,0.9961,38.42,
2020-07-17 15:20:16,1,9,1,2,6,1.58,0.9887,38.82,
2020-07-17 15:23:45,1,10,2,3,7,2.96,0.9939,38.82,
2020-07-17 15:27:18,1,12,2,4,8,3.01,0.9926,38.58,
2020-07-17 16:02:42,1,2,2,2,1,4.75,0.9954,43.42,
2020-07-17 16:06:14,1,4,1,1,2,5.40,0.9934,44.06,
2020-07-17 16:16:48,1,8,1,4,5,1.53,0.9907,42.73,
2020-07-17 16:20:20,1,9,1,2,6,1.38,0.9873,44.77,
2020-07-17 16:23:52,1,10,2,3,7,3.58,0.9906,44.68,
2020-07-17 16:27:23,1,12,2,4,8,3.47,0.9629,43.25,
2020-07-17 17:06:12,1,4,1,1,2,3.21,0.9012,38.42,
2020-07-17 17:13:14,1,7,2,1,4,2.18,0.9189,35.26,
2020-07-17 17:23:41,1,10,2,3,7,2.50,0.9611,34.45,
2020-07-17 17:27:10,1,12,2,4,8,3.92,0.926,35.2,
2020-07-17 18:02:43,1,2,2,2,1,4.78,0.9906,34.38,
2020-07-17 18:06:16,1,4,1,1,2,2.56,0.9894,33.59,
2020-07-17 18:13:19,1,7,2,1,4,2.50,0.9991,33.42,
2020-07-17 18:16:48,1,8,1,4,5,1.48,0.9453,33.33,
2020-07-17 18:20:18,1,9,1,2,6,1.17,0.9452,32.7,
2020-07-17 18:23:49,1,10,2,3,7,3.44,0.9761,32.69,
2020-07-17 19:02:43,1,2,2,2,1,3.55,0.9695,30.91,
2020-07-17 19:06:15,1,4,1,1,2,2.72,0.9003,30.84,
2020-07-17 19:13:20,1,7,2,1,4,1.49,0.9183,30.64,
2020-07-17 19:16:51,1,8,1,4,5,1.27,0.9692,30.72,
2020-07-17 19:20:19,1,9,1,2,6,1.51,0.9882,30.36,
2020-07-17 19:27:17,1,12,2,4,8,1.45,0.924,30,
2020-07-17 20:02:43,1,2,2,2,1,3.63,0.9462,29.55,
2020-07-17 20:06:12,1,4,1,1,2,2.33,0.972,29.58,
2020-07-17 20:13:15,1,7,2,1,4,1.78,0.9679,29.22,
2020-07-17 20:16:44,1,8,1,4,5,1.39,0.9593,29.34,
2020-07-17 20:20:13,1,9,1,2,6,0.72,0.9481,29.3,
2020-07-17 20:23:46,1,10,2,3,7,2.40,0.9699,29.42,
2020-07-17 20:27:15,1,12,2,4,8,2.32,0.9567,29.48,
2020-07-17 21:02:43,1,2,2,2,1,4.27,0.9771,29.68,
2020-07-17 21:06:15,1,4,1,1,2,2.32,0.9662,29.74,
2020-07-17 21:13:18,1,7,2,1,4,1.32,0.977,29.54,
2020-07-17 21:16:47,1,8,1,4,5,1.30,0.9442,29.79,
2020-07-17 21:20:17,1,9,1,2,6,0.91,0.9421,29.67,
2020-07-17 21:23:47,1,10,2,3,7,3.18,0.9959,29.68,
2020-07-17 21:27:16,1,12,2,4,8,1.77,0.9963,29.71,
2020-07-17 22:02:43,1,2,2,2,1,4.84,0.9975,29.06,
2020-07-17 22:06:16,1,4,1,1,2,3.96,0.9953,28.98,
2020-07-17 22:13:18,1,7,2,1,4,1.47,0.9965,28.67,
2020-07-17 22:16:47,1,8,1,4,5,1.70,0.997,28.64,
2020-07-17 22:20:17,1,9,1,2,6,1.51,0.9926,28.37,
2020-07-17 22:23:47,1,10,2,3,7,3.50,0.9944,28.23,
2020-07-17 22:27:16,1,12,2,4,8,2.23,0.9976,28.04,
2020-07-17 23:02:43,1,2,2,2,1,4.22,0.9971,26.92,
2020-07-17 23:06:16,1,4,1,1,2,2.44,0.9777,26.96,
2020-07-17 23:13:16,1,7,2,1,4,1.36,0.9534,27.24,
2020-07-17 23:16:45,1,8,1,4,5,1.19,0.9485,27.71,
2020-07-17 23:20:14,1,9,1,2,6,0.97,0.9718,27.67,
2020-07-17 23:23:47,1,10,2,3,7,3.23,0.9497,27.51,
2020-07-17 23:27:16,1,12,2,4,8,1.35,0.978,27.45,
2020-07-18 0:02:43,1,2,2,2,1,4.79,0.9791,27.19,
2020-07-18 0:06:13,1,4,1,1,2,1.90,0.9438,27.27,
2020-07-18 0:13:16,1,7,2,1,4,1.54,0.9872,27.26,
2020-07-18 0:16:49,1,8,1,4,5,1.70,0.9975,27.25,
2020-07-18 0:20:19,1,9,1,2,6,1.33,0.9963,26.96,
2020-07-18 0:23:48,1,10,2,3,7,2.67,0.9968,26.58,
2020-07-18 0:27:21,1,12,2,4,8,1.74,0.9942,26.23,
2020-07-18 1:02:43,1,2,2,2,1,4.75,0.9936,25.98,
2020-07-18 1:06:15,1,4,1,1,2,2.25,0.9866,25.99,
2020-07-18 1:13:18,1,7,2,1,4,1.39,0.9849,26.07,
2020-07-18 1:20:19,1,9,1,2,6,0.90,0.9366,26.82,
2020-07-18 1:23:52,1,10,2,3,7,2.25,0.964,27.1,
2020-07-18 1:27:25,1,12,2,4,8,1.22,0.9643,27.34,
2020-07-18 2:02:43,1,2,2,2,1,3.97,0.9673,27.71,
2020-07-18 2:06:16,1,4,1,1,2,1.99,0.962,27.71,
2020-07-18 2:13:19,1,7,2,1,4,2.15,0.944,27.16,
2020-07-18 2:16:48,1,8,1,4,5,1.59,0.9548,27.44,
2020-07-18 2:20:18,1,9,1,2,6,0.93,0.9748,27.16,
2020-07-18 2:23:51,1,10,2,3,7,2.29,0.9611,27.47,
2020-07-18 3:02:43,1,2,2,2,1,4.57,0.9092,27.21,
2020-07-18 3:06:13,1,4,1,1,2,1.53,0.9681,27.49,
2020-07-18 3:20:18,1,9,1,2,6,0.77,0.9272,28.02,
2020-07-18 3:23:50,1,10,2,3,7,2.98,0.9038,27.72,
2020-07-18 3:27:19,1,12,2,4,8,1.70,0.9185,27.69,
2020-07-18 4:02:43,1,2,2,2,1,4.14,0.9954,25.07,
2020-07-18 4:06:17,1,4,1,1,2,2.23,0.9974,24.85,
2020-07-18 4:13:17,1,7,2,1,4,1.39,0.9927,24.36,
2020-07-18 4:16:50,1,8,1,4,5,1.36,0.9901,24.51,
2020-07-18 4:20:19,1,9,1,2,6,0.99,0.9931,24.32,
2020-07-18 4:23:52,1,10,2,3,7,2.53,0.9921,24.41,
2020-07-18 4:27:21,1,12,2,4,8,1.76,0.9957,24.4,
2020-07-18 5:02:43,1,2,2,2,1,4.68,0.9975,23.28,
2020-07-18 5:06:17,1,4,1,1,2,2.20,0.9987,23.31,
2020-07-18 5:13:23,1,7,2,1,4,1.86,0.9978,22.78,
2020-07-18 5:16:54,1,8,1,4,5,1.00,0.9924,22.72,
2020-07-18 5:20:27,1,9,1,2,6,1.22,0.9924,22.79,
2020-07-18 5:23:56,1,10,2,3,7,2.38,0.9896,22.84,
2020-07-18 5:27:28,1,12,2,4,8,1.55,0.9969,22.48,
2020-07-18 6:02:43,1,2,2,2,1,5.13,0.9937,23.19,
2020-07-18 6:06:13,1,4,1,1,2,2.50,0.9987,23.34,
2020-07-18 6:13:14,1,7,2,1,4,1.64,0.998,23.3,
2020-07-18 6:16:43,1,8,1,4,5,1.07,0.9874,23.77,
2020-07-18 6:20:16,1,9,1,2,6,0.90,0.9936,23.94,
2020-07-18 6:23:49,1,10,2,3,7,2.82,0.9923,24.1,
2020-07-18 6:27:18,1,12,2,4,8,1.62,0.997,24.41,
2020-07-18 7:02:43,1,2,2,2,1,4.38,0.9976,27.13,
2020-07-18 7:06:15,1,4,1,1,2,3.85,0.9979,27.19,
2020-07-18 7:13:20,1,7,2,1,4,1.26,0.9971,27.68,
2020-07-18 7:16:53,1,8,1,4,5,1.08,0.9923,28.27,
2020-07-18 7:20:26,1,9,1,2,6,0.76,0.9857,28.24,
2020-07-18 7:23:59,1,10,2,3,7,1.90,0.9949,28.5,
2020-07-18 7:27:32,1,12,2,4,8,1.01,0.9938,28.68,
2020-07-18 8:02:43,1,2,2,2,1,3.78,0.9974,29.8,
2020-07-18 8:06:16,1,4,1,1,2,3.82,0.981,29.87,
2020-07-18 8:13:19,1,7,2,1,4,1.34,0.9952,29.31,
2020-07-18 8:16:48,1,8,1,4,5,1.04,0.9739,29.65,
2020-07-18 8:20:17,1,9,1,2,6,0.90,0.981,29.36,
2020-07-18 8:23:46,1,10,2,3,7,2.04,0.9826,29.69,
2020-07-18 8:27:18,1,12,2,4,8,1.80,0.9589,30.4,
2020-07-18 9:02:43,1,2,2,2,1,3.81,0.9929,32.21,
2020-07-18 9:06:12,1,4,1,1,2,2.43,0.9795,33.06,
2020-07-18 9:13:12,1,7,2,1,4,1.32,0.9737,33.33,
2020-07-18 9:16:41,1,8,1,4,5,0.90,0.9687,35.37,
2020-07-18 9:20:13,1,9,1,2,6,0.98,0.9864,36.08,
2020-07-18 9:23:42,1,10,2,3,7,2.67,0.9787,37.01,
2020-07-18 9:27:12,1,12,2,4,8,1.13,0.9804,34.56,
2020-07-18 10:02:43,1,2,2,2,1,2.39,0.97,32.93,
2020-07-18 10:06:12,1,4,1,1,2,2.75,0.9838,32.21,
2020-07-18 10:16:40,1,8,1,4,5,1.61,0.9687,34.63,
2020-07-18 10:20:10,1,9,1,2,6,0.85,0.9726,35.12,
2020-07-18 10:23:41,1,10,2,3,7,1.66,0.9666,36.09,
2020-07-18 10:27:14,1,12,2,4,8,1.64,0.956,37.39,
2020-07-18 11:06:15,1,4,1,1,2,5.03,0.912,37.84,
2020-07-18 11:13:15,1,7,2,1,4,2.29,0.9781,38.04,
2020-07-18 11:16:44,1,8,1,4,5,1.03,0.9948,39.33,
2020-07-18 11:20:12,1,9,1,2,6,1.02,0.9939,37.37,
2020-07-18 11:23:40,1,10,2,3,7,1.80,0.9662,37.13,
2020-07-18 11:27:13,1,12,2,4,8,1.84,0.9463,38.05,
2020-07-18 12:02:42,1,2,2,2,1,3.61,0.9967,36.56,
2020-07-18 12:06:15,1,4,1,1,2,2.39,0.9981,36.88,
2020-07-18 12:13:17,1,7,2,1,4,1.18,0.9892,36.8,
2020-07-18 12:16:49,1,8,1,4,5,1.79,0.9658,36.86,
2020-07-18 12:20:17,1,9,1,2,6,1.45,0.9777,36.43,
2020-07-18 12:23:46,1,10,2,3,7,2.71,0.9895,36.13,
2020-07-18 12:27:19,1,12,2,4,8,1.12,0.9919,35.7,
2020-07-18 13:02:42,1,2,2,2,1,3.94,0.9904,38.29,
2020-07-18 13:06:14,1,4,1,1,2,2.82,0.9871,38.65,
2020-07-18 13:13:14,1,7,2,1,4,1.86,0.997,38.86,
2020-07-18 13:16:42,1,8,1,4,5,1.13,0.9842,40.45,
2020-07-18 13:20:14,1,9,1,2,6,0.95,0.9856,41.97,
2020-07-18 13:23:46,1,10,2,3,7,2.66,0.9958,41.54,
2020-07-18 13:27:18,1,12,2,4,8,1.64,0.9949,43.15,
2020-07-18 14:02:42,1,2,2,2,1,4.43,0.9959,43.33,
2020-07-18 14:06:14,1,4,1,1,2,1.60,0.938,44.51,
2020-07-18 14:13:17,1,7,2,1,4,1.27,0.9767,41.07,
2020-07-18 14:16:49,1,8,1,4,5,1.03,0.9742,41.82,
2020-07-18 14:20:20,1,9,1,2,6,0.97,0.9818,40.95,
2020-07-18 14:23:52,1,10,2,3,7,2.29,0.9443,41.56,
2020-07-18 14:27:21,1,12,2,4,8,1.70,0.9925,40.37,
2020-07-18 15:02:42,1,2,2,2,1,3.42,0.9951,38.93,
2020-07-18 15:06:15,1,4,1,1,2,2.64,0.9942,39.22,
2020-07-18 15:13:17,1,7,2,1,4,1.90,0.9828,38.78,
2020-07-18 15:16:48,1,8,1,4,5,1.19,0.9824,38.95,
2020-07-18 15:20:20,1,9,1,2,6,1.00,0.9936,38.62,
2020-07-18 15:23:52,1,10,2,3,7,2.95,0.9898,38.82,
2020-07-18 15:27:24,1,12,2,4,8,1.51,0.9762,38.5,
2020-07-18 16:02:42,1,2,2,2,1,3.28,0.9877,41.27,
2020-07-18 16:06:14,1,4,1,1,2,2.18,0.9851,42.33,
2020-07-18 16:13:17,1,7,2,1,4,2.17,0.9812,41.64,
2020-07-18 16:16:45,1,8,1,4,5,1.28,0.9944,42.91,
2020-07-18 16:20:13,1,9,1,2,6,0.95,0.9912,43.69,
2020-07-18 16:23:41,1,10,2,3,7,2.45,0.9925,41.71,
2020-07-18 16:27:09,1,12,2,4,8,1.34,0.986,41.53,
2020-07-18 17:02:42,1,2,2,2,1,3.77,0.983,41.16,
2020-07-18 17:06:15,1,4,1,1,2,2.66,0.9969,41.38,
2020-07-18 17:13:18,1,7,2,1,4,1.32,0.9926,39.81,
2020-07-18 17:16:46,1,8,1,4,5,1.05,0.991,39.71,
2020-07-18 17:20:18,1,9,1,2,6,1.30,0.9852,39.96,
2020-07-18 17:23:46,1,10,2,3,7,1.85,0.9903,40.1,
2020-07-18 17:27:15,1,12,2,4,8,1.96,0.9841,40.31,
2020-07-18 18:02:43,1,2,2,2,1,3.21,0.9936,36.38,
2020-07-18 18:06:16,1,4,1,1,2,2.36,0.9946,35.95,
2020-07-18 18:13:15,1,7,2,1,4,1.30,0.9962,35.33,
2020-07-18 18:16:44,1,8,1,4,5,1.35,0.9957,35.63,
2020-07-18 18:20:12,1,9,1,2,6,1.02,0.9919,36.88,
2020-07-18 18:23:45,1,10,2,3,7,2.15,0.9909,36.15,
2020-07-18 18:27:14,1,12,2,4,8,1.43,0.9965,36.02,
2020-07-18 19:02:43,1,2,2,2,1,4.01,0.9981,33.32,
2020-07-18 19:06:15,1,4,1,1,2,2.43,0.9988,33.12,
2020-07-18 19:13:14,1,7,2,1,4,1.18,0.9974,32.53,
2020-07-18 19:16:43,1,8,1,4,5,1.52,0.9902,32.78,
2020-07-18 19:20:13,1,9,1,2,6,1.00,0.9833,32.45,
2020-07-18 19:23:46,1,10,2,3,7,2.34,0.9978,32.17,
2020-07-18 19:27:15,1,12,2,4,8,1.44,0.997,31.84,
2020-07-18 20:02:43,1,2,2,2,1,3.65,0.9971,29.17,
2020-07-18 20:06:15,1,4,1,1,2,2.06,0.9874,29.07,
2020-07-18 20:13:15,1,7,2,1,4,1.37,0.9875,28.74,
2020-07-18 20:16:44,1,8,1,4,5,1.30,0.9903,28.85,
2020-07-18 20:20:13,1,9,1,2,6,0.97,0.989,28.7,
2020-07-18 20:23:46,1,10,2,3,7,1.85,0.984,28.73,
2020-07-18 20:27:15,1,12,2,4,8,1.15,0.983,28.69,
2020-07-18 21:02:43,1,2,2,2,1,4.98,0.9848,28.49,
2020-07-18 21:06:12,1,4,1,1,2,1.67,0.9701,28.53,
2020-07-18 21:13:16,1,7,2,1,4,1.26,0.9658,28.19,
2020-07-18 21:16:45,1,8,1,4,5,1.03,0.9828,28.33,
2020-07-18 21:20:18,1,9,1,2,6,0.86,0.9813,28.28,
2020-07-18 21:23:51,1,10,2,3,7,2.26,0.9932,28.25,
2020-07-18 21:27:22,1,12,2,4,8,1.08,0.9864,28.28,
2020-07-18 22:02:43,1,2,2,2,1,3.73,0.9908,28.2,
2020-07-18 22:06:17,1,4,1,1,2,2.44,0.9926,28.09,
2020-07-18 22:13:18,1,7,2,1,4,1.11,0.9945,27.88,
2020-07-18 22:16:47,1,8,1,4,5,1.03,0.996,27.93,
2020-07-18 22:20:19,1,9,1,2,6,0.84,0.9897,27.79,
2020-07-18 22:23:52,1,10,2,3,7,2.44,0.9789,27.77,
2020-07-18 22:27:21,1,12,2,4,8,1.16,0.9876,27.68,
2020-07-18 23:02:43,1,2,2,2,1,3.76,0.9714,28.42,
2020-07-18 23:06:17,1,4,1,1,2,2.20,0.9969,29.32,
2020-07-18 23:13:22,1,7,2,1,4,1.03,0.9865,28.81,
2020-07-18 23:16:55,1,8,1,4,5,1.25,0.9907,29.47,
2020-07-18 23:20:26,1,9,1,2,6,1.03,0.9838,29.77,
2020-07-18 23:23:56,1,10,2,3,7,1.41,0.9741,29.77,
2020-07-18 23:27:28,1,12,2,4,8,1.98,0.9831,29.75,
2020-07-19 0:02:43,1,2,2,2,1,3.41,0.9972,28.62,
2020-07-19 0:06:16,1,4,1,1,2,2.12,0.9974,28.17,
2020-07-19 0:13:15,1,7,2,1,4,1.56,0.9913,27.23,
2020-07-19 0:16:45,1,8,1,4,5,0.99,0.9914,27.86,
2020-07-19 0:20:17,1,9,1,2,6,0.73,0.9889,28.15,
2020-07-19 0:23:50,1,10,2,3,7,1.90,0.9958,28.38,
2020-07-19 0:27:19,1,12,2,4,8,1.27,0.995,28.28,
2020-07-19 1:02:43,1,2,2,2,1,3.91,0.9929,27.03,
2020-07-19 1:06:15,1,4,1,1,2,1.66,0.9928,27.12,
2020-07-19 1:13:20,1,7,2,1,4,1.04,0.9685,27.06,
2020-07-19 1:16:49,1,8,1,4,5,0.83,0.9641,27.34,
2020-07-19 1:23:54,1,10,2,3,7,1.70,0.9919,27.51,
2020-07-19 1:27:27,1,12,2,4,8,1.04,0.9805,27.51,
2020-07-19 2:02:43,1,2,2,2,1,3.85,0.9957,26.74,
2020-07-19 2:06:16,1,4,1,1,2,1.72,0.9966,26.58,
2020-07-19 2:13:21,1,7,2,1,4,0.98,0.9928,25.98,
2020-07-19 2:16:54,1,8,1,4,5,1.15,0.9934,26.48,
2020-07-19 2:20:23,1,9,1,2,6,1.04,0.9836,26.13,
2020-07-19 2:23:53,1,10,2,3,7,2.02,0.9961,25.88,
2020-07-19 2:27:22,1,12,2,4,8,2.21,0.994,25.84,
2020-07-19 3:02:43,1,2,2,2,1,3.68,0.9991,24.73,
2020-07-19 3:06:13,1,4,1,1,2,1.59,0.997,24.8,
2020-07-19 3:13:15,1,7,2,1,4,1.22,0.9943,24.6,
2020-07-19 3:16:46,1,8,1,4,5,0.74,0.9741,24.77,
2020-07-19 3:20:15,1,9,1,2,6,0.89,0.9948,24.71,
2020-07-19 3:23:44,1,10,2,3,7,1.62,0.9943,24.93,
2020-07-19 3:27:17,1,12,2,4,8,1.03,0.9878,24.99,
2020-07-19 4:02:43,1,2,2,2,1,3.82,0.9934,25.12,
2020-07-19 4:06:17,1,4,1,1,2,1.62,0.9975,24.9,
