"date","meanGPP","meanRsoil","sumRain","meanTsoil","meanSWC","max_pulse_duration","DOY"
2017-01-01,0.091480013309875,0.150555555555556,2.54,7.45860416666667,0.240534583333333,14,1
2017-01-02,0.112922488958729,0.137619047619048,0,5.71642708333333,0.2561496875,14,2
2017-01-03,0.077096496019375,0.162261904761905,0,6.26484375,0.242755208333333,14,3
2017-01-04,0.0615146716439792,0.269202898550725,0,8.28446014492754,0.234863369565217,14,4
2017-01-14,0.158186574368125,0.317604166666667,9.271,10.0786041666667,0.158742364583333,8,14
2017-01-15,0.0248615527708333,0.264027777777778,5.969,9.65044791666667,0.2426928125,8,15
2017-01-16,0.201491271194021,0.1625,0,6.9491875,0.269001145833333,8,16
2017-01-17,0.175544171603958,0.146666666666667,0,7.09864583333333,0.2516615625,8,17
2017-01-18,0.249676168643958,0.184710144927536,0,7.27496527777778,0.240380625,8,18
2017-01-19,0.276866001295417,0.197958333333333,0,5.731025,0.230302375,8,19
2017-01-20,0.142977480255,0.265034722222222,1.778,6.40888541666667,0.225159375,8,20
2017-01-21,0.255717889971875,0.248809523809524,7.239,6.61842708333333,0.257159791666667,8,21
2017-01-22,0.336314737670833,0.124375,0,4.24975,0.255336145833333,8,22
2017-01-23,0.19658877316875,0.194311594202899,0.254,6.14088541666667,0.245877916666667,8,23
2017-01-24,0.204633192874729,0.287430555555556,0.762,7.68169791666667,0.240471041666667,8,24
2017-01-25,0.124769002915625,0.210659722222222,0,5.1149375,0.237594513888889,8,25
2017-01-26,0.114122350466667,0.203854166666667,0,4.30226041666667,0.232266597222222,8,26
2017-01-27,0.0427850102377083,0.205277777777778,0,4.3116875,0.228909305555556,8,27
2017-01-28,0.0514991163284792,0.206805555555556,0,4.15216666666667,0.225672222222222,8,28
2017-06-21,0.432773140456667,0.634895833333333,6.35,38.6951765873016,0.0357999398809524,8,172
2017-06-22,0.0701391414729167,1.38425170068027,0,28.6392641723356,0.116061374036281,8,173
2017-06-23,0.3627410765925,0.892232142857143,0,33.6593313492063,0.104329415674603,8,174
2017-06-24,0.618899063301042,0.635369047619048,0,35.5972668650794,0.0851221895833333,8,175
2017-06-25,0.632367271842083,0.593015873015873,25.654,43.0386360544218,0.0757810442176871,20,176
2017-06-26,0.145342542008187,1.18196626984127,1.651,36.9395523809524,0.124467445238095,20,177
2017-06-27,0.271991581058333,2.54216666666667,0,27.9245823412698,0.155326791666667,20,178
2017-06-28,0.297490533607292,2.349,0,32.2282103174603,0.139284453472222,20,179
2017-06-29,0.4507872375125,1.95024637681159,0,32.7443260869565,0.116110776811594,20,180
2017-06-30,0.57386437095,1.70576388888889,0,33.3055724206349,0.0953536999007936,20,181
2017-07-01,0.4375014599,1.48845833333333,0,33.9721507936508,0.0826932487103175,20,182
2017-07-02,0.633375226777292,1.35461111111111,0,34.8322430555556,0.074717843452381,20,183
2017-07-03,0.713105076380833,1.10573611111111,59.944,31.955619047619,0.0689424916666667,20,184
2017-07-04,0.320532446412396,0.721347826086956,0,29.1256077097506,0.164486169387755,20,185
2017-07-05,1.09628963761458,2.92031944444444,0,28.769818452381,0.162596892857143,20,186
2017-07-06,1.72660513723333,2.51430555555556,0,32.2922371031746,0.151325566468254,20,187
2017-07-07,2.19087779655625,2.37118055555556,0,33.6285396825397,0.133710669246032,20,188
2017-07-08,2.55221646186875,2.09263888888889,0,33.3266220238095,0.12300319047619,20,189
2017-07-09,2.09784036321271,2.01767857142857,8.509,33.451060515873,0.110963107142857,20,190
2017-07-10,2.42190855136875,1.5579179331307,2.159,24.5433130699088,0.147697832826748,20,191
2017-07-11,3.17683167024979,2.43273109243697,0,26.1665714285714,0.153968487394958,20,192
2017-07-12,2.279728936325,2.37577639751553,14.732,27.5605014005602,0.14791298136646,20,193
2017-07-13,3.59742215455,0.694109730848861,39.751,23.7318594104308,0.177524217687075,20,194
2017-07-14,3.72018189790625,1.34180745341615,0,24.5009024943311,0.193046109730849,20,195
2017-07-15,3.81738883300417,2.3799917184265,0.635,27.1119750566893,0.17205147826087,20,196
2017-07-16,2.84108667104854,2.16944720496894,2.286,27.329664160401,0.16197950310559,20,197
2017-07-17,3.23439635702708,1.68051966873706,8.128,25.7953933747412,0.157476381987578,20,198
2017-07-18,3.80431301798688,0.798583333333333,0,24.4669880952381,0.182356686507937,20,199
2017-07-19,3.59234171781667,2.2746397515528,0,28.0695652173913,0.168145455486542,20,200
2017-07-20,3.84899592568542,1.92762301587302,0,25.9368015873016,0.155851597222222,20,201
2017-07-21,3.49148012930563,2.00213043478261,0.508,NA,NA,20,202
2017-07-22,3.09203920387708,1.7614347826087,2.413,NA,NA,20,203
2017-07-23,3.6952046248875,1.09802182539683,2.032,NA,NA,20,204
2017-07-24,4.21181212185317,1.88743939393939,0,NA,NA,20,205
2017-07-25,5.43878002270208,1.88737267080745,0,NA,NA,20,206
2017-07-26,3.71783284363125,2.0402380952381,11.684,NA,NA,20,207
2017-07-27,4.38665053621875,0.68362215320911,8.382,NA,NA,20,208
2017-07-28,4.77322589996667,1.19212662337662,29.464,NA,NA,20,209
2017-07-29,4.11912566535417,1.22389233954451,3.683,NA,NA,20,210
2017-07-30,4.1299934866875,0.847220238095238,2.286,NA,NA,20,211
2017-07-31,4.319382233425,2.29564182194617,0,NA,NA,20,212
2017-08-01,4.45920638847917,1.48505357142857,11.684,NA,NA,20,213
2017-08-02,4.07440036244958,1.46141774891775,23.368,34.45,0.19051,20,214
2017-08-03,4.91523368708333,0.840837301587302,0,24.9969841269841,0.20538158531746,20,215
2017-08-04,5.3971507481875,2.19675595238095,0,26.9887797619048,0.186437613095238,20,216
2017-08-05,5.74483932937292,2.18422619047619,0,27.7745615079365,0.174477793650794,20,217
2017-08-06,5.9653008338375,2.43560515873016,0,29.2915416666667,0.162215357142857,20,218
2017-08-07,6.1363390459375,2.44363095238095,0,29.5121944444444,0.147547253571429,20,219
2017-08-08,5.5021509914375,2.46735119047619,0,30.4868531746032,0.136456866269841,20,220
2017-08-09,4.12169082254167,2.53215277777778,0,29.2069387755102,0.118952628968254,20,221
2017-08-10,4.19622427375,2.3115873015873,9.779,29.7974841269841,0.111491316468254,20,222
2017-08-11,4.93447182058333,1.19390079365079,0,26.0021035196687,0.162217030753968,20,223
2017-08-12,4.85830061889583,2.64329365079365,25.654,28.3485119047619,0.161001952380952,20,224
2017-08-13,4.85891259780625,1.3451994047619,0,26.5470692640693,0.183062297619048,20,225
2017-08-14,4.18974436889583,1.78878968253968,0,25.4270714285714,0.177724305555556,20,226
2017-08-15,5.51264074808333,1.93258928571429,0,26.0909325396825,0.169148581349206,20,227
2017-08-16,5.31887923449792,2.06275793650794,0,27.4420515873016,0.15673391468254,20,228
2017-08-17,5.22120872790909,2.1772619047619,0,27.4576406926407,0.140478116883117,20,229
2017-08-18,5.73647521735417,2.32017857142857,0,28.8800396825397,0.129057215277778,20,230
2017-08-19,4.39734622640874,2.34081349206349,0,30.0305654761905,0.11401425218254,20,231
2017-08-20,4.18893468838125,2.1800496031746,0.254,27.3353472222222,0.108555608134921,20,232
2017-08-21,5.49288175289583,1.96180555555556,0,26.7220297619048,0.105065471230159,20,233
2017-08-22,5.218785127,2.10674404761905,0,28.7597743271222,0.10236831468254,20,234
