"PA","AT2","RH2","AT6","RH6","SWC5","SWC15","SWC30","ST5","ST15","ST30","NEE","RECO"
84.37775,27.66,27.32435656,28.6,25.26018055,11,9,9,34.3,32.4,30.1,0.6861049157,0.7579829416
84.41496,26.86,28.40578748,27.79,26.24353024,10,9,9,33.5,32.2,30.2,0.9572457999,0.9572457999
84.43774,26.45,29.69890802,27.39,27.41740979,10,9,9,32.8,32,30.3,0.7442626168,0.7442626168
84.45329,25.32,33.03619816,26.51,29.74005107,10,9,9,32.1,31.7,30.3,-0.7145758469,0.7155593548
84.46073,25.21,33.94874726,26.37,30.73263246,11,9,10,31.5,31.5,30.4,0.7162684038,0.7162684038
84.494,25.69,33.53908972,26.82,30.42954675,10,9,9,31,31.2,30.4,-0.04904405408,0.7331156487
84.47991,25.86,33.84066045,26.88,30.76652345,10,9,9,30.5,31,30.4,0.5079673603,0.7393626225
84.46519,24.32,38.04838043,25.8,33.38560366,10,9,9,30,30.8,30.4,0.7140594439,0.7140594439
84.46151,24.3,38.18873793,25.71,33.97126185,10,9,10,29.6,30.5,30.4,-1.646140729,0.7161528637
84.45337,23.71,40.3429619,25.32,35.10503214,10,9,9,29.2,30.3,30.4,0.7099452059,0.7099452059
84.45042,23.33,40.69241369,25.04,35.53114001,10,9,10,28.7,30.1,30.4,0.7067994429,0.7067994429
84.4422,23.41,41.60550819,24.95,37.19206998,10,9,10,28.3,29.9,30.3,0.1774496582,0.7089888187
84.43751,23.52,44.49473477,24.65,41.45754338,10,9,9,28,29.7,30.3,0.7053069088,0.7053069088
84.43476,23.26,46.92080709,24.45,43.76451189,10,9,9,27.7,29.5,30.3,0.7044484358,0.7044484358
84.43538,22.35,50.65718339,23.73,46.70519244,10,9,10,27.4,29.3,30.2,0.6888705926,0.6888705926
84.45788,22.3,51.61970818,23.6,48.22649359,10,9,9,27.1,29.1,30.1,0.6899581716,0.6899581716
84.49158,22.3,54.18715433,23.73,50.48453369,10,9,9,26.8,29,30.1,0.6985071118,0.6985071118
84.51532,22.9,53.47847079,23.86,51.31766771,10,9,9,26.5,28.8,30,0.8077269952,0.8077269952
84.52129,23.5,51.90707179,24.26,50.30412236,10,9,9,26.3,28.6,30,0.2163770773,0.7238733637
84.5395,24.37,48.47105989,24.83,47.65999976,10,9,9,26.2,28.5,29.9,0.2818699097,0.745886699
84.54166,25.64,43.64172579,25.87,43.30641143,10,9,9,26.1,28.3,29.8,0.1587577854,0.782480217
84.5612,26.77,38.34896594,26.89,37.55752158,10,9,9,26.1,28.2,29.7,0.2938732183,0.8193334123
84.56464,27.38,36.42475031,27.39,35.46927806,10,9,9,26.4,28.1,29.7,0.1417740817,0.8408107843
84.56371,28.05,34.17937337,27.97,33.25016198,10,9,9,26.8,28.1,29.6,0.05010352595,0.865183029
84.56349,28.9,31.64321688,28.73,31.04716601,10,9,9,27.4,28.1,29.5,-0.005498946763,0.8957446167
84.55262,30.04,29.06730321,29.55,28.94899812,10,9,9,28.2,28.1,29.4,0.5650226784,0.9288451595
84.55102,30.66,28.12555317,30.29,27.81309737,10,9,9,29.4,28.2,29.4,0.5556703981,0.9599618153
84.53542,31.44,25.8088413,30.77,26.12314269,10,9,9,30.8,28.3,29.3,0.4363969959,0.9829997276
84.53146,32.39,23.00022292,31.69,23.23565264,11,9,9,32.3,28.6,29.2,0.5938664105,1.021222597
84.51893,33.23,20.93382607,32.51,20.9873819,11,9,9,33.7,28.9,29.2,1.229576916,1.229576916
84.49353,33.82,19.81045761,33.06,19.64636495,11,9,9,35.2,29.2,29.1,1.661161837,1.661161837
84.47166,34.62,17.57272128,33.76,17.5188383,11,9,9,36.6,29.6,29.1,1.349198171,1.349198171
84.44459,35.07,16.86050015,34.11,16.68626266,11,9,9,38,30.2,29.1,1.270814881,1.270814881
84.41653,35.46,15.95731745,34.68,15.50224201,11,9,9,39.2,30.7,29,1.694673812,1.694673812
84.3852,36.1,14.88369375,35.05,14.42197927,12,9,9,40.3,31.3,29.1,1.103035543,1.187658516
84.36094,36.1,14.18068528,35.43,13.74697549,12,9,9,41.2,31.9,29.1,1.377151324,1.377151324
84.3337,36.18,13.52799473,35.44,13.19855975,12,9,9,41.7,32.4,29.2,1.255007271,1.255007271
84.30219,36.39,12.36324732,35.75,12.29514779,12,10,9,42,33,29.2,1.789068849,1.789068849
84.27653,36.08,12.20219532,35.62,11.99125763,12,10,9,42.1,33.4,29.3,1.159815372,1.244753056
84.25901,35.87,12.59361861,35.54,12.20087558,12,10,9,42.1,33.8,29.4,0.9695228794,1.25103225
84.248,35.64,13.05529878,35.5,12.53172362,12,10,9,41.8,34.1,29.5,0.7369785432,1.258835565
84.24683,35.07,12.86378838,35.13,12.32761194,12,10,9,41.3,34.4,29.6,0.6717566523,1.254123166
84.2681,34.32,12.45116818,34.65,11.93654193,12,10,9,40.5,34.5,29.8,0.6278432824,1.245083754
84.30681,33.39,11.70706037,33.97,11.24790049,12,10,9,39.6,34.6,29.9,0.486559008,1.228210805
84.34178,32.39,11.51517053,33.2,11.00967929,11,10,9,38.8,34.6,30,0.5281589272,1.207652854
84.3888,31.33,11.75489122,32.24,11.14218956,11,10,9,37.8,34.5,30.1,0.6633895627,1.179547178
84.43365,30.37,12.42627859,31.36,11.60998522,11,10,9,36.8,34.3,30.2,0.6500560742,1.154263048
84.46747,29.23,14.25146077,30.36,12.8098399,11,10,9,36,34.1,30.3,0.7024585871,1.124127733
84.49603,27.91,16.51745502,29.19,14.402111,11,10,10,35.1,33.8,30.5,0.7012696002,1.087250046
84.52509,27.46,17.8211797,28.67,15.81195546,11,10,9,34.3,33.5,30.5,0.6651737363,1.075119312
84.54287,27.44,17.86128121,28.76,15.75912965,11,10,9,33.6,33.2,30.6,1.086393234,1.086393234
84.54387,27.07,18.23186887,28.51,15.93295653,11,10,9,32.9,33,30.7,1.084484106,1.084484106
84.53584,25.98,20.55747649,27.74,17.50409498,11,10,9,32.3,32.7,30.7,-1.114395745,1.062180112
84.52114,25.65,20.58687667,27.91,16.80187859,11,9,9,31.7,32.4,30.7,1.076450367,1.076450367
84.50491,25.91,19.45371414,28.15,15.76163082,10,9,10,31.2,32.2,30.7,1.09362028,1.09362028
84.47604,25.88,19.7847375,27.19,17.53947855,10,9,9,30.7,31.9,30.8,0.6694513506,1.063205131
84.4816,25.56,21.84074809,26.5,20.32760352,11,9,10,30.3,31.6,30.8,0.5004799277,1.043300193
84.49384,25.29,22.29158973,26.45,20.40417942,11,9,9,29.9,31.4,30.7,1.048624607,1.048624607
84.48605,25.01,22.64206213,26.2,20.74271811,10,9,10,29.5,31.2,30.7,0.4561419712,1.045925265
84.4881,25.02,23.25403382,26.27,21.22835084,10,9,10,29.2,30.9,30.7,0.4968900994,1.055999938
84.50877,24.35,25.49941598,25.56,23.31948785,10,9,9,28.9,30.7,30.6,-1.088907374,1.034574829
84.54086,24.73,24.64773297,25.91,22.70682561,10,9,9,28.6,30.5,30.6,1.055886834,1.055886834
84.53593,25.28,22.08089034,26.54,20.17490181,10,9,9,28.2,30.3,30.5,1.088986578,1.088986578
84.54039,24.01,24.94681453,26.16,20.7360694,10,9,10,27.9,30.1,30.5,0.2253724231,1.080604962
84.56467,23.53,26.40999983,25.73,22.01496274,10,9,9,27.5,30,30.4,1.181706051,1.181706051
84.58092,24.22,25.82006649,26.56,20.93265608,10,9,9,27.3,29.8,30.3,0.8100186604,1.111945219
84.58931,25.31,24.67930871,27.21,20.29998101,10,9,9,27.1,29.6,30.3,0.3297994639,1.146962164
84.59991,27.77,21.62491551,28.62,19.58625955,10,9,9,27,29.4,30.2,1.376526649,1.376526649
84.61017,28.83,19.51970311,29.98,17.72532201,10,9,9,27,29.3,30.1,0.2072507213,1.283355823
84.60579,30.47,17.03360599,30.85,15.77671625,10,9,9,27.1,29.2,30.1,-0.2356732094,1.330630433
84.62399,31.72,15.84110248,31.78,14.72014116,10,9,9,27.3,29.1,30,0.1308398968,1.38139278
84.6097,32.28,15.38016673,32.11,14.40188661,10,9,9,27.7,29,29.9,0.6013192939,1.40535833
84.59441,32.89,14.97948885,32.5,14.23931066,10,9,9,28.5,29,29.8,0.425809874,1.432317036
84.58972,33.35,14.58858713,33.01,13.92747481,11,9,9,29.6,29.1,29.8,0.6057882269,1.465147982
84.57444,34.38,13.45537253,33.95,13.07888666,11,9,9,30.9,29.2,29.7,0.9721926304,1.518679712
84.55824,34.95,12.82347269,34.64,12.46067694,11,9,9,32.4,29.4,29.6,0.8001243368,1.561026074
84.54477,35.47,12.50275597,35,12.27467474,11,9,9,33.9,29.7,29.6,1.091137398,1.587948512
84.52067,35.76,12.46293192,35.25,12.22603869,11,9,9,35.4,30.1,29.5,-1.293745663,1.609741801
84.50578,35.77,11.98089603,35.46,11.81947992,11,9,9,36.7,30.6,29.5,0.9710818639,1.629710535
84.48309,36.83,11.03799844,36.13,11.1951735,11,9,9,37.5,31.1,29.5,1.834996115,1.834996115
84.45229,36.01,11.45893992,35.63,11.37074607,11,9,9,38.6,31.6,29.4,0.6628912522,1.657547288
84.42949,36.62,11.12816995,36.1,11.17190505,11,9,9,39.3,32.1,29.5,1.202064649,1.69072345
84.38364,37.46,10.50630927,36.73,10.70445233,11,10,9,39.9,32.6,29.5,1.303471416,1.732261596
84.33114,37.52,10.26530479,36.81,10.54313065,12,10,9,40.8,33,29.5,0.1903449127,1.746261294
84.30139,37.6,9.682806672,36.91,10.06989296,11,10,9,41.4,33.5,29.6,1.161452256,1.761285723
84.27489,37.74,9.602578009,37.16,9.882932025,12,10,9,41.7,34,29.7,1.039721364,1.784035185
84.27036,37.42,9.933748248,37.17,10.03161652,12,10,9,42.1,34.5,29.7,1.051924444,1.794473205
84.25836,37.71,9.240948561,37.07,9.644513519,12,10,9,42.2,34.9,29.8,1.102112607,1.799145209
84.2484,36.69,9.702060969,36.76,9.741321322,12,10,9,42.3,35.2,29.9,1.09547607,1.792743994
84.26057,37.09,9.521637869,36.95,9.685705661,12,10,9,42,35.5,30,0.732789002,1.812361586
84.28651,36.86,9.300469155,36.86,9.438779018,11,10,9,41.5,35.7,30.1,0.2139426999,1.817249974
84.34786,34.53,13.50577443,35.14,12.04003815,11,10,9,41,35.8,30.3,0.8412020298,1.735962398
84.40646,32.93,15.95341864,33.63,14.18882868,11,10,9,40.3,35.9,30.4,0.8611774603,1.665539558
84.44259,32.87,14.36702864,33.52,13.37220423,11,10,9,39.5,35.8,30.5,1.668298379,1.668298379
84.5062,32.56,14.58746383,33.32,12.9311402,11,10,9,38.7,35.7,30.7,1.666187513,1.666187513
84.63444,29.04,26.8263583,29.84,24.3510203,11,10,9,38,35.5,30.7,1.492119863,1.492119863
84.74635,26.86,34.24547957,27.47,32.02026809,11,10,10,37.3,35.3,30.9,1.408644597,1.408644597
84.75312,26.03,36.17893648,26.66,34.00194726,11,10,10,36.6,35.1,30.9,1.303729174,1.343050232
84.75414,24.52,41.29935099,25.19,39.27199484,11,10,10,36,34.8,31,2.413717881,2.413717881
84.81751,23.17,46.78997406,23.85,45.46136768,11,10,10,35.2,34.6,31.1,0.9898600708,1.214218923
84.78933,22.3,50.25575242,22.99,49.05603147,10,10,10,34.6,34.3,31.2,1.30560829,1.30560829
84.82866,21.44,55.07472282,22.15,53.82413711,10,10,10,33.9,34,31.2,1.313191435,1.313191435
84.85544,21.04,57.30856379,21.69,56.79002189,10,10,10,33.3,33.7,31.3,1.072211849,1.12393806
84.84348,21.13,56.55702566,21.78,56.07862162,10,10,10,32.6,33.4,31.3,0.6702180456,1.133397604
84.84427,21.02,56.01486515,21.71,55.36271495,10,10,10,32.1,33.1,31.3,0.817666462,1.134943438
84.83561,20.94,54.82109798,21.64,54.32468529,10,10,9,31.5,32.8,31.3,0.4921590092,1.136407563
84.81698,20.8,54.52948108,21.6,53.39607783,10,10,10,31,32.5,31.3,0.2529821171,1.139279865
84.789,21.07,53.23746958,21.79,52.65744904,10,10,10,30.6,32.2,31.2,0.1290268408,1.153570297
84.81788,21.89,50.08308535,22.57,49.15227633,10,10,10,30.2,31.9,31.2,0.4805075965,1.197749913
84.82362,21.61,49.42975474,22.26,48.91792647,10,9,9,29.8,31.6,31.2,0.705116009,1.186851021
84.82558,21.14,51.97435753,21.88,50.77713793,10,9,10,29.5,31.4,31.1,0.598215767,1.172275943
84.85406,20.89,54.56008812,21.62,53.70299867,10,9,10,29.2,31.1,31.1,0.4017747996,1.163668838
84.87761,20.9,52.91562074,21.67,52.0782664,10,9,10,28.9,30.9,31,0.4069093795,1.170707984
84.88412,21.23,51.23278776,21.82,50.7968882,10,9,10,28.6,30.7,31,0.2401856752,1.182825648
84.90795,21.62,50.32233164,21.94,50.80869001,10,9,10,28.3,30.5,30.9,0.4579905273,1.193402816
84.9191,22.26,47.28694298,22.53,47.81611314,10,9,10,28.2,30.3,30.8,0.4131747967,1.228396883
84.92682,23.69,42.70005714,23.47,44.13313513,10,9,9,28.1,30.1,30.8,0.1442899676,1.282279105
84.92837,25.65,37.14065177,25.13,38.45603562,10,9,9,28.1,30,30.7,0.0563536189,1.375895948
84.93192,26.49,34.7458579,25.74,35.9142117,10,9,9,28.3,29.8,30.6,-0.9556558198,1.41390947
84.93146,27.51,31.57856827,26.72,32.70542048,10,9,10,28.8,29.8,30.5,-0.1146801188,1.472787618
84.92525,28.98,27.60900382,28.08,28.66162414,10,9,9,29.4,29.7,30.5,0.07553678071,1.55389046
84.91583,30.01,23.76766861,29.15,24.8797304,10,9,9,30.3,29.8,30.4,0.3158092669,1.619763722
84.91239,30.15,22.62376347,29.71,22.80178598,10,9,9,31.1,29.8,30.3,0.2510325549,1.657033642
84.91434,30.78,21.129548,30.21,21.42756445,10,9,10,31.8,30,30.2,0.3383501144,1.691061973
84.89954,32.14,19.20486635,31.61,19.26247793,10,9,9,32.6,30.1,30.2,1.322976577,1.778059275
84.87201,32.88,18.30266859,32.83,17.5686888,10,9,9,33.6,30.4,30.1,-0.01294035241,1.855545169
84.83581,34.12,17.09994347,33.68,16.60366339,11,9,9,35.1,30.7,30.1,-0.4610469619,1.911678195
84.80694,34.28,17.24078487,33.49,17.00301696,11,9,9,36.6,31.1,30,1.066794437,1.905505134
84.77151,34.15,16.94937654,33.54,16.67993452,11,9,9,38.3,31.7,30,0.9418356294,1.913612173
84.72244,34.83,15.94631153,34.32,15.2855347,11,10,9,39.8,32.3,30,1.141558528,1.965850474
84.7019,33.31,17.64077628,33.37,16.67289507,11,10,9,40.8,33,30,1.798901766,1.913104547
84.68758,32.58,20.6011936,33.03,17.79051352,11,10,9,40.8,33.5,30,1.850549441,1.897152697
84.64005,34.33,15.0719528,34.07,14.05340177,11,10,9,40.3,33.9,30,1.884597812,1.964965383
84.59756,33.88,16.97905648,34.21,14.49623364,11,10,9,39.9,34.1,30.1,0.6073829409,1.978016238
84.74232,22.88,43.6291933,26.48,30.66523695,37,10,9,37.9,34.2,30.2,1.670232817,1.670232817
84.69014,23.66,43.80328044,26.1,32.70894554,34,10,9,30.6,33.8,30.3,1.685353341,1.685353341
84.66117,24.92,40.62893108,26.09,34.68835837,31,10,9,29.1,32.8,30.3,1.730848771,1.730848771
84.64955,26.8,39.1818866,28,31.79850395,30,10,9,28.8,31.9,30.4,1.724371919,1.724371919
84.63074,29.1,32.90840195,29.91,28.29052325,29,9,9,28.6,31.1,30.5,1.73957992,1.73957992
84.63625,29.48,28.31294164,30.73,23.45049844,28,9,9,28.6,30.6,30.6,1.66345397,1.788348661
84.63918,28.37,31.65156409,30.11,24.50605605,28,9,9,28.4,30.2,30.6,1.602875703,1.753868021
84.65445,27.91,32.48299022,29.58,25.9611496,27,9,9,28.2,29.9,30.6,2.96274677,2.96274677
84.69575,27.15,33.04239585,28.96,26.25815974,27,9,9,27.8,29.6,30.6,1.690079972,1.690079972
84.74931,26.96,32.03836256,28.22,27.52713892,27,10,9,27.6,29.3,30.5,1.648224643,1.648224643
84.78229,27.23,30.78496683,28.49,26.37880975,27,10,9,27.3,29,30.5,1.741997596,1.741997596
84.79527,27.76,28.28796986,29.16,23.67584803,26,10,9,27.1,28.7,30.4,1.709004858,1.709004858
84.85188,26.3,32.94922835,27.62,28.08178978,26,10,9,26.9,28.4,30.3,6.464656875,6.464656875
84.95168,24.11,42.20037897,25.2,37.23163564,26,11,9,26.7,28.2,30.2,1.477940662,1.477940662
84.98768,21.65,51.29524637,22.37,49.61843339,25,11,10,26.3,28,30.1,3.538154826,3.538154826
84.9631,20.53,56.59350897,21.25,54.70297132,25,11,9,25.9,27.7,30,1.256207763,1.256207763
85.00948,20.22,58.49673235,20.92,57.3498063,25,12,9,25.5,27.4,30,1.238987812,1.238987812
85.04544,21.05,53.2874948,21.87,51.16967815,25,12,9,25.1,27.1,29.8,3.140491764,3.140491764
85.05523,19.74,61.81243371,20.6,59.43213843,25,12,9,24.7,26.7,29.8,2.694545792,2.694545792
85.04573,18.91,68.16302215,19.76,65.76468892,25,13,9,24.3,26.4,29.7,2.5164432,2.5164432
85.02846,18.42,72.35983226,19.16,70.91953256,24,13,9,23.9,26.1,29.5,1.145865437,1.145865437
85.02631,18.57,69.43369041,19.36,67.80756069,24,13,9,23.5,25.8,29.4,2.120791573,2.120791573
85.01516,18.22,72.53870007,19.01,70.50686027,24,13,9,23.2,25.5,29.3,2.414299195,2.414299195
84.99265,17.77,74.20917663,18.54,72.42875929,24,13,9,22.9,25.2,29.2,2.968698158,2.968698158
84.99052,17.47,74.69790761,18.26,72.99946702,24,14,9,22.6,24.9,29.1,2.646130714,2.646130714
85.01933,17.22,73.80375715,18.18,71.35054213,24,14,9,22.4,24.7,28.9,1.684228165,1.684228165
85.02528,17.08,72.04851828,18.27,68.28032343,24,14,9,22.2,24.4,28.8,0.7902117179,1.099105649
85.03848,17.52,68.80424705,18.7,64.69056816,23,14,9,22,24.2,28.7,0.1564944488,1.121875207
85.03807,18.67,65.04341322,19.36,62.76253404,23,14,9,21.9,24,28.6,0.2198877299,1.157151996
85.03442,21.13,53.45842266,21.33,53.70065409,23,14,9,21.9,23.9,28.4,1.105318818,1.264917361
85.02821,23.87,39.38068497,23.96,39.88253139,23,14,9,21.9,23.7,28.3,0.4253425687,1.413509566
85.01242,25.13,36.19564642,25.21,34.89312251,23,14,9,22.1,23.7,28.1,0.554918171,1.485596302
85.0125,25.86,34.21187433,25.91,32.95832594,23,14,9,22.5,23.6,28,2.276427568,2.276427568
84.98455,26.84,32.63999934,26.82,31.62224688,23,15,9,23.2,23.6,27.9,2.313989715,2.313989715
84.94572,27.65,30.13402847,27.58,29.13313725,23,15,9,24.1,23.7,27.7,2.601306455,2.601306455
84.9463,28.46,28.28997111,28.96,26.81625028,23,15,9,25.2,23.8,27.6,2.568041024,2.568041024
84.94173,29.36,28.05165601,29.43,26.56093792,23,15,9,26.1,23.9,27.5,3.186882096,3.186882096
84.92477,30.01,30.26162199,29.2,29.67679574,23,15,9,26.9,24.2,27.4,3.571211074,3.571211074
84.90722,29.97,30.01057682,29.29,29.60043598,23,15,9,27.6,24.5,27.4,3.358741944,3.358741944
84.88395,30.71,27.71414604,29.95,27.60132774,23,15,9,28.4,25,27.3,4.040212649,4.040212649
84.84613,31.3,26.25017042,30.95,25.58995111,23,15,9,29.2,25.5,27.3,3.5940753,3.5940753
84.8037,31.42,25.18640807,31.23,24.35403284,23,16,9,30,26.1,27.3,3.920237832,3.920237832
84.78674,29.45,28.83475265,29.95,26.08738665,23,16,9,30,26.8,27.3,1.716786569,1.759000428
84.79633,27.33,40.35801687,28.35,33.10540222,23,16,9,29.3,27.2,27.3,1.861347262,1.861347262
84.72585,30.58,30.05254749,30.99,26.28520104,23,16,9,29.2,27.3,27.3,4.643606619,4.643606619
84.6598,32.6,21.83610315,32.7,20.24360504,23,16,9,29.8,27.5,27.4,4.932730373,4.932730373
84.61459,33.42,19.07674058,33.24,17.54176383,23,16,9,30.6,27.9,27.5,4.308202734,4.308202734
84.58959,32.34,19.56665868,32.56,17.69518154,23,16,9,30.9,28.3,27.6,3.786269166,3.786269166
84.58819,31.58,19.84627889,31.96,18.04871013,23,16,9,30.5,28.6,27.6,1.787796114,1.872448754
84.57613,32.32,17.95029103,32.51,16.09359249,23,16,9,30.1,28.6,27.7,1.70007835,1.904398252
84.57567,31.78,19.32465285,32.14,17.48280102,23,16,9,29.8,28.6,27.8,3.132895602,3.132895602
84.5619,31.52,18.64153875,32.02,16.68958857,23,16,9,29.5,28.5,27.9,2.053199114,2.053199114
84.57697,29.52,25.07125528,30.35,22.49885915,23,17,9,29,28.4,28,3.065322227,3.065322227
84.60517,28.95,24.44759386,29.71,22.60755722,23,17,9,28.4,28.2,28,1.71708436,1.726150735
84.62276,28.8,22.06873917,29.7,20.08676647,23,17,9,27.8,28,28.1,1.997534381,1.997534381
84.6305,28.16,24.2750509,29.2,21.55526893,22,17,9,27.3,27.7,28.1,1.691533547,1.691533547
84.66194,26.67,29.16779316,27.99,25.61829137,22,16,9,26.8,27.4,28.2,1.617733525,1.617733525
84.67927,26.72,28.62612277,28.1,24.83891086,22,17,9,26.3,27.2,28.2,1.622122466,1.622122466
84.7012,25.22,32.99572845,27.65,25.63700744,22,16,9,25.9,26.9,28.2,1.593559966,1.593559966
84.73556,24,36.90359266,26.93,27.01590137,22,16,9,25.5,26.7,28.2,1.549426468,1.549426468
84.75349,25.26,30.19688445,28.01,22.82357052,22,16,9,25.2,26.5,28.2,-0.7359756461,1.610230967
84.76108,25.62,28.41220986,27.67,23.34402172,22,16,9,24.9,26.2,28.2,1.588059333,1.588059333
84.77367,24.95,29.11247511,27.19,22.92855349,22,16,9,24.7,26,28.1,1.557835031,1.557835031
84.78427,24.75,29.43288502,26.33,25.37057549,22,16,9,24.4,25.8,28.1,1.505924983,1.505924983
84.77589,23.68,37.07287908,25.37,30.52352372,22,16,9,24.3,25.6,28,1.448886367,1.448886367
84.75832,23.12,39.34750376,25.02,32.10508496,21,16,9,24.1,25.4,28,1.426832482,1.426832482
84.74287,23.51,35.64790845,25.64,28.93015506,21,16,9,23.9,25.3,27.9,-1.277625678,1.459572542
84.71111,23.02,38.5045834,25.77,28.57926078,21,16,9,23.7,25.1,27.8,1.464542861,1.464542861
84.7322,22.06,43.3446119,23.62,38.17114922,21,16,9,23.4,24.9,27.7,-0.586724472,1.341900123
84.74044,22.05,42.99355728,23.33,39.14027991,21,16,9,23.2,24.8,27.7,1.323659161,1.323659161
84.74585,20.89,49.22541308,22.77,41.29879924,21,16,9,23,24.6,27.6,1.290774311,1.290774311
84.74779,20.73,47.45974674,22.75,40.65533965,21,16,9,22.8,24.4,27.5,1.287397428,1.287397428
84.74896,21.18,45.25588953,23.1,39.07653549,21,16,9,22.6,24.3,27.4,1.304083276,1.304083276
84.75266,20.93,46.77888222,23.25,38.6477909,21,16,9,22.4,24.1,27.4,1.309842025,1.309842025
84.77414,20.99,47.45103714,22.48,43.44365845,21,16,9,22.2,23.9,27.3,1.265745539,1.265745539
84.79281,20.98,50.51945689,22.21,46.97213982,21,16,9,22,23.8,27.2,0.1565943297,1.248857524
84.8081,21.99,49.15094141,22.86,46.28390422,21,16,9,21.9,23.6,27.1,0.2172137085,1.281300594
84.81437,23.56,44.54507307,24.14,42.94261071,21,16,9,21.9,23.5,27,0.306683784,1.348151465
84.82414,24.31,42.62256796,24.5,41.76509354,21,16,9,21.9,23.4,26.9,0.4227975885,1.36511874
84.82748,25.74,37.54230318,25.78,36.58230586,21,16,9,22,23.3,26.8,1.925736403,1.925736403
84.82654,26.6,34.36497315,26.48,33.26398585,21,16,9,22.4,23.3,26.7,2.445719504,2.445719504
84.80692,27.53,31.06687189,27.24,30.44363546,21,16,9,23,23.3,26.6,0.8500708411,1.508053093
84.78642,28.46,27.80826887,28.05,27.56137516,21,16,9,23.8,23.3,26.5,1.823697927,1.823697927
84.77065,29.38,24.3282112,28.95,24.13661401,21,16,9,24.7,23.4,26.5,1.599369991,1.599369991
84.75926,30.17,21.35912356,29.8,21.03466163,21,16,9,25.7,23.6,26.4,1.740945564,1.740945564
84.73118,31.14,17.82774997,30.6,17.33705187,21,16,9,26.9,23.8,26.3,2.123266694,2.123266694
84.7092,31.57,16.7443402,30.94,16.00465532,21,16,9,28.1,24.2,26.3,1.897353007,1.897353007
84.68588,32.21,15.0588067,31.54,14.32419175,22,16,9,29.4,24.7,26.3,0.539939495,1.730640557
84.65522,32.47,14.25603326,31.99,13.52826116,22,16,9,30.6,25.2,26.3,0.469121447,1.752432121
84.63943,33.03,12.7708913,32.43,12.5064676,22,16,9,31.8,25.9,26.3,1.514885758,1.773566712
84.59135,33.41,11.78740615,32.81,11.63313846,22,16,9,32.8,26.6,26.3,2.615382678,2.615382678
84.55798,33.65,11.7675995,33.1,11.54282335,22,16,9,33.7,27.4,26.4,3.037363029,3.037363029
84.50727,33.75,11.4363701,33.06,11.36286625,22,17,9,34.6,28.2,26.5,2.570494151,2.570494151
84.46763,33.67,11.30575318,33.14,11.22020508,22,17,9,35.2,28.9,26.6,2.182735304,2.182735304
84.42126,33.93,11.04497487,33.3,10.98495476,22,17,9,35.7,29.5,26.8,2.06280678,2.06280678
84.38215,33.73,11.22549341,33.36,11.05498868,22,17,9,36,30,26.9,1.938423318,1.938423318
84.34119,33.63,11.21534398,33.34,11.06940162,22,17,9,36,30.5,27.1,1.871893227,1.871893227
84.30647,33.43,11.30548987,33.23,11.09492782,22,17,9,35.8,30.9,27.3,1.866403745,1.866403745
84.29183,33.08,11.26494482,33.08,11.0264835,22,17,9,35.3,31.1,27.5,1.815223341,1.815223341
84.27972,32.59,11.12385225,32.78,10.8788209,21,17,9,34.6,31.3,27.8,1.73631767,1.749087921
84.27852,32.11,11.04301664,32.48,10.72978627,21,17,9,33.8,31.3,28,1.922178791,1.922178791
84.28693,31.41,11.09244858,32.03,10.6641821,21,17,9,32.9,31.3,28.2,2.095038071,2.095038071
84.31182,30.36,11.76379971,31.25,11.07441832,21,17,9,32,31.1,28.3,1.964419412,1.964419412
84.33762,29.22,12.73597577,30.26,11.74137898,21,17,9,31.2,30.9,28.5,1.986615426,1.986615426
84.36105,28.14,13.40694604,29.29,12.14851227,21,17,9,30.5,30.6,28.6,1.990085178,1.990085178
84.40401,27.11,14.07782951,28.39,12.51151272,21,16,9,29.8,30.3,28.8,1.735782204,1.735782204
84.46235,25.74,16.00213083,27.4,13.35918589,21,16,9,29.1,30,28.8,1.425080695,1.425080695
84.51036,24.89,17.18447969,26.77,13.91935265,20,16,9,28.6,29.7,28.9,1.417653336,1.417653336
84.53922,24.18,18.08600856,25.87,14.97731765,20,16,9,28,29.4,28.9,1.33725106,1.33725106
84.54546,24.43,16.8827199,25.91,14.47756166,20,16,9,27.5,29.1,28.9,1.335387623,1.335387623
84.5632,23.74,19.04811655,25.71,15.09926601,20,16,10,27,28.7,28.9,0.4749899202,1.321178893
84.58955,22.52,22.13470786,24.6,17.72249402,20,16,10,26.5,28.4,28.9,1.260896214,1.260896214
84.5964,23.39,19.98023112,25.07,17.16032227,20,16,9,26.1,28.1,28.9,-0.0001383873495,1.280789789
84.58672,23.04,29.93915679,24.33,27.0867223,20,16,9,25.7,27.8,28.9,1.239756786,1.239756786
84.57095,22.14,38.38066491,23.36,34.71820243,20,16,9,25.4,27.5,28.8,1.385884882,1.385884882
84.57565,21.7,40.53499241,22.84,37.60452219,20,16,9,25,27.3,28.7,1.15880292,1.15880292
84.56686,21.38,42.64954503,22.66,39.10474412,20,16,9,24.7,27,28.7,1.534858088,1.534858088
84.5671,19.76,49.91126652,21.38,45.64448738,20,16,9,24.4,26.8,28.6,2.109943998,2.109943998
84.56696,19.44,52.46617966,20.75,49.39178941,19,16,9,24.1,26.5,28.5,1.048386519,1.048386519
