"PA","AT2","RH2","AT6","RH6","SWC5","SWC15","SWC30","ST5","ST15","ST30","NEE","RECO"
84.57679,19.35,54.58113983,20.55,51.87462879,19,15,9,23.8,26.3,28.4,1.035692353,1.035692353
84.58961,18.51,59.79920019,19.98,55.88819264,19,16,9,23.5,26.1,28.3,-0.8462110043,1.005976993
84.61706,18.83,58.07691726,20.26,54.81027051,19,15,9,23.2,25.9,28.2,1.015588151,1.015588151
84.64121,19.24,57.13707133,20.5,54.38563021,19,15,9,22.9,25.6,28.1,1.023308881,1.023308881
84.65941,19.09,59.33175969,20.42,56.27670857,19,15,9,22.7,25.4,28,0.1604158565,1.01625116
84.66608,20.17,58.03518499,20.83,56.54808317,19,15,9,22.5,25.2,27.8,0.2289959713,1.031689934
84.66875,21.99,51.21686549,22.24,51.26030287,19,15,9,22.5,25,27.7,0.3236896412,1.093597333
84.67503,23.36,44.15296233,23.59,43.5978334,19,15,9,22.5,24.9,27.6,0.2806549302,1.153452162
84.6976,24.44,43.24508684,24.65,42.6977263,19,15,9,22.6,24.8,27.5,0.5726016781,1.20000964
84.68604,25.43,35.39417853,25.44,35.03921197,19,15,9,22.9,24.7,27.4,0.4487309089,1.233798808
84.67104,26.79,30.29193212,26.81,29.74766976,19,15,9,23.4,24.7,27.3,0.9003637062,1.295822754
84.654,27.53,24.7451247,27.15,24.82071802,19,15,9,24.4,24.7,27.2,0.9430264233,1.30785468
84.63853,28.14,21.86656843,27.9,21.90102131,19,15,9,25.5,24.8,27.1,0.8283578031,1.339825213
84.62376,29.08,18.32589857,28.54,18.07676674,20,15,9,26.9,24.9,27,1.266973323,1.366386261
84.61242,29.72,17.54420738,29.23,16.9590009,20,15,9,28.3,25.1,26.9,0.7987889082,1.395348576
84.59853,30.07,19.22101242,29.69,18.6862923,20,15,9,29.6,25.5,26.8,1.134844361,1.41293636
84.56854,30.98,17.41591047,30.57,17.36186756,20,15,9,30.9,25.9,26.8,0.4546389117,1.451124112
84.52685,31.91,12.56871402,31.21,12.43253866,20,15,9,32.2,26.5,26.8,1.831187566,1.831187566
84.49753,32.5,14.08540377,31.9,13.33722917,20,15,9,33.2,27.1,26.8,1.543608529,1.543608529
84.46099,32.56,14.82841299,32.04,14.15126051,20,15,9,34.3,27.9,26.9,1.125149003,1.507474611
84.42753,32.85,13.71441149,32.24,13.26478982,20,16,9,35.2,28.6,27,0.8980278269,1.511755527
84.39458,33.1,14.63843274,32.57,13.85617917,21,16,9,35.9,29.3,27.1,1.341379532,1.522352872
84.3793,33.34,14.33756516,32.76,13.777177,21,16,9,36.2,29.9,27.2,1.297431555,1.525983813
84.35455,33.28,12.72100077,32.85,12.54267052,21,16,9,36.3,30.5,27.4,1.434274613,1.524654135
84.33495,33.29,11.96799342,32.92,11.74616062,21,16,9,36.4,31,27.5,0.8790853011,1.522307886
84.31795,33.23,12.06832563,33.04,11.79523038,21,16,10,36.3,31.4,27.7,1.330475552,1.522355291
84.29303,32.77,12.57981219,32.7,12.08339215,20,16,10,36.2,31.8,27.9,1.060436281,1.500106375
84.28819,32.69,13.07165806,32.62,12.47567358,20,16,10,35.7,32.1,28.1,1.446760204,1.49050027
84.28656,32.05,14.65700854,32.15,13.58397753,20,16,10,35.1,32.3,28.3,1.177638662,1.462275522
84.29648,31.45,15.68006606,31.78,14.31565936,20,16,10,34.4,32.4,28.5,1.347724613,1.439031712
84.31094,30.67,15.97998752,31.29,14.31704706,20,16,10,33.6,32.4,28.7,1.561823307,1.561823307
84.34218,29.6,18.44729213,30.46,16.51955986,20,16,10,32.9,32.3,28.9,1.957128307,1.957128307
84.37561,28.63,21.30565347,29.64,19.3050938,20,16,10,32.2,32.1,29,2.098986483,2.098986483
84.41029,27.98,23.38149623,28.97,21.4120289,19,16,10,31.5,31.9,29.1,1.808533912,1.808533912
84.45024,27.28,26.69114349,28.36,24.18110749,19,16,10,30.9,31.6,29.2,1.292522988,1.292522988
84.48476,26.67,26.74968578,27.81,24.69165338,19,16,10,30.4,31.4,29.3,1.424927803,1.424927803
84.51858,25.17,27.0465261,26.63,23.95600035,19,16,10,29.8,31.1,29.4,1.167020725,1.167020725
84.54007,24.86,25.34025734,26.38,22.46979005,19,16,10,29.4,30.8,29.4,1.648149497,1.648149497
84.55546,24.45,25.73040199,25.92,22.83027233,19,15,10,28.9,30.5,29.4,1.126654492,1.126654492
84.56101,24.88,30.21576137,25.9,27.57144993,19,15,10,28.4,30.2,29.4,1.803873824,1.803873824
84.56556,24.32,32.66162053,25.3,30.15673416,19,15,10,28.1,29.9,29.4,1.358641672,1.358641672
84.5723,23.54,34.16352204,24.67,31.15988511,19,15,10,27.7,29.6,29.4,1.399973595,1.399973595
84.57362,22.73,36.5677076,24.05,32.79301985,19,15,10,27.3,29.4,29.3,1.029254768,1.029254768
84.56859,22.36,37.47893372,23.63,33.77142637,19,15,10,27,29.2,29.3,1.692518713,1.692518713
84.56656,21.8,39.29188151,23.12,35.53938033,19,15,10,26.7,28.9,29.2,1.401162093,1.401162093
84.56301,21.29,41.30538287,22.76,37.27401963,18,15,10,26.4,28.7,29.2,0.963629933,0.963629933
84.56886,20.6,43.77907724,22.45,38.5442123,19,15,10,26,28.5,29.1,0.9470778563,0.9470778563
84.58453,19.68,46.60216286,21.83,40.58288269,18,15,10,25.7,28.2,29,0.9183233562,0.9183233562
84.60117,20.3,45.68279065,22.1,41.43179202,18,15,10,25.4,28,28.9,0.9251685105,0.9251685105
84.61705,20.08,47.9276956,21.94,44.14101858,18,15,10,25,27.7,28.9,0.9149240896,0.9149240896
84.62753,20.32,49.89421729,21.81,47.07670793,18,15,10,24.7,27.5,28.8,0.9059287121,0.9059287121
84.64568,20,52.93057096,21.45,50.40485929,18,15,10,24.5,27.3,28.7,0.8880255808,0.8880255808
84.66064,19.64,54.79339968,21.33,50.59533212,18,15,10,24.2,27,28.6,0.1595398115,0.8795849619
84.67168,20.6,51.75075988,21.43,49.71794549,18,15,10,24,26.8,28.5,0.2294463334,0.8796684088
84.68328,22.45,48.57163507,22.9,47.69464306,18,14,10,23.9,26.6,28.4,-0.1102539599,0.9329135869
84.69891,23.14,48.56513208,23.83,47.27596602,18,14,10,23.8,26.5,28.3,-0.1007998306,0.9653836008
84.71056,24.42,39.8243187,24.88,39.26257867,18,14,10,23.9,26.3,28.2,-0.2827205359,1.002732024
84.7127,25.12,35.51343012,25.41,34.20690518,18,14,10,24.2,26.2,28.1,-0.3991647891,1.01944466
84.7063,26.23,29.4474091,26,29.36445574,18,14,10,24.8,26.2,28,-0.07880033412,1.038500956
84.69641,27.15,26.28942518,26.99,26.04795536,18,14,10,25.7,26.2,27.8,0.2668262702,1.07354543
84.6,27.91,21.05323246,27.65,21.06499325,18,14,10,26.7,26.2,27.7,-0.04409903783,1.095340419
84.68311,28.75,17.35182273,28.33,17.41923766,18,14,10,28,26.3,27.6,-0.04224964291,1.117887702
84.67272,29.56,16.11873379,29.09,15.45393234,19,14,10,29.2,26.5,27.6,-0.2145442808,1.143609871
84.65369,29.98,16.17963145,29.42,16.00237003,19,14,10,30.5,26.8,27.5,-0.07914395816,1.151885427
84.62196,30.71,12.82820668,30.08,12.65365977,19,14,10,31.8,27.2,27.5,0.07248774175,1.173412773
84.58569,31.56,11.07253541,30.98,11.30150943,19,15,10,33,27.8,27.5,1.514885758,1.514885758
84.55424,31.83,10.68131517,31.1,10.88723588,19,15,10,34.2,28.4,27.5,0.9572076943,1.2040963
84.53356,32.67,9.91918044,32.05,10.34568671,20,15,10,35.2,29.1,27.6,0.7075293425,1.237093435
84.49264,32.78,8.142248719,32.23,8.685054696,20,15,10,35.9,29.8,27.6,0.396172045,1.238866247
84.45921,32.88,8.694520571,32.18,9.08652595,20,15,10,36.5,30.5,27.7,0.5005588447,1.231354969
84.44786,32.98,8.774925012,32.41,9.231176304,20,15,10,37,31.1,27.9,0.6601040976,1.235082863
84.42178,33.15,8.915632062,32.71,9.22243356,20,15,10,37.4,31.7,28,0.3487186633,1.241557502
84.39552,33.2,9.467885069,32.69,9.680397684,20,15,10,37.6,32.2,28.2,0.5319301403,1.235227984
84.37783,33.22,10.24099847,32.87,10.3181729,20,15,10,37.6,32.7,28.4,1.870763422,1.870763422
84.35946,32.86,10.57195416,32.74,10.56875389,20,15,10,37.3,33.1,28.6,0.6109999776,1.22619737
84.35354,32.65,10.54161854,32.5,10.5742309,19,15,10,37,33.4,28.8,0.7130494939,1.211305302
84.36824,32.25,10.85242257,32.37,10.68806435,19,15,10,36.3,33.6,29,0.9157310786,1.200820393
84.37895,31.52,12.4276925,31.81,11.82190605,19,15,10,35.5,33.7,29.2,0.7102731017,1.173761654
84.39872,30.6,14.45415974,31.21,13.13370295,19,15,10,34.8,33.7,29.3,1.237615151,1.237615151
84.42487,29.31,16.70043717,30.21,14.81415887,19,15,10,34,33.6,29.5,1.614657611,1.614657611
84.45277,28.01,17.52112288,29.09,15.73793558,19,15,10,33.2,33.4,29.7,1.643083883,1.643083883
84.48961,27.32,14.26878211,28.47,13.10890196,18,15,10,32.5,33.1,29.8,1.724401432,1.724401432
84.54216,26,14.51768159,27.36,12.89747663,19,15,10,31.9,32.8,29.9,1.32828167,1.32828167
84.58825,24.69,16.98349159,26.37,14.24401198,18,15,10,31.2,32.5,30,1.310571346,1.310571346
84.61795,24.06,18.15599905,25.58,15.6676619,18,15,10,30.6,32.2,30,1.025013853,1.025013853
84.64346,23.46,19.49892271,24.95,17.2503266,18,15,10,30,31.9,30.1,0.8839329622,0.8839329622
84.64996,23.25,19.74924589,24.82,17.26728436,18,15,10,29.5,31.6,30.1,0.875461578,0.875461578
84.64458,22.47,20.06856223,24.75,15.78074552,18,15,10,28.9,31.2,30.1,-0.2270878455,0.8691349794
84.63753,21.6,18.9034264,23.99,14.6477958,18,14,10,28.5,30.9,30.1,0.7781022938,0.8391912993
84.63422,21.99,14.56175616,23.9,12.25044073,18,14,10,28,30.5,30,0.9957528124,0.9957528124
84.60944,21.55,14.23014302,23.72,11.5778885,17,14,10,27.5,30.2,30,0.8226256888,0.8226256888
84.59492,20.17,16.9954455,22.67,12.7829302,17,14,10,27.1,29.9,29.9,0.7839438045,0.7839438045
84.58964,19.4,18.69845257,22.09,13.98422935,17,14,10,26.7,29.6,29.8,0.7614114505,0.7614114505
84.57599,20.69,15.75299877,22.96,12.96754334,17,14,10,26.3,29.3,29.8,0.2020460015,0.7865725935
84.57343,21.97,14.35112185,24.09,12.15584202,17,14,10,25.9,29,29.7,0.8204687388,0.8204687388
84.57269,19.97,17.42622382,23.08,13.07266497,17,14,10,25.5,28.7,29.6,0.7835887768,0.7835887768
84.59832,19.96,16.61405167,22.27,13.53599271,17,14,10,25.2,28.4,29.5,0.7538926326,0.7538926326
84.61855,20.83,14.55995961,23.21,12.16868319,17,14,10,24.9,28.2,29.4,0.7809624888,0.7809624888
84.63527,21.12,13.94871256,23.45,11.72850847,17,14,10,24.6,27.9,29.3,0.7853354173,0.7853354173
84.65748,20.51,14.46921661,23.13,11.84292215,17,14,10,24.3,27.7,29.1,0.7716005213,0.7716005213
84.66814,20.23,15.42133544,23.16,11.72145996,17,14,10,24,27.4,29,-0.6537047148,0.7692189732
84.67023,22.37,13.90041664,23.73,11.93991883,17,14,10,23.8,27.2,28.9,-0.3607242461,0.7841588468
84.6794,24.16,12.8397353,24.44,12.26725849,16,14,10,23.6,27,28.8,-0.2385910523,0.8036130409
84.68231,25.81,11.30691618,25.86,11.31065132,16,13,10,23.6,26.8,28.7,-0.4608611366,0.846195393
84.67984,27.25,10.44563744,27.29,10.68055749,17,14,10,23.7,26.6,28.5,-0.4287420225,0.8894514987
84.67239,28.21,10.30616088,28.16,10.49470513,17,14,10,24,26.5,28.4,-0.9225686082,0.9143920335
84.65575,28.25,12.31325265,28.25,12.02401881,17,14,10,24.6,26.5,28.3,0.1190215714,0.9134974505
84.63229,28.77,12.65511421,28.66,12.32460483,17,14,10,25.6,26.5,28.2,-0.2209278948,0.9231658056
84.61613,29.16,11.95307794,28.69,12.02124131,17,14,10,26.7,26.5,28,-0.6191290773,0.9202876499
84.6101,29.83,10.57883158,29.56,10.77318045,17,13,10,27.9,26.6,27.9,-0.4198053637,0.9450587835
84.59315,30.62,9.836878222,30.22,10.2551838,18,13,10,29.2,26.8,27.8,-0.5167391034,0.9628957495
84.57726,31.05,8.853567355,30.64,9.286849215,18,13,10,30.5,27.2,27.8,0.1045442222,0.9727768793
84.55623,31.78,8.99474751,31.48,9.294954463,18,13,10,31.8,27.6,27.7,0.349286899,0.9965087631
84.52386,32.36,8.322622787,31.71,8.856700658,18,14,10,33,28.1,27.7,-0.1247778162,1.000045647
84.4907,33.36,7.597518658,32.81,8.189434461,18,13,10,34.1,28.8,27.7,0.3642158409,1.032320421
84.44714,33.53,7.035376261,33.07,7.666375781,19,14,10,35.2,29.5,27.8,0.2931154727,1.036770456
84.4118,33.85,6.661072355,33.22,7.306139909,19,14,10,36,30.2,27.8,0.4618145155,1.037586493
84.38733,34.3,6.693494105,33.83,7.274304941,19,14,10,36.7,30.9,27.9,0.3738420535,1.053555674
84.34802,34.52,6.334151897,34.15,6.93123101,19,14,10,37.2,31.6,28.1,0.6768164854,1.059944436
84.31863,34.56,5.8511803,34.04,6.580447897,19,14,10,37.5,32.2,28.2,0.2415111537,1.052223134
84.3018,34.61,5.166375082,34.27,5.913239951,19,14,10,37.8,32.9,28.4,0.2310774037,1.055678156
84.3012,34.7,4.702496425,34.4,5.403534569,19,14,10,37.8,33.4,28.6,0.3022560456,1.055880598
84.28611,34.7,4.21346893,34.55,4.941980661,19,14,10,37.7,33.8,28.8,0.4651187692,1.05675666
84.27561,34.01,3.813558112,33.99,4.558422607,19,14,10,37.4,34.1,29,0.3899714271,1.034713974
84.28448,33.5,3.691880003,33.6,4.369754945,18,14,11,36.8,34.4,29.2,0.5894207936,1.018366597
84.30265,32.83,3.882395736,33.13,4.535076651,18,14,11,36,34.5,29.4,0.5293009884,0.9996492842
84.3237,31.9,4.051699675,32.49,4.679711025,18,14,10,35.2,34.5,29.5,0.7533904095,0.9757698791
84.35208,30.3,4.194592645,31.4,4.727019551,18,14,11,34.4,34.4,29.7,1.124276491,1.124276491
84.39536,27.87,4.861892196,29.64,5.011996317,18,14,11,33.5,34.2,29.9,0.8804034467,0.8804034467
84.44241,26.45,5.608678912,28.47,5.316646763,18,14,11,32.7,33.9,30,0.841734573,0.841734573
84.48161,24.91,6.871799747,27.65,5.819949211,17,14,11,32,33.6,30.1,0.3944611574,0.8141931052
84.50153,24.24,7.023794946,27,5.950968508,17,14,11,31.2,33.2,30.2,0.7920940216,0.7920940216
84.53672,23.92,6.597252074,26.59,5.893034146,17,14,11,30.6,32.9,30.3,0.7773472958,0.7773472958
84.55708,23.78,6.919139389,26.13,6.155807073,17,14,11,29.9,32.5,30.3,0.7613193928,0.7613193928
84.56961,22.64,7.865091737,25.63,6.506114483,17,14,11,29.4,32.1,30.3,0.7443342585,0.7443342585
84.56189,23,7.365904307,25.57,6.397599258,17,14,11,28.8,31.7,30.3,-0.9686691758,0.7402128272
84.56013,22.54,6.862074787,25.27,6.048347425,17,14,11,28.3,31.4,30.3,0.7292709628,0.7292709628
84.54144,22.51,6.629373114,25.47,5.693300824,17,14,11,27.9,31,30.2,0.7327165507,0.7327165507
84.52629,22.45,6.587208324,24.81,6.061876843,16,14,11,27.5,30.7,30.1,0.7117309901,0.7117309901
84.50466,22.52,6.811913718,24.79,6.380710815,16,13,11,27.1,30.4,30.1,0.7090317919,0.7090317919
84.49653,22.85,6.989675604,24.85,6.792778108,16,13,11,26.8,30.1,30,0.7086330162,0.7086330162
84.48806,23.28,7.118376789,25.39,6.819310865,16,13,11,26.5,29.8,29.9,0.7217884383,0.7217884383
84.48833,23.36,7.08633982,25.83,6.636923777,16,13,11,26.2,29.6,29.8,0.7321661873,0.7321661873
84.50188,23.67,6.823769826,26.16,6.507747786,16,13,11,25.9,29.3,29.7,0.7394672527,0.7394672527
84.52648,24.27,6.28552364,26.06,6.495000462,16,13,11,25.5,29.1,29.6,0.7346451315,0.7346451315
84.54064,23.01,7.352873258,24.98,7.125885887,16,13,11,25.3,28.8,29.5,0.7025011712,0.7025011712
84.56137,22.31,8.001213656,24.5,7.499849418,16,13,11,24.9,28.6,29.4,0.6874180703,0.6874180703
84.59126,22.18,8.153543915,24.22,7.760112043,16,13,11,24.6,28.3,29.3,0.6780021586,0.6780021586
84.60235,23.66,7.200910242,25.64,7.055522247,16,13,11,24.4,28,29.2,0.4189989783,0.715494429
84.61555,25.6,7.906644232,26.53,7.523442365,16,13,11,24.2,27.8,29.1,0.06723342427,0.7385864647
84.62173,26.92,9.371659439,27.35,9.159329228,16,13,11,24,27.6,28.9,-0.2365014535,0.7598737466
84.63116,28.18,6.510824655,28.5,7.146390365,16,13,10,24,27.4,28.8,-0.4583764532,0.7906562365
84.63372,29.74,5.80726468,29.99,6.567127353,16,13,10,24.1,27.2,28.7,-1.809635953,0.8314419109
84.63835,30.59,5.358071398,30.62,6.175580193,16,13,10,24.4,27.1,28.6,-0.6048125727,0.8477898743
84.63811,31.16,5.269034037,30.51,6.135280057,16,13,10,25.1,27,28.5,-0.5481617043,0.8429137033
84.62914,31.45,5.640607631,30.82,6.415487082,16,13,10,25.9,27,28.3,-0.3878759996,0.850162198
84.63488,31.79,6.065437265,31.71,6.814697349,16,13,10,27,27.1,28.2,-0.5351388837,0.8741684574
84.62748,32.49,6.029711499,32.27,6.707943955,16,13,11,28.2,27.2,28.1,-0.0177218451,0.8887612689
84.60892,33.19,5.982934489,32.96,6.650075268,16,13,10,29.5,27.5,28.1,0.2025403929,0.9072022239
84.60648,33.5,6.052393978,33.15,6.697923932,17,13,10,30.8,27.8,28,0.1674629097,0.9112191634
84.59509,33.94,6.032570296,33.78,6.686987693,17,13,10,32.1,28.2,28,0.3071790492,0.9280739921
84.57413,34.56,6.051006091,34.18,6.688090531,17,13,10,33.2,28.8,27.9,0.4123314049,0.9383253964
84.5536,35.01,6.994205316,34.59,7.494386824,17,13,10,34.3,29.4,27.9,-0.1453996286,0.9489420464
84.53006,35.37,6.480282091,34.84,7.144891757,17,13,10,35.3,30.1,28,0.4891709825,0.9549723833
84.49489,35.4,6.586749158,35.11,7.108069821,18,13,10,36.2,30.9,28.1,2.498082009,2.498082009
84.47714,35.57,6.788709939,35,7.368850887,18,13,11,37,31.6,28.2,-0.002174887677,0.957357164
84.4541,35.58,6.81884387,35.12,7.388349998,18,13,11,37.6,32.3,28.3,0.4284117754,0.9598317984
84.42792,35.74,6.769739211,35.22,7.357560972,18,13,11,38,32.9,28.4,0.3540415591,0.9618052207
84.4027,35.23,6.695097048,34.84,7.26728819,18,13,11,38.4,33.5,28.6,0.8050267703,0.9499311564
84.39159,35.2,6.594656648,34.94,7.163592711,18,14,11,38.5,34,28.8,0.7783344384,0.9520734112
84.38348,34.92,6.75314059,34.76,7.295083614,18,14,11,38.3,34.4,29,0.7985184315,0.9461943548
84.39554,34.61,6.972849091,34.59,7.41946879,18,14,11,38,34.7,29.2,0.1579343544,0.9407030422
84.42415,34.22,7.143286727,34.28,7.577381271,18,14,11,37.5,35,29.4,0.1910471451,0.9312741894
84.44945,33.58,7.31955784,33.88,7.678866373,18,14,11,36.8,35.1,29.6,0.5606504743,0.9193711757
84.47355,32.73,7.8771605,33.32,8.090591666,17,14,11,36,35.1,29.8,0.779660687,0.9030111135
84.50377,31.37,8.261582959,32.32,8.320478925,17,14,11,35.2,35.1,30,1.129738967,1.129738967
84.56123,29.31,9.203305822,30.71,8.899771619,17,14,11,34.5,34.9,30.1,1.152679569,1.152679569
84.6068,28.48,9.453425506,29.85,9.139570035,17,14,11,33.7,34.7,30.3,1.04929636,1.04929636
84.65092,27.47,10.0143893,28.96,9.51195558,17,14,11,33,34.4,30.4,0.8745876203,0.8745876203
84.68118,26.47,10.98661177,28.15,10.12857054,16,13,11,32.4,34,30.5,0.7577039939,0.7577039939
84.70125,25.08,12.31929713,27.08,10.80521306,16,13,11,31.7,33.7,30.5,0.7286700504,0.7286700504
84.72122,24.25,13.66240884,26.29,11.81048925,16,13,11,31.1,33.4,30.6,0.7075573802,0.7075573802
84.72774,24.67,13.25171048,26.71,11.55785216,16,13,11,30.6,33,30.6,0.7192960906,0.7192960906
84.73354,23.02,15.99760628,25.69,12.6594683,16,13,11,30.1,32.7,30.6,0.6922176901,0.6922176901
84.74846,23.64,15.26641938,25.76,12.97210641,16,13,11,29.6,32.4,30.6,0.6719419996,0.6946193486
84.79399,23.49,15.92818236,25.42,13.62843984,16,13,11,29.2,32.1,30.5,0.2740164408,0.6860846102
84.82954,22.3,17.54087228,24.26,14.7471221,16,13,11,28.8,31.7,30.5,0.6558214289,0.6558214289
84.78802,22.43,17.71160985,25,14.0663874,16,13,11,28.4,31.4,30.5,-1.242779734,0.6762371027
84.7634,22.07,18.10206092,24.16,15.03568015,16,13,11,28,31.1,30.4,0.7882395158,0.7882395158
84.77145,21.59,18.91343465,23.63,15.86980186,16,13,11,27.6,30.8,30.3,0.556330734,0.6414847367
84.79037,21.22,21.39961884,23.1,18.82250942,16,13,11,27.3,30.5,30.2,0.6284321081,0.6284321081
84.82642,21.34,23.92696481,23.78,20.57392501,16,13,11,27,30.3,30.1,-1.767673602,0.6473252808
84.83439,22.3,23.70876047,24.21,20.9323721,15,13,11,26.7,30,30.1,0.6113940265,0.6598124176
84.87605,22.72,23.62957443,24.07,21.82658725,15,13,11,26.4,29.8,30,0.6572032884,0.6572032884
84.9109,22.27,24.62132931,23.84,22.33554198,15,13,11,26.1,29.5,29.9,-0.009151949219,0.6522545656
84.93195,21.75,25.98385021,23.82,22.72298188,15,13,11,25.9,29.3,29.8,0.6529673446,0.6529673446
84.97084,21.53,26.85570262,23.65,23.29489574,15,12,11,25.6,29.1,29.7,0.4352437742,0.6497353941
84.99854,23.28,25.7473203,24.79,22.06882211,15,13,11,25.5,28.8,29.5,0.107159579,0.6818174687
85.01584,24.95,24.09654211,25.25,23.27844761,15,12,11,25.3,28.6,29.4,-0.1955468399,0.6958548657
85.03467,26.13,24.35029949,26.77,22.94057244,15,12,11,25.3,28.4,29.4,-1.768825744,0.7394272249
85.05595,26.83,23.43896731,27.62,22.102069,15,12,11,25.4,28.3,29.2,-0.5682440949,0.7650097302
85.07386,27.6,22.54772513,28.02,21.57354863,15,12,11,25.7,28.2,29.1,-0.5859355989,0.7782082223
85.0708,28.18,22.91031549,28.35,22.13157445,15,12,11,26.3,28.1,29,-0.1091683279,0.7895859527
85.06303,29.08,22.6915973,29.01,22.14461631,15,12,11,27.1,28.1,28.9,-1.202589671,0.8105792178
85.04583,29.39,23.09375825,29.16,22.70631826,15,12,11,28,28.2,28.8,-0.5675380964,0.8171199008
85.04276,30.24,21.03808023,30.06,20.59305419,15,12,11,29.1,28.3,28.7,-0.2454246417,0.8455513337
85.02854,30.76,20.57742878,30.49,20.13692771,16,12,11,30.3,28.5,28.6,-0.5159772693,0.8605937789
85.00598,31.15,19.93578065,30.64,19.67882075,16,12,11,31.6,28.8,28.6,-0.344688076,0.8675759433
84.99295,31.93,18.71256306,31.85,17.99060704,16,12,10,32.8,29.1,28.6,-0.5112925339,0.9061394312
84.95669,32.39,17.65927198,31.96,17.15250651,16,12,11,34,29.6,28.5,-0.1534381645,0.912275837
84.93817,32.74,16.68602285,32.3,16.02039075,16,13,11,35,30.2,28.6,0.1453639466,0.9254301892
84.89455,33.26,16.2651785,32.74,15.65098064,17,13,11,36,30.9,28.6,-0.157400035,0.9417813239
84.87434,32.39,16.75572765,32.54,15.49826845,17,13,11,36.8,31.5,28.7,0.5953669049,0.9388769489
84.854,31.8,17.24665916,32.15,15.98115003,17,13,11,36.6,32.2,28.8,0.502181902,0.9302439125
84.79746,30.92,18.86126889,31.4,17.17443003,17,13,11,36,32.6,28.9,0.7882786733,0.9107120976
84.7748,30.03,17.07300881,30.57,16.70012818,17,13,11,35.2,32.8,29,0.6826774028,0.8888013497
84.8049,30,15.74807217,30.72,14.26686356,16,13,11,34.5,32.8,29.2,0.836611693,0.8965901382
84.82294,29.53,15.80755266,30.24,14.21095291,16,13,11,33.8,32.8,29.3,-0.2015594276,0.8853097062
84.8142,28.06,18.65517303,28.79,17.19085784,16,13,11,33.2,32.7,29.5,0.5341384217,0.8447176612
84.85297,28.85,17.50253504,29.61,15.51163891,16,13,11,32.7,32.5,29.6,-0.7907815765,0.8728260408
84.81539,24.75,32.52263573,25.99,27.66342899,16,13,11,32.1,32.3,29.7,1.124114222,1.124114222
84.75889,25.67,27.21847535,26.34,25.31617402,16,13,11,31.4,32.2,29.8,0.6217591522,0.7808448821
84.80098,24.38,34.90882943,25.03,33.00617323,15,13,11,30.9,31.9,29.9,0.5768013456,0.7451243839
84.82218,24.24,34.10583093,24.97,32.16499785,16,13,11,30.5,31.7,29.9,0.808610227,0.808610227
84.88476,23.94,33.47282363,24.84,30.98566981,15,13,11,30.2,31.5,30,0.7456007057,0.7456007057
84.93201,22.86,39.21604299,23.64,36.96004229,16,13,11,29.9,31.3,30,1.160283273,1.160283273
84.94163,22.32,40.79841004,23.16,38.84661483,15,13,11,29.6,31.1,30,0.9655956451,0.9655956451
85.02152,22.14,43.3048631,22.97,41.26780771,15,13,11,29.2,30.9,30,0.8251096875,0.8251096875
85.05791,21.77,46.84323497,22.54,45.54159516,15,12,11,28.9,30.7,30,0.1275908627,0.690011599
85.0703,22.31,42.66377901,22.91,42.14286444,15,13,11,28.7,30.5,29.9,0.6363503237,0.7039337761
85.0893,23.03,38.23381769,23.69,36.79441737,15,12,11,28.4,30.3,29.9,0.2729253389,0.7303090036
85.09155,23.06,37.59202525,23.78,35.76010574,15,12,11,28.2,30.1,29.8,0.8656551571,0.8656551571
85.06635,22.68,41.37164004,23.49,38.69082823,15,12,11,28,30,29.8,1.705569322,1.705569322
85.06702,21.17,48.40459693,21.86,47.40856524,15,12,11,27.8,29.8,29.7,1.24164917,1.24164917
85.07482,20.53,50.6072714,21.2,50.11450055,15,12,11,27.6,29.7,29.7,0.6113638233,0.668819142
85.07394,20.79,47.75084799,21.51,46.89225698,15,12,11,27.3,29.5,29.6,1.745237329,1.745237329
85.06059,19.9,52.27827774,20.86,50.12241298,15,12,11,27.1,29.3,29.6,-0.6367662866,0.6649310556
85.06445,18.6,59.47898194,19.67,57.67896836,15,12,11,26.8,29.1,29.5,0.1061449577,0.6329147314
85.05311,18.61,59.18831807,19.83,56.90690993,15,12,11,26.5,28.9,29.4,0.6406156017,0.6406156017
85.04769,18.85,58.82894701,19.83,57.19903986,15,12,11,26.2,28.8,29.4,0.5183818627,0.6436649397
85.05819,18.14,62.91444297,19.07,61.39932966,15,12,11,26,28.6,29.3,0.3152295687,0.6242742472
85.05541,18.03,63.07407939,19.02,61.39672569,15,12,11,25.8,28.4,29.2,0.6258085807,0.6258085807
85.05984,17.5,64.44369672,18.85,61.45855275,15,12,11,25.5,28.2,29.1,0.6238107937,0.6238107937
85.05868,17.43,63.41074747,18.99,59.72532609,15,12,11,25.3,28,29,0.631019348,0.631019348
85.07018,18.46,57.81393316,20.23,52.7374863,15,12,11,25,27.8,28.9,0.5275167923,0.6715979738
85.09363,19.34,54.78159914,21.08,49.81241854,15,12,11,24.8,27.6,28.9,2.347431146,2.347431146
85.11124,20.72,51.38041036,21.44,50.7000134,14,12,11,24.8,27.5,28.8,-0.09294608835,0.715890847
85.136,20.93,52.27402208,21.56,51.61760031,14,12,11,24.8,27.3,28.7,-0.08054843635,0.7232426917
85.15508,21.55,49.80048642,21.94,50.08506675,15,12,11,25,27.2,28.6,-0.3752293485,0.7389552899
85.14841,23.55,41.49578349,23.89,41.19703415,15,12,11,25.3,27.2,28.5,-0.8425704872,0.8060257597
